,client_id,data_de_desembolso,limite,juros_am,retencao,default_60d,default_mar,limite_binado
1045,227da93,2019-10-16,2400.0,6.39,15.0,0,1,2
1046,22832de,2019-10-28,2100.0,6.39,17.4,0,0,2
1047,228789d,2019-10-28,8300.0,6.39,21.1,0,0,4
1048,2288e4c,2019-09-20,27300.0,2.89,20.3,1,1,5
1049,229d976,2019-10-07,29000.0,2.89,16.5,0,0,5
1050,22a5a91,2019-09-20,30400.0,2.89,20.3,0,1,5
1051,22ab4c1,2019-09-10,5500.0,4.99,23.1,0,0,3
1052,22b8ecb,2019-10-08,8900.0,6.39,16.4,0,0,4
1053,22bddd0,2019-10-07,4700.0,6.39,12.5,0,0,3
1054,22c38cd,2019-10-08,23400.0,3.59,13.8,0,0,5
1055,22c7e22,2019-09-02,8300.0,4.99,19.1,0,0,4
1056,22cb88c,2019-10-28,13800.0,5.69,23.5,0,0,4
1057,22eb259,2019-09-04,16600.0,3.59,30.3,0,0,5
1058,22efbde,2019-10-17,1000.0,6.39,34.1,0,0,1
1059,22f3ea5,2019-10-03,9700.0,6.39,19.0,1,1,4
1060,2301fdc,2019-09-25,69000.0,1.89,12.3,0,0,7
1061,230934e,2019-09-25,8300.0,4.99,18.2,0,0,4
1062,230d2bc,2019-09-20,3300.0,6.39,17.8,1,0,2
1063,2326755,2019-09-23,7600.0,4.99,32.2,1,0,3
1064,232f0a3,2019-09-02,6000.0,4.99,23.8,0,0,3
1065,232f6d2,2019-10-31,3400.0,6.39,26.9,0,0,2
1066,2339cd1,2019-09-25,27600.0,2.89,16.2,0,0,5
1067,233a481,2019-10-24,42100.0,2.89,19.8,0,0,6
1068,233f2c1,2019-09-02,11500.0,4.29,38.3,0,0,4
1069,234e4a6,2019-10-28,61400.0,1.89,20.3,0,0,6
1070,235069d,2019-10-16,4100.0,5.69,14.3,1,0,3
1071,2357744,2019-10-31,3700.0,6.39,11.8,0,0,2
1072,23609ae,2019-09-25,26800.0,2.89,20.9,0,0,5
1073,2364dfb,2019-09-11,5800.0,4.99,36.7,0,0,3
1074,236f06c,2019-10-31,30200.0,3.59,27.8,0,0,5
1075,237575a,2019-09-18,13800.0,3.59,17.4,0,0,4
1076,237e13f,2019-10-15,41400.0,1.89,10.4,0,0,6
1077,2381866,2019-09-26,5500.0,3.59,5.8,0,0,3
1078,238dc8f,2019-09-25,9700.0,4.99,16.1,0,1,4
1079,239497d,2019-10-24,9800.0,6.39,16.8,1,0,4
1080,23b18a3,2019-10-08,41400.0,2.89,23.7,0,0,6
1081,23b452c,2019-10-21,10400.0,6.39,21.8,0,0,4
1082,23cdf56,2019-10-28,25800.0,3.59,12.7,0,0,5
1083,23d4fa9,2019-09-06,69000.0,2.19,24.2,1,1,7
1084,23d5ec4,2019-10-29,11000.0,6.39,16.7,1,1,4
1085,23de522,2019-10-17,27600.0,3.59,18.2,0,0,5
1086,23f5c01,2019-09-30,56600.0,1.89,14.0,0,0,6
1087,23fdbdb,2019-10-07,13000.0,4.29,24.7,0,1,4
1088,23ff095,2019-10-03,18800.0,3.59,25.2,0,0,5
1089,24069b8,2019-10-07,5600.0,6.39,18.5,1,1,3
1090,240e2d3,2019-10-07,6900.0,4.99,8.2,1,1,3
1091,2417231,2019-10-08,4900.0,6.39,15.3,0,0,3
1092,241e5b6,2019-10-07,11000.0,4.99,12.0,0,0,4
1093,241f1fe,2019-10-21,18200.0,3.59,13.4,0,0,5
1094,24228de,2019-10-21,13000.0,6.39,19.4,0,1,4
1095,243dc8d,2019-09-19,52400.0,1.89,22.1,0,0,6
1096,24402ae,2019-10-28,6000.0,6.39,21.3,0,0,3
1097,2450979,2019-10-28,3000.0,6.39,21.6,0,0,2
1098,2459b66,2019-10-29,8000.0,6.39,18.6,0,0,4
1099,245c0bc,2019-10-28,13700.0,6.39,19.0,0,0,4
1100,24621cf,2019-10-31,6900.0,6.39,20.8,1,1,3
1101,246294d,2019-09-05,16600.0,3.59,19.2,1,1,5
1102,246a324,2019-09-23,9700.0,4.99,14.9,0,0,4
1103,246bc44,2019-10-21,15100.0,6.39,15.7,0,0,4
1104,247a84c,2019-10-01,69000.0,1.89,11.2,0,0,7
1105,247a858,2019-09-19,12800.0,4.29,25.8,1,1,4
1106,247b386,2019-09-25,10100.0,4.99,26.8,0,0,4
1107,247df56,2019-09-23,15300.0,4.99,22.7,0,0,4
1108,249495e,2019-10-28,1900.0,6.39,10.5,0,0,1
1109,2495673,2019-10-09,5600.0,6.39,21.5,0,0,3
1110,249f736,2019-10-08,19300.0,3.59,15.2,0,0,5
1111,24a240d,2019-10-28,8800.0,6.39,21.3,0,0,4
1112,24b38d1,2019-09-25,11600.0,4.99,33.1,0,0,4
1113,24b4d00,2019-10-10,7100.0,4.99,25.5,0,0,3
1114,24c732f,2019-10-31,13300.0,4.99,22.8,0,0,4
1115,24c74f5,2019-10-16,10500.0,6.39,13.7,0,0,4
1116,24cbf55,2019-09-18,47500.0,2.89,21.5,0,0,6
1117,24d4ddd,2019-10-21,9900.0,6.39,14.6,0,0,4
1118,24d68ad,2019-10-23,19300.0,3.59,22.6,1,1,5
1119,24e0e81,2019-10-28,34500.0,3.59,20.0,0,0,6
1120,24e1cd7,2019-09-25,27600.0,2.89,24.6,0,0,5
1121,24e3e72,2019-09-26,13800.0,3.59,15.3,0,0,4
1122,24e5e5d,2019-10-24,6200.0,4.99,16.0,0,0,3
1123,24ebba9,2019-10-16,6200.0,5.69,13.4,0,0,3
1124,24efb01,2019-10-25,9600.0,6.39,10.0,0,0,4
1125,24f1ce5,2019-10-16,69000.0,1.89,9.5,1,1,7
1126,24f48e4,2019-10-07,3700.0,6.39,15.6,0,0,2
1127,24fbeea,2019-10-16,1300.0,5.69,13.7,0,1,1
1128,2508ad2,2019-10-17,10100.0,6.39,23.3,0,1,4
1129,2509897,2019-10-30,1000.0,6.39,20.6,0,0,1
1130,2511564,2019-09-20,24600.0,2.89,34.0,0,0,5
1131,251582a,2019-10-25,15500.0,6.39,24.7,0,0,4
1132,251b346,2019-10-07,3200.0,6.39,29.3,0,0,2
1133,252b352,2019-10-30,13800.0,2.89,6.1,0,0,4
1134,252bfd4,2019-10-28,15200.0,6.39,21.2,1,1,4
1135,253b542,2019-10-28,9200.0,6.39,17.5,1,1,4
1136,253c5d7,2019-10-08,7700.0,4.99,25.5,0,0,3
1137,25403db,2019-10-21,50200.0,2.89,13.4,0,0,6
1138,25505db,2019-10-16,11000.0,5.69,17.2,0,0,4
1139,2555b96,2019-09-23,13800.0,4.99,13.9,0,0,4
1140,255c9b5,2019-10-08,6400.0,4.99,23.3,0,0,3
1141,25654b4,2019-10-15,6900.0,6.39,8.0,0,0,3
1142,256a0fb,2019-10-07,9500.0,6.39,15.4,0,0,4
1143,25730f1,2019-10-07,6900.0,6.39,16.7,0,0,3
1144,257c6b3,2019-10-16,4700.0,5.69,18.1,0,0,3
1145,2581f7c,2019-10-24,8300.0,5.69,20.1,0,1,4
1146,2583110,2019-09-05,27300.0,2.89,23.0,0,0,5
1147,258750f,2019-10-17,5600.0,6.39,10.3,0,0,3
1148,2595844,2019-10-11,31300.0,2.89,19.1,0,0,5
1149,2596596,2019-09-30,35200.0,2.89,23.7,0,0,6
1150,25986fb,2019-10-09,11600.0,4.99,22.2,0,0,4
1151,259ba1c,2019-10-28,2000.0,6.39,35.5,0,0,2
1152,25a4453,2019-10-09,17900.0,2.89,11.1,0,0,5
1153,25abbd2,2019-10-28,4700.0,6.39,20.8,0,0,3
1154,25ac4ea,2019-10-09,3100.0,6.39,16.8,0,0,2
1155,25b8e75,2019-10-25,2100.0,6.39,17.4,0,0,2
1156,25c4781,2019-09-26,55200.0,2.49,7.2,0,0,6
1157,25d0903,2019-09-25,69000.0,1.89,19.1,0,0,7
1158,25d59b4,2019-10-08,2100.0,6.39,9.2,0,0,2
1159,25dcd6b,2019-10-23,12400.0,6.39,14.0,0,0,4
1160,25e6273,2019-09-13,17200.0,3.59,21.0,0,0,5
1161,25ee183,2019-10-16,7700.0,6.39,14.8,1,1,3
1162,25f021a,2019-09-18,34200.0,2.89,13.3,1,0,6
1163,260b870,2019-10-07,41400.0,2.89,19.0,0,0,6
1164,2612f0e,2019-09-02,16600.0,3.59,27.3,0,0,5
1165,2613b0a,2019-10-08,55200.0,2.49,11.8,0,0,6
1166,2616c0a,2019-09-25,31000.0,2.89,29.1,1,1,5
1167,2626adc,2019-10-28,8600.0,6.39,23.6,0,0,4
1168,263b2dc,2019-10-16,1400.0,6.39,16.1,0,0,1
1169,26422bc,2019-09-25,55200.0,1.89,6.0,1,1,6
1170,264bd62,2019-10-28,5000.0,6.39,18.8,1,1,3
1171,26605c2,2019-10-07,6300.0,4.99,23.5,0,0,3
1172,2662d95,2019-10-21,6300.0,6.39,19.9,0,0,3
1173,26637a3,2019-09-30,11000.0,4.99,21.8,1,0,4
1174,2667e5f,2019-10-28,1400.0,6.39,21.7,0,0,1
1175,266a4b8,2019-09-20,25300.0,2.89,17.1,0,0,5
1176,266e489,2019-10-16,6900.0,2.89,2.2,0,0,3
1177,267c7f6,2019-10-08,4400.0,4.99,13.8,0,0,3
1178,268bdb4,2019-10-21,23200.0,3.59,16.3,0,0,5
1179,2691042,2019-10-07,12400.0,3.59,16.3,0,0,4
1180,269c4f7,2019-10-17,200.0,6.39,0.7,0,0,1
1181,269e8ec,2019-10-23,24300.0,2.89,23.1,0,0,5
1182,26a23cc,2019-10-16,9100.0,5.69,28.4,0,0,4
1183,26aea1d,2019-10-28,1300.0,6.39,14.4,1,1,1
1184,26bc7e1,2019-09-09,14600.0,4.29,25.3,0,0,4
1185,26c4de2,2019-10-08,55200.0,1.89,22.6,0,0,6
1186,26c58b6,2019-10-07,1400.0,6.39,13.8,0,0,1
1187,26cd1ea,2019-09-20,6200.0,4.99,9.4,0,0,3
1188,26cd9a5,2019-10-07,9600.0,4.99,22.2,1,1,4
1189,26db1fa,2019-09-26,6900.0,4.99,10.4,0,0,3
1190,26e2639,2019-10-01,16600.0,3.59,23.0,0,0,5
1191,26e4683,2019-10-17,22100.0,2.89,16.6,0,0,5
1192,26e5b3b,2019-09-12,12900.0,4.29,25.0,0,0,4
1193,27004f6,2019-10-28,4200.0,6.39,25.1,0,0,3
1194,2706a26,2019-10-24,37400.0,3.59,17.8,0,0,6
1195,2717b57,2019-09-05,8000.0,4.99,31.8,0,0,4
1196,271e480,2019-09-10,69000.0,1.89,20.5,0,0,7
1197,2721f41,2019-10-07,24800.0,2.89,19.4,0,0,5
1198,27413a6,2019-09-23,22600.0,2.89,17.4,1,0,5
1199,274d523,2019-10-24,2400.0,6.39,21.4,0,0,2
1200,274d801,2019-10-07,14400.0,4.99,21.6,1,1,4
1201,27586fb,2019-10-28,9100.0,6.39,28.2,0,0,4
1202,2758d08,2019-10-07,13100.0,4.99,22.2,1,0,4
1203,2758d1f,2019-10-07,13000.0,4.29,28.9,1,1,4
1204,275a006,2019-10-07,4100.0,6.39,34.3,0,0,3
1205,275b8be,2019-10-10,31700.0,2.89,19.6,0,0,5
1206,2765b67,2019-10-16,42200.0,2.89,16.8,0,0,6
1207,276dda7,2019-09-11,5200.0,4.99,18.5,0,0,3
1208,2780149,2019-10-31,46900.0,2.89,27.0,1,1,6
1209,2788752,2019-10-16,17600.0,4.99,20.3,0,0,5
1210,278fc72,2019-09-26,11000.0,4.99,18.5,0,0,4
1211,279dd6f,2019-10-08,26000.0,2.89,20.2,0,0,5
1212,27b9e4e,2019-10-28,138000.0,1.89,12.5,0,0,7
1213,27c3c90,2019-10-21,19300.0,3.59,26.3,0,0,5
1214,27cabc6,2019-09-30,12000.0,6.39,16.1,0,0,4
1215,27db657,2019-10-08,11000.0,6.39,13.7,0,0,4
1216,27e021b,2019-10-08,20000.0,3.59,22.5,0,0,5
1217,27f9cad,2019-10-02,14100.0,6.39,18.6,0,0,4
1218,27fa963,2019-10-11,8700.0,4.99,23.3,0,0,4
1219,2800f12,2019-10-31,7300.0,6.39,21.1,1,0,3
1220,280711c,2019-10-25,33500.0,2.89,34.6,0,0,6
1221,281454b,2019-10-31,2800.0,6.39,4.7,0,0,2
1222,281bc73,2019-10-28,12000.0,4.99,23.9,0,0,4
1223,2828cd7,2019-10-23,9500.0,6.39,95.6,0,0,4
1224,2832871,2019-09-09,9000.0,4.99,29.0,0,1,4
1225,283c621,2019-10-24,2200.0,6.39,22.1,0,0,2
1226,284623d,2019-09-02,29800.0,2.89,22.6,0,0,5
1227,284ecc6,2019-10-30,13500.0,5.69,25.2,1,1,4
1228,2851fb0,2019-10-21,14700.0,4.29,20.2,0,0,4
1229,285c41f,2019-10-21,35100.0,2.89,21.8,0,0,6
1230,2878899,2019-10-16,7700.0,6.39,16.2,0,0,3
1231,288c899,2019-10-16,4700.0,6.39,23.0,0,1,3
1232,2890f74,2019-10-08,11100.0,6.39,14.2,0,0,4
1233,28998f2,2019-10-16,1500.0,6.39,15.5,1,1,1
1234,289fac8,2019-09-19,69000.0,1.89,16.6,0,0,7
1235,28a092a,2019-09-18,4100.0,4.99,24.7,0,0,3
1236,28a569f,2019-10-09,5500.0,4.99,15.5,0,0,3
1237,28a8aa6,2019-10-21,3400.0,6.39,14.5,0,0,2
1238,28aa7c1,2019-10-07,9700.0,4.99,21.2,0,0,4
1239,28ab54a,2019-10-28,48300.0,3.59,23.1,1,1,6
1240,28ac8f9,2019-10-07,27600.0,2.89,17.0,1,0,5
1241,28aea9e,2019-09-26,20700.0,2.89,13.3,0,0,5
1242,28b025a,2019-10-28,6900.0,4.99,18.4,0,0,3
1243,28bad81,2019-10-07,52000.0,2.89,17.3,0,0,6
1244,28bc3dc,2019-09-02,24300.0,2.89,21.8,0,0,5
1245,28c6889,2019-10-28,8600.0,6.39,20.4,0,1,4
1246,28ce52c,2019-10-21,3600.0,6.39,14.9,0,0,2
1247,28e5213,2019-10-02,11500.0,6.39,12.8,0,0,4
1248,28f45a6,2019-10-31,7300.0,6.39,22.4,0,1,3
1249,290564a,2019-10-28,1500.0,6.39,23.9,0,0,1
1250,290d139,2019-10-10,8100.0,4.99,24.6,0,0,4
1251,291517f,2019-09-20,6900.0,4.99,20.0,0,0,3
1252,292a3e6,2019-10-31,9700.0,4.99,20.0,0,0,4
1253,292a682,2019-09-11,26900.0,2.89,18.8,0,0,5
1254,292b422,2019-10-15,17900.0,3.59,21.3,0,0,5
1255,292be35,2019-09-20,6600.0,4.99,16.1,0,0,3
1256,292c134,2019-09-26,24800.0,2.89,15.4,0,0,5
1257,2935ca4,2019-09-20,13800.0,2.19,6.7,0,0,4
1258,293c592,2019-09-25,8300.0,3.59,9.5,0,0,4
1259,293dbd2,2019-10-17,5500.0,4.99,10.7,0,0,3
1260,2943557,2019-10-25,4200.0,6.39,19.9,0,0,3
1261,29497f6,2019-10-31,7100.0,6.39,21.4,0,0,3
1262,2949ea1,2019-10-21,16600.0,4.29,15.6,0,0,5
1263,29597a5,2019-10-22,27500.0,2.89,9.9,0,0,5
1264,2969671,2019-10-24,7000.0,6.39,23.0,0,0,3
1265,296afc5,2019-09-05,5500.0,4.29,15.4,0,0,3
1266,2970675,2019-10-02,8300.0,6.39,16.6,0,0,4
1267,2974187,2019-09-02,12400.0,4.29,31.2,1,0,4
1268,297a2c9,2019-09-05,13200.0,4.29,24.8,0,0,4
1269,298a294,2019-09-26,69000.0,1.89,9.3,0,0,7
1270,298bfcd,2019-10-30,1700.0,6.39,19.9,0,0,1
1271,298ea30,2019-10-16,5300.0,5.69,19.9,1,1,3
1272,298f478,2019-10-07,1800.0,6.39,13.5,1,0,1
1273,2990d2f,2019-09-05,22800.0,2.89,24.4,0,0,5
1274,299f154,2019-09-10,69000.0,1.89,9.3,0,0,7
1275,299f501,2019-09-05,12300.0,4.29,23.4,0,0,4
1276,29a02a7,2019-10-07,24500.0,2.89,20.7,0,0,5
1277,29aacf9,2019-09-20,3600.0,6.39,13.6,0,1,2
1278,29c1fe9,2019-10-28,69000.0,1.89,10.3,0,0,7
1279,29e1b55,2019-09-25,15100.0,4.99,13.3,0,0,4
1280,29e41cd,2019-09-26,20700.0,2.89,17.3,0,0,5
1281,29ec387,2019-10-07,5700.0,3.59,5.5,0,0,3
1282,2a07373,2019-10-07,5900.0,4.99,38.0,0,0,3
1283,2a081c2,2019-10-02,15000.0,6.39,17.6,0,0,4
1284,2a08308,2019-10-28,1400.0,6.39,12.5,0,1,1
1285,2a099b3,2019-10-08,26900.0,2.89,17.0,0,0,5
1286,2a14dd1,2019-09-25,17900.0,2.89,19.7,0,0,5
1287,2a2a74a,2019-10-30,4800.0,6.39,12.9,0,0,3
1288,2a3eef7,2019-09-25,14500.0,4.99,30.8,1,1,4
1289,2a421e5,2019-09-25,16700.0,3.59,26.3,0,0,5
1290,2a44c5c,2019-10-07,37900.0,3.59,11.3,1,1,6
1291,2a5ddcb,2019-10-07,39900.0,2.89,22.7,0,0,6
1292,2a5f2f7,2019-10-21,3500.0,6.39,16.0,0,0,2
1293,2a6c85c,2019-10-16,8700.0,5.69,15.5,0,0,4
1294,2a72158,2019-09-25,20600.0,3.59,20.3,0,0,5
1295,2a7eb13,2019-09-02,69000.0,2.19,17.2,0,0,7
1296,2a8ee5a,2019-09-25,34500.0,2.89,18.9,1,0,6
1297,2a92aca,2019-10-11,13800.0,3.59,12.9,0,0,4
1298,2aaba6c,2019-09-18,19000.0,3.59,27.2,0,0,5
1299,2aac561,2019-10-07,13600.0,4.99,23.8,0,0,4
1300,2ab2456,2019-09-02,8300.0,4.99,28.5,0,0,4
1301,2ab51e4,2019-09-16,69000.0,1.89,7.0,0,0,7
1302,2ab7ee0,2019-10-22,5000.0,6.39,19.2,0,1,3
1303,2ac2393,2019-10-16,2900.0,6.39,15.7,0,0,2
1304,2ac8651,2019-10-24,13600.0,4.29,22.6,1,0,4
1305,2ad47e3,2019-10-21,12000.0,5.69,25.0,0,0,4
1306,2ad4e9f,2019-10-09,8300.0,4.99,26.5,0,0,4
1307,2aec588,2019-09-02,4100.0,4.99,10.6,0,0,3
1308,2af181b,2019-09-20,4800.0,6.39,26.6,1,1,3
1309,2afbec2,2019-10-21,22100.0,2.89,22.6,1,0,5
1310,2b0955f,2019-10-16,5100.0,6.39,37.3,0,0,3
1311,2b16e11,2019-09-12,16600.0,3.59,20.2,0,0,5
1312,2b1e047,2019-09-20,4800.0,4.99,7.3,0,0,3
1313,2b279eb,2019-09-11,13800.0,4.29,29.2,0,0,4
1314,2b30453,2019-09-30,4100.0,4.99,4.1,0,0,3
1315,2b346e9,2019-10-23,6200.0,4.99,15.7,0,0,3
1316,2b348c4,2019-10-16,10700.0,5.69,17.3,0,1,4
1317,2b34e0c,2019-10-30,29000.0,3.59,14.8,0,0,5
1318,2b35134,2019-09-30,15400.0,6.39,15.8,0,0,4
1319,2b4b99a,2019-10-02,63700.0,1.89,17.5,0,0,6
1320,2b5ec88,2019-10-31,27600.0,4.29,19.5,1,0,5
1321,2b758ea,2019-10-30,2600.0,6.39,6.8,0,0,2
1322,2b78a69,2019-09-17,2800.0,6.39,35.7,1,0,2
1323,2b7b6b4,2019-09-25,6900.0,4.99,18.0,0,0,3
1324,2b7efd9,2019-09-02,27600.0,2.89,29.9,1,1,5
1325,2b8b6be,2019-10-07,10100.0,6.39,13.5,0,1,4
1326,2b95893,2019-10-16,15600.0,6.39,18.7,0,1,4
1327,2b9c599,2019-10-17,8300.0,4.99,15.2,0,0,4
1328,2ba3c55,2019-09-25,41400.0,1.89,7.3,0,0,6
1329,2ba5615,2019-10-21,35900.0,2.89,35.9,0,0,6
1330,2ba9ae3,2019-10-07,10400.0,4.99,15.5,1,0,4
1331,2baf9f2,2019-09-20,10400.0,4.99,27.4,0,0,4
1332,2bb2f7e,2019-09-16,5500.0,4.99,20.7,0,0,3
1333,2bb98c2,2019-10-25,20300.0,4.29,19.7,0,0,5
1334,2bd1e7a,2019-10-31,5600.0,6.39,17.0,0,0,3
1335,2be73e7,2019-10-07,15900.0,6.39,26.1,1,1,4
1336,2beb39b,2019-09-04,7900.0,4.99,36.8,0,0,3
1337,2bf305b,2019-10-07,7300.0,6.39,15.5,0,1,3
1338,2bf57fb,2019-10-16,12000.0,5.69,16.7,0,0,4
1339,2c1eee5,2019-10-28,4700.0,4.99,8.8,0,0,3
1340,2c379f2,2019-10-31,2800.0,6.39,26.2,0,0,2
1341,2c38bf5,2019-10-08,19300.0,3.59,34.1,0,0,5
1342,2c45cc1,2019-09-25,17900.0,3.59,19.0,1,1,5
1343,2c68ed0,2019-10-07,5500.0,6.39,13.8,0,0,3
1344,2c7e1fa,2019-10-07,19900.0,3.59,26.3,0,0,5
1345,2c8172b,2019-10-28,5100.0,6.39,17.9,0,1,3
1346,2c8882a,2019-10-23,16400.0,4.99,21.4,1,1,5
1347,2c89f1b,2019-10-31,35000.0,3.59,28.8,0,0,6
1348,2c8f8e7,2019-10-07,27500.0,2.89,13.8,1,1,5
1349,2ca19d5,2019-10-11,35500.0,2.89,25.1,0,0,6
1350,2ca33aa,2019-10-23,17200.0,4.99,19.3,0,0,5
1351,2ca4407,2019-10-01,4100.0,2.89,2.9,0,0,3
1352,2cb1d58,2019-10-08,3900.0,6.39,14.6,0,0,2
1353,2cc92ad,2019-10-28,18800.0,4.99,16.5,0,0,5
1354,2cd2b8b,2019-10-29,13800.0,4.99,22.4,0,0,4
1355,2ce5d83,2019-10-24,4100.0,6.39,18.6,0,1,3
1356,2cebb00,2019-10-01,13500.0,4.99,33.1,0,0,4
1357,2cefa3f,2019-10-30,13800.0,4.99,26.1,0,0,4
1358,2cf5f59,2019-10-08,6900.0,3.59,9.1,0,0,3
1359,2d14b1e,2019-10-11,17200.0,3.59,21.7,0,0,5
1360,2d1814d,2019-10-16,17700.0,4.29,16.8,0,0,5
1361,2d1903a,2019-10-22,5800.0,4.99,24.9,0,0,3
1362,2d20388,2019-09-30,8300.0,6.39,13.7,0,0,4
1363,2d2b31b,2019-09-19,6900.0,2.89,3.1,0,0,3
1364,2d2da28,2019-10-28,1400.0,6.39,22.4,0,1,1
1365,2d33730,2019-09-23,4400.0,6.39,23.1,1,1,3
1366,2d342e4,2019-10-21,2200.0,6.39,18.0,0,1,2
1367,2d3491b,2019-10-07,29200.0,2.89,21.0,1,1,5
1368,2d34afb,2019-10-28,52400.0,2.89,21.2,0,0,6
1369,2d3a1f9,2019-10-02,20700.0,3.59,25.8,1,0,5
1370,2d4335d,2019-10-16,32400.0,3.59,20.1,0,0,6
1371,2d46178,2019-10-16,4800.0,6.39,20.9,0,0,3
1372,2d47c92,2019-10-28,6900.0,6.39,21.7,0,0,3
1373,2d59948,2019-10-23,9900.0,6.39,16.7,0,0,4
1374,2d5b9c6,2019-10-28,7800.0,6.39,27.4,0,0,3
1375,2d63119,2019-10-07,6200.0,4.99,13.5,0,0,3
1376,2d63c8d,2019-09-20,41400.0,1.89,13.7,0,0,6
1377,2d678b8,2019-09-26,12400.0,4.99,29.8,0,0,4
1378,2d70bb7,2019-09-25,18900.0,3.59,16.3,0,0,5
1379,2d7356b,2019-09-26,9200.0,4.99,29.6,1,1,4
1380,2d74c49,2019-10-16,1800.0,5.69,18.9,0,0,1
1381,2d855de,2019-10-28,4100.0,6.39,23.8,0,0,3
1382,2d85e56,2019-10-28,6900.0,6.39,21.2,0,0,3
1383,2d8c3fb,2019-10-21,34500.0,2.89,19.9,0,0,6
1384,2d93c53,2019-09-18,24700.0,2.89,27.7,0,0,5
1385,2d9fa39,2019-09-20,9000.0,4.99,22.8,1,1,4
1386,2da429f,2019-10-24,34500.0,3.59,14.5,0,0,6
1387,2db1895,2019-10-28,34500.0,3.59,16.0,0,0,6
1388,2db18ac,2019-09-26,13100.0,4.29,24.2,0,0,4
1389,2dc38c5,2019-10-25,12000.0,5.69,19.8,0,0,4
1390,2dc57a0,2019-10-28,5800.0,6.39,10.4,0,0,3
1391,2dcd5f3,2019-10-21,4100.0,6.39,9.5,0,0,3
1392,2dd7b07,2019-09-02,34500.0,2.19,12.4,0,0,6
1393,2dd8bab,2019-09-04,22200.0,2.89,21.3,1,1,5
1394,2dda46e,2019-10-16,8300.0,6.39,17.5,0,0,4
1395,2ddbcef,2019-10-28,7300.0,6.39,27.3,0,0,3
1396,2ddcb0a,2019-09-25,10100.0,4.99,11.0,0,0,4
1397,2de190d,2019-10-07,10400.0,6.39,18.5,0,0,4
1398,2df19f4,2019-10-07,7600.0,6.39,19.0,0,0,3
1399,2df60d8,2019-10-16,8300.0,3.59,8.8,0,0,4
1400,2e06915,2019-10-15,14800.0,4.99,21.8,1,0,4
1401,2e10db1,2019-09-20,3400.0,6.39,29.4,1,0,2
1402,2e12479,2019-10-07,20400.0,4.29,12.8,0,0,5
1403,2e302b2,2019-10-16,6900.0,6.39,18.0,0,0,3
1404,2e38907,2019-10-10,11800.0,6.39,16.4,0,0,4
1405,2e4688d,2019-10-07,1200.0,6.39,12.4,0,0,1
1406,2e5ca51,2019-10-16,11300.0,5.69,23.9,1,1,4
1407,2e5ed73,2019-10-29,2500.0,6.39,32.3,0,0,2
1408,2e5efce,2019-10-28,2300.0,6.39,11.8,0,0,2
1409,2e60b77,2019-10-28,10200.0,6.39,18.0,0,0,4
1410,2e66fda,2019-09-25,8100.0,4.99,25.5,0,0,4
1411,2e67f7c,2019-10-07,13500.0,4.99,18.3,1,0,4
1412,2e69662,2019-10-30,27200.0,3.59,23.4,0,0,5
1413,2e7824b,2019-10-31,40200.0,4.29,16.8,0,0,6
1414,2e7d153,2019-10-28,3300.0,6.39,15.4,1,1,2
1415,2e903d5,2019-09-02,13800.0,4.29,24.1,0,0,4
1416,2e9b87d,2019-09-12,15700.0,4.99,22.5,0,0,4
1417,2e9c9d6,2019-09-26,12200.0,4.99,20.2,0,0,4
1418,2ec721f,2019-09-30,3300.0,6.39,14.3,0,0,2
1419,2ecfa28,2019-10-28,9400.0,6.39,27.0,0,0,4
1420,2ed4859,2019-10-24,13800.0,6.39,18.3,1,1,4
1421,2edb521,2019-10-23,13800.0,4.99,26.3,0,0,4
1422,2ee64db,2019-09-23,33100.0,2.89,21.8,1,1,6
1423,2ee8391,2019-09-02,4100.0,6.39,25.0,1,0,3
1424,2ef3949,2019-10-21,8000.0,6.39,16.1,0,0,4
1425,2ef4d14,2019-10-11,30900.0,2.89,18.8,0,0,5
1426,2ef7700,2019-10-16,19800.0,3.59,21.4,0,0,5
1427,2ef8545,2019-10-15,9400.0,6.39,33.7,1,1,4
1428,2f08921,2019-10-28,4800.0,6.39,17.8,0,0,3
1429,2f0fb0a,2019-10-11,3900.0,6.39,3.2,0,0,2
1430,2f1080d,2019-10-28,8300.0,6.39,23.2,0,0,4
1431,2f116f3,2019-10-25,40300.0,2.89,21.8,0,0,6
1432,2f1d707,2019-10-28,700.0,6.39,3.1,0,0,1
1433,2f21f68,2019-09-26,45600.0,2.89,18.0,0,0,6
1434,2f2e545,2019-10-07,25800.0,3.59,11.9,0,0,5
1435,2f2ff24,2019-10-16,41400.0,2.49,10.2,1,1,6
1436,2f365fd,2019-10-02,17900.0,3.59,18.1,0,0,5
1437,2f43026,2019-10-31,6900.0,6.39,8.6,0,0,3
1438,2f45979,2019-10-08,23500.0,2.89,16.5,0,0,5
1439,2f579ee,2019-09-10,53800.0,1.89,20.2,0,0,6
1440,2f64ea4,2019-10-16,1400.0,5.69,24.6,0,0,1
1441,2f76dea,2019-10-16,31200.0,2.89,22.0,0,0,5
1442,2f77cd6,2019-10-02,59500.0,1.89,11.0,0,0,6
1443,2f82089,2019-10-28,3400.0,6.39,18.8,1,1,2
1444,2f84427,2019-10-21,8300.0,3.59,8.3,0,0,4
1445,2f92047,2019-10-07,5500.0,4.99,10.5,0,0,3
1446,2f92dae,2019-09-25,9700.0,4.99,17.4,0,0,4
