client_id;data_de_desembolso;data_cadastro;tpv_prometido;mcc_;segmento_;cidade_;bairro_;canal_de_vendas_;subcanal_de_vendas_;uf_;regiao_
941ffdd;20/09/2019;17/04/2018;40000.0;mcc_1;segmento_3;cidade_10;bairro_611;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3
ca510f4;15/10/2019;19/06/2017;;mcc_9;segmento_11;cidade_2;bairro_932;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
bac7cd8;28/06/2019;28/11/2017;15000.0;mcc_2;segmento_2;cidade_86;bairro_387;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
8a5d74f;01/10/2019;12/07/2017;;mcc_7;segmento_7;cidade_255;bairro_812;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1
52e28dd;24/06/2019;02/07/2018;5000.0;mcc_26;segmento_18;cidade_425;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
69ea055;09/08/2019;24/01/2018;15000.0;mcc_1;segmento_3;cidade_108;bairro_93;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
0c0c035;16/05/2019;05/09/2017;60000.0;mcc_10;segmento_12;cidade_3;bairro_61;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
fe6dc50;07/10/2019;20/02/2019;40000.0;mcc_7;segmento_7;cidade_32;bairro_250;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3
dd92c99;07/08/2019;17/09/2018;30000.0;mcc_2;segmento_2;cidade_246;bairro_1052;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
591a980;02/07/2019;06/04/2018;50000.0;mcc_1;segmento_3;cidade_1;bairro_20;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
febd012;15/07/2019;23/05/2018;11000.0;mcc_1;segmento_3;cidade_27;bairro_52;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1
d703c5b;24/10/2019;27/07/2018;;mcc_20;segmento_23;cidade_296;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
cd209b6;17/10/2019;23/01/2019;12000.0;mcc_7;segmento_7;cidade_24;bairro_1352;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ea2981b;20/09/2019;19/05/2018;60000.0;mcc_19;segmento_17;cidade_1;bairro_533;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f72030b;31/10/2019;23/11/2018;25000.0;mcc_36;segmento_22;cidade_217;;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
4660568;29/08/2019;17/04/2018;5000.0;mcc_7;segmento_7;cidade_32;bairro_664;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3
9bdc05f;11/10/2019;08/02/2018;15000.0;mcc_16;segmento_14;cidade_77;bairro_1123;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
ba27c31;28/06/2019;23/07/2018;;mcc_127;segmento_22;cidade_64;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
6e6d602;18/07/2019;30/04/2018;32000.0;mcc_44;segmento_19;cidade_8;bairro_300;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
cbd2e7c;21/10/2019;12/12/2018;18000.0;mcc_6;segmento_1;cidade_165;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
09b9242;05/08/2019;05/10/2018;15000.0;mcc_2;segmento_2;cidade_475;;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
276dc8f;28/06/2019;11/06/2018;8000.0;mcc_146;segmento_17;cidade_13;bairro_129;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d2df7a7;17/10/2019;08/02/2018;60000.0;mcc_51;segmento_17;cidade_18;bairro_31;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
141cf75;28/03/2019;25/01/2018;6000.0;mcc_11;segmento_8;cidade_45;bairro_1801;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
7adc9e7;31/07/2019;16/11/2017;;mcc_1;segmento_3;cidade_25;bairro_983;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b97c748;07/10/2019;27/06/2018;20000.0;mcc_7;segmento_7;cidade_161;bairro_1322;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
6f6b92f;21/06/2019;07/11/2017;35000.0;mcc_8;segmento_10;cidade_184;bairro_288;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
64a316f;27/08/2019;01/10/2018;35000.0;mcc_30;segmento_8;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
81af70f;28/06/2019;26/06/2018;20000.0;mcc_11;segmento_8;cidade_64;bairro_1637;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
39f8084;20/03/2019;19/04/2017;;mcc_50;segmento_5;cidade_197;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a84e10f;26/09/2019;19/02/2018;;mcc_7;segmento_7;cidade_27;bairro_389;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1
dc56259;02/07/2019;19/09/2018;3000.0;mcc_34;segmento_15;cidade_14;bairro_483;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
6b84de6;17/07/2019;05/07/2018;10000.0;mcc_13;segmento_13;cidade_9;bairro_184;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
a3f0840;14/08/2019;16/05/2018;10000.0;mcc_3;segmento_1;cidade_1;bairro_1347;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
91dbaf7;24/10/2019;15/03/2019;15000.0;mcc_4;segmento_4;cidade_7;bairro_759;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
94669d1;16/07/2019;20/10/2017;25000.0;mcc_8;segmento_10;cidade_387;;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
b6e27c8;10/10/2019;23/05/2017;;mcc_19;segmento_17;cidade_18;bairro_3044;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
77253df;31/07/2019;29/10/2018;5000.0;mcc_15;segmento_5;cidade_33;bairro_467;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
fc1f826;01/08/2019;26/10/2017;29000.0;mcc_84;segmento_8;cidade_286;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
79943a1;28/05/2019;09/08/2018;38000.0;mcc_14;segmento_2;cidade_104;bairro_1317;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
ebef097;07/10/2019;14/01/2019;30000.0;mcc_26;segmento_18;cidade_46;bairro_964;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
2e3e4ce;29/08/2019;22/12/2017;36000.0;mcc_1;segmento_3;cidade_11;bairro_99;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
aab5ca3;17/10/2019;17/05/2018;6000.0;mcc_88;segmento_4;cidade_104;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
ffb5e69;08/10/2019;12/11/2018;25000.0;mcc_38;segmento_26;cidade_2;bairro_689;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
c42713b;20/09/2019;19/09/2018;1000.0;mcc_4;segmento_4;cidade_115;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
b92bac3;25/09/2019;04/12/2017;;mcc_11;segmento_8;cidade_374;bairro_1413;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
4f595e9;10/04/2019;14/11/2017;4000.0;mcc_2;segmento_2;cidade_46;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
c971541;08/08/2019;09/02/2018;50000.0;mcc_1;segmento_3;cidade_195;;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
8d8fe41;02/08/2019;04/10/2018;25000.0;mcc_42;segmento_1;cidade_119;bairro_2036;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
e699eae;23/10/2019;06/03/2018;25000.0;mcc_17;segmento_20;cidade_138;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3
d68343f;05/07/2019;18/04/2017;;mcc_81;segmento_6;cidade_33;bairro_82;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
9a6720b;08/10/2019;15/11/2017;;mcc_1;segmento_3;cidade_349;bairro_2180;canal_de_vendas_2;subcanal_de_vendas_5;uf_3;regiao_2
5c8eeb1;21/06/2019;11/01/2018;19000.0;mcc_4;segmento_4;cidade_171;bairro_978;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
b6fd68a;21/06/2019;22/01/2018;32000.0;mcc_4;segmento_4;cidade_26;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
a8192aa;07/10/2019;04/10/2017;20000.0;mcc_42;segmento_1;cidade_37;bairro_1461;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
fdeddde;21/10/2019;29/01/2019;5000.0;mcc_16;segmento_14;cidade_238;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_25;regiao_5
38b9e47;31/07/2019;25/01/2018;20000.0;mcc_45;segmento_7;cidade_31;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
60bba37;17/04/2019;16/01/2018;30000.0;mcc_3;segmento_1;cidade_50;bairro_495;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
ddc370e;11/09/2019;01/11/2018;8000.0;mcc_3;segmento_1;cidade_64;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
b8d8e45;30/09/2019;02/08/2018;25000.0;mcc_17;segmento_20;cidade_44;bairro_58;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3
3,57E+13;02/08/2019;14/07/2017;11000.0;mcc_12;segmento_1;cidade_114;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
c4d04ab;12/08/2019;03/04/2016;;mcc_130;segmento_4;cidade_4;;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
131a2f6;29/03/2019;30/01/2018;15000.0;mcc_4;segmento_4;cidade_114;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
de1ec16;15/05/2019;12/06/2017;10000.0;mcc_1;segmento_3;cidade_11;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
8ca0fc0;26/09/2019;04/05/2018;10000.0;mcc_24;segmento_16;cidade_42;bairro_127;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3
ca82901;21/10/2019;29/12/2017;150000.0;mcc_1;segmento_3;cidade_146;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ed10da4;31/07/2019;02/08/2018;65000.0;mcc_7;segmento_7;cidade_570;;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
b3081e4;19/08/2019;11/10/2017;8000.0;mcc_3;segmento_1;cidade_26;bairro_52;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
708905a;10/06/2019;05/07/2018;8000.0;mcc_2;segmento_2;cidade_20;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3
99277d3;13/05/2019;19/01/2018;15000.0;mcc_1;segmento_3;cidade_36;bairro_751;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
3ac69dc;14/08/2019;21/06/2018;19000.0;mcc_8;segmento_10;cidade_183;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
0b266f9;27/08/2019;10/01/2018;22000.0;mcc_3;segmento_1;cidade_8;bairro_725;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
f895a1d;18/09/2019;02/08/2018;30000.0;mcc_6;segmento_1;cidade_69;bairro_50;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a7c79d4;25/09/2019;21/11/2018;40000.0;mcc_1;segmento_3;cidade_39;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
feea970;06/08/2019;24/01/2018;40000.0;mcc_2;segmento_2;cidade_134;bairro_761;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b56b5e1;28/10/2019;25/01/2019;50000.0;mcc_29;segmento_6;cidade_49;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_19;regiao_4
e827aa6;16/10/2019;21/09/2018;18000.0;mcc_2;segmento_2;cidade_242;;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
8b21504;28/06/2019;25/09/2018;10000.0;mcc_21;segmento_24;cidade_235;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
de8500f;28/10/2019;27/10/2018;18000.0;mcc_93;segmento_6;cidade_62;bairro_2879;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
eec5bca;10/06/2019;19/09/2017;18000.0;mcc_8;segmento_10;cidade_36;bairro_3184;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
807eeba;01/08/2019;04/08/2018;10000.0;mcc_91;segmento_6;cidade_1;bairro_24;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
355e841;02/08/2019;11/10/2018;25800.0;mcc_1;segmento_3;cidade_27;bairro_334;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1
35d970d;31/07/2019;28/12/2017;8000.0;mcc_26;segmento_18;cidade_772;;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1
0b13d22;17/07/2019;05/09/2018;80000.0;mcc_6;segmento_1;cidade_720;;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
b4cdcbc;26/02/2019;09/12/2016;10000.0;mcc_19;segmento_17;cidade_13;bairro_43;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ba96480;01/08/2019;08/03/2018;15000.0;mcc_1;segmento_3;cidade_1;bairro_655;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
abbfc06;07/10/2019;19/12/2018;25000.0;mcc_6;segmento_1;cidade_117;bairro_739;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
0c84f71;10/07/2019;14/09/2018;15000.0;mcc_1;segmento_3;cidade_114;bairro_170;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a7851de;07/10/2019;24/10/2018;100000.0;mcc_128;segmento_6;cidade_3;bairro_724;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
fcab40e;26/06/2019;20/08/2018;100000.0;mcc_2;segmento_2;cidade_46;bairro_1449;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
954e5d6;23/09/2019;18/10/2018;15000.0;mcc_8;segmento_10;cidade_533;;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3
6cc53fd;03/07/2019;09/04/2018;;mcc_10;segmento_12;cidade_5;bairro_2136;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
4f379d9;07/08/2019;13/07/2017;;mcc_3;segmento_1;cidade_3;bairro_654;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
11a0550;05/07/2019;28/08/2018;40000.0;mcc_1;segmento_3;cidade_5;bairro_1;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
e28c468;25/10/2019;29/03/2019;45000.0;mcc_1;segmento_3;cidade_1;bairro_113;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f825eb2;21/10/2019;20/08/2018;30000.0;mcc_8;segmento_10;cidade_31;bairro_97;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
da254b1;28/08/2019;02/10/2017;10000.0;mcc_2;segmento_2;cidade_2;bairro_174;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
5d17a28;02/07/2019;07/02/2018;17000.0;mcc_9;segmento_11;cidade_2;bairro_532;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
047df94;24/06/2019;25/09/2018;70000.0;mcc_1;segmento_3;cidade_20;bairro_1105;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3
bc4322d;25/09/2019;21/05/2019;10000.0;mcc_8;segmento_10;cidade_4;bairro_19;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
b820b9e;26/09/2019;15/04/2016;;mcc_40;segmento_7;cidade_2;bairro_96;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
ea1c295;02/09/2019;24/08/2018;60000.0;mcc_36;segmento_22;cidade_41;bairro_317;canal_de_vendas_1;subcanal_de_vendas_1;uf_17;regiao_5
9bf76f6;28/10/2019;26/10/2018;20000.0;mcc_4;segmento_4;cidade_162;bairro_1599;canal_de_vendas_1;subcanal_de_vendas_4;uf_3;regiao_2
7a35833;17/07/2019;13/08/2018;;mcc_34;segmento_15;cidade_197;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
fc21c85;16/10/2019;29/03/2019;100000.0;mcc_41;segmento_5;cidade_16;bairro_632;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
cb5bf79;21/10/2019;19/02/2019;;mcc_14;segmento_2;cidade_83;bairro_288;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
fdbc361;07/10/2019;25/01/2019;7500.0;mcc_27;segmento_19;cidade_6;bairro_51;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
ef048a7;26/09/2019;05/12/2017;10000.0;mcc_3;segmento_1;cidade_3;bairro_35;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
d963fc0;04/09/2019;14/07/2017;13000.0;mcc_10;segmento_12;cidade_28;bairro_136;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
89efae0;29/08/2019;11/01/2018;;mcc_5;segmento_9;cidade_81;bairro_355;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
7911535;05/08/2019;20/08/2018;12000.0;mcc_15;segmento_5;cidade_131;bairro_2104;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
96ffb3c;28/10/2019;04/10/2016;;mcc_22;segmento_15;cidade_2;bairro_73;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
f402906;09/08/2019;06/08/2017;120000.0;mcc_2;segmento_2;cidade_165;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ba9b3c5;23/09/2019;31/10/2018;15000.0;mcc_144;segmento_6;cidade_20;bairro_396;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3
6a4b7a6;05/07/2019;05/09/2018;54000.0;mcc_6;segmento_1;cidade_255;bairro_1;canal_de_vendas_1;subcanal_de_vendas_4;uf_1;regiao_1
5f1e14c;26/07/2019;12/09/2017;12000.0;mcc_1;segmento_3;cidade_1;bairro_329;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
fcd4867;01/08/2019;31/10/2018;9000.0;mcc_38;segmento_26;cidade_91;bairro_312;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
d1cf5fa;31/07/2019;24/04/2018;4000.0;mcc_8;segmento_10;cidade_124;bairro_2449;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
d2aa753;16/10/2019;12/07/2018;5000.0;mcc_4;segmento_4;cidade_329;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3
0a0ffad;26/06/2019;26/09/2018;50000.0;mcc_8;segmento_10;cidade_225;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
a500d26;24/07/2019;07/11/2017;;mcc_18;segmento_21;cidade_196;bairro_1425;canal_de_vendas_1;subcanal_de_vendas_3;uf_9;regiao_3
a8b80d2;21/10/2019;11/03/2019;25000.0;mcc_7;segmento_7;cidade_205;bairro_2992;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
accb3c8;11/10/2019;19/07/2018;5000.0;mcc_1;segmento_3;cidade_32;bairro_602;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3
ac1387b;09/10/2019;26/09/2017;23000.0;mcc_2;segmento_2;cidade_163;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
eb1c224;24/10/2019;01/02/2019;30000.0;mcc_30;segmento_8;cidade_4;bairro_19;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
fc04f00;05/09/2019;12/08/2018;70000.0;mcc_1;segmento_3;cidade_109;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
ae2328d;07/10/2019;24/01/2018;45000.0;mcc_2;segmento_2;cidade_29;bairro_1786;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
f2de852;16/10/2019;14/05/2018;30000.0;mcc_13;segmento_13;cidade_4;bairro_1439;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
9379413;15/03/2019;17/01/2018;8000.0;mcc_34;segmento_15;cidade_150;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
04f717a;14/08/2019;02/10/2018;10000.0;mcc_19;segmento_17;cidade_100;bairro_2370;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
7c2e222;05/06/2019;19/04/2018;20000.0;mcc_62;segmento_6;cidade_3;bairro_177;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
07c65f8;23/08/2019;27/10/2018;20000.0;mcc_1;segmento_3;cidade_9;bairro_134;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
2c61ded;01/08/2019;13/10/2017;;mcc_12;segmento_1;cidade_51;bairro_266;canal_de_vendas_1;subcanal_de_vendas_4;uf_22;regiao_5
e38f17f;18/09/2019;11/12/2018;15000.0;mcc_2;segmento_2;cidade_2;bairro_96;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
b3da747;23/10/2019;26/02/2019;100000.0;mcc_16;segmento_14;cidade_31;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
554612e;01/08/2019;25/09/2017;15000.0;mcc_6;segmento_1;cidade_33;bairro_408;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
e99705f;28/10/2019;21/12/2018;25000.0;mcc_30;segmento_8;cidade_83;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
9e7b629;28/10/2019;10/04/2019;16000.0;mcc_16;segmento_14;cidade_88;bairro_708;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
9122cde;02/07/2019;12/07/2018;6000.0;mcc_1;segmento_3;cidade_395;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
d18f25b;26/09/2019;19/10/2018;5000.0;mcc_14;segmento_2;cidade_56;bairro_185;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
c7cabac;30/10/2019;30/01/2019;5000.0;mcc_35;segmento_16;cidade_53;bairro_921;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d84c378;28/10/2019;19/02/2019;10000.0;mcc_3;segmento_1;cidade_5;bairro_1378;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
4f0c350;02/07/2019;16/06/2018;30000.0;mcc_6;segmento_1;cidade_81;bairro_536;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
8286bb2;18/06/2019;19/04/2018;35000.0;mcc_2;segmento_2;cidade_35;bairro_1387;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
c646c6f;30/08/2019;22/05/2018;15000.0;mcc_4;segmento_4;cidade_89;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
bacd592;07/10/2019;12/03/2018;;mcc_11;segmento_8;cidade_272;bairro_957;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
be88d26;28/10/2019;31/10/2018;10800.0;mcc_21;segmento_24;cidade_62;bairro_3139;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a342b30;05/08/2019;19/10/2017;21000.0;mcc_1;segmento_3;cidade_253;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_19;regiao_4
95f579e;16/10/2019;02/08/2018;60000.0;mcc_34;segmento_15;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
a7aee14;07/10/2019;07/08/2018;10000.0;mcc_3;segmento_1;cidade_2;bairro_67;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
c71e883;02/07/2019;28/09/2017;40000.0;mcc_1;segmento_3;cidade_165;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
1754b45;29/04/2019;07/07/2017;5000.0;mcc_2;segmento_2;cidade_132;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
896399c;10/09/2019;11/02/2017;30000.0;mcc_2;segmento_2;cidade_25;bairro_392;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
6d9ae81;17/07/2019;22/08/2018;15000.0;mcc_9;segmento_11;cidade_20;bairro_491;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3
b57a85a;28/06/2019;12/01/2018;;mcc_61;segmento_5;cidade_10;bairro_87;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3
9669560;12/07/2019;09/11/2017;;mcc_1;segmento_3;cidade_12;bairro_1701;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
1,84E+13;01/08/2019;11/10/2018;120000.0;mcc_3;segmento_1;cidade_349;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
ed05deb;07/10/2019;18/02/2019;5000.0;mcc_32;segmento_5;cidade_66;bairro_746;canal_de_vendas_1;subcanal_de_vendas_1;uf_20;regiao_4
e77b473;14/06/2019;05/09/2017;40000.0;mcc_4;segmento_4;cidade_26;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
7b869ee;19/07/2019;09/05/2018;5000.0;mcc_3;segmento_1;cidade_2;bairro_8;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
f9928d9;31/10/2019;18/05/2018;;mcc_51;segmento_17;cidade_111;bairro_3192;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
f9b719c;26/06/2019;21/06/2018;37000.0;mcc_3;segmento_1;cidade_71;;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
6b7cc53;15/06/2019;08/05/2018;100000.0;mcc_3;segmento_1;cidade_107;bairro_552;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
be54b9f;22/07/2019;28/11/2017;25000.0;mcc_3;segmento_1;cidade_21;bairro_1610;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
7e6b311;10/07/2019;02/01/2018;8100.0;mcc_1;segmento_3;cidade_5;bairro_25;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
f67827b;28/10/2019;25/02/2019;10000.0;mcc_1;segmento_3;cidade_3;bairro_348;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
60c1baa;26/03/2019;11/10/2017;20000.0;mcc_21;segmento_24;cidade_40;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a9756c7;13/09/2019;26/06/2017;66300.0;mcc_1;segmento_3;cidade_11;bairro_267;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
