,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao,data_de_desembolso_y,limite,juros_am,retencao,default_60d,default_mar,subcanal_de_vendas_ord,segmento_ord,regiao_ord,mcc_ord,uf_ord,canal_de_vendas_ord,bairro_ord,cidade_ord
431,0e38040,20/09/2019,03/05/2017,20000.0,11,8,30,2943,1,1,2,1,2019-09-20,34600.0,2.89,26.3,0,0,2,4,3,72,14,1,1072,343
432,0e51d5a,09/10/2019,25/02/2019,15000.0,13,13,1,263,1,1,1,1,2019-10-09,6600.0,6.39,22.5,0,0,2,19,3,89,15,1,112,405
433,0e7d07b,30/10/2019,08/01/2019,12000.0,1,3,12,1338,1,1,1,1,2019-10-30,1700.0,6.39,30.4,0,1,2,10,3,92,15,1,1526,339
434,0e844fa,28/10/2019,22/12/2018,20000.0,60,6,75,1326,1,1,1,1,2019-10-28,9700.0,6.39,30.0,0,0,2,18,3,70,15,1,627,394
435,0e90f14,25/09/2019,22/05/2018,15000.0,8,10,2,188,1,1,2,1,2019-09-25,8200.0,4.99,12.8,0,0,2,3,3,76,14,1,72,385
436,0e94f3f,07/10/2019,19/02/2019,40000.0,41,5,78,149,1,1,8,3,2019-10-07,55200.0,2.49,13.2,0,0,2,17,5,79,9,1,1162,347
437,0e9c27b,20/09/2019,12/07/2017,20000.0,20,23,426,0,1,1,1,1,2019-09-20,12200.0,4.99,15.9,0,1,2,25,3,120,15,1,1297,510
438,0ea5bf0,31/10/2019,19/10/2017,45000.0,35,16,38,507,1,1,1,1,2019-10-31,10000.0,6.39,10.6,0,0,2,11,3,73,15,1,252,404
439,0eb1fbf,02/09/2019,04/04/2017,20000.0,8,10,712,0,1,3,10,4,2019-09-02,24600.0,2.89,21.2,0,0,1,3,4,76,17,1,1297,242
440,0eb24c2,10/09/2019,24/02/2018,15900.0,110,6,99,2590,1,1,1,1,2019-09-10,10300.0,4.99,17.5,1,0,2,18,3,135,15,1,1260,370
441,0ebc22a,10/09/2019,13/09/2018,35000.0,1,3,2,14,1,1,2,1,2019-09-10,31100.0,2.89,33.4,0,0,2,10,3,92,14,1,1157,385
442,0ec31c4,28/10/2019,28/01/2019,7000.0,97,13,229,2872,1,1,10,4,2019-10-28,3300.0,6.39,12.1,0,0,2,19,4,96,17,1,1051,51
443,0ec6891,31/10/2019,08/06/2018,20000.0,22,15,2,1,1,1,2,1,2019-10-31,20000.0,4.99,31.9,0,0,2,23,3,110,14,1,1295,385
444,0ed3b78,25/09/2019,03/05/2017,20000.0,1,3,52,1523,1,1,4,2,2019-09-25,37300.0,2.89,22.9,1,1,2,10,1,92,7,1,1639,353
445,0ee711f,26/09/2019,11/12/2018,8000.0,8,10,322,0,1,1,1,1,2019-09-26,6500.0,4.99,16.7,1,0,2,3,3,76,15,1,1297,305
446,0ee7619,07/10/2019,23/01/2019,25000.0,5,9,3,37,1,1,3,2,2019-10-07,11500.0,6.39,15.3,0,1,2,24,1,113,8,1,1399,366
447,0ef52e2,26/09/2019,21/09/2017,20000.0,64,6,97,519,1,2,1,1,2019-09-26,20700.0,2.89,17.1,0,0,4,18,3,111,15,1,261,331
448,0efda68,28/10/2019,20/07/2018,20000.0,9,11,4,2135,1,1,7,4,2019-10-28,10400.0,6.39,24.9,0,0,2,6,4,77,10,1,870,372
449,0effdfe,01/10/2019,22/09/2017,12000.0,41,5,11,371,1,1,4,2,2019-10-01,11300.0,4.99,23.2,0,0,2,17,1,79,7,1,170,462
450,0f02d1f,25/09/2019,17/05/2018,5000.0,1,3,430,0,1,1,3,2,2019-09-25,13800.0,3.59,13.6,0,0,2,10,1,92,8,1,1297,149
451,0f1798d,07/10/2019,06/02/2018,20000.0,6,1,4,2,1,1,7,4,2019-10-07,16500.0,4.99,22.2,0,0,2,14,4,78,10,1,1281,372
452,0f23c04,08/10/2019,01/02/2019,20000.0,13,13,43,1,1,1,2,1,2019-10-08,31700.0,3.59,20.1,0,0,2,19,3,89,14,1,1295,475
453,0f2521a,30/09/2019,09/02/2019,40000.0,10,12,249,0,1,1,1,1,2019-09-30,6200.0,6.39,7.6,0,0,2,2,3,75,15,1,1297,542
454,0f304cd,23/09/2019,12/01/2018,20000.0,4,4,79,1,1,1,6,2,2019-09-23,12500.0,4.99,20.2,0,0,2,21,1,108,16,1,1295,333
455,0f40d9a,16/10/2019,11/06/2018,100000.0,11,8,85,501,1,1,1,1,2019-10-16,29200.0,3.59,17.1,0,1,2,4,3,72,15,1,1418,456
456,0f411d1,15/10/2019,05/11/2018,15000.0,1,3,120,221,1,1,23,3,2019-10-15,5700.0,4.99,6.3,0,0,2,10,5,92,1,1,87,10
457,0f42df1,20/09/2019,08/11/2018,10000.0,10,12,75,380,1,1,1,1,2019-09-20,8300.0,4.99,18.5,1,0,2,2,3,75,15,1,1397,394
458,0f50e88,15/10/2019,27/07/2018,20000.0,2,2,243,1,1,4,9,3,2019-10-15,6900.0,4.29,12.5,1,1,3,13,5,98,24,1,1295,565
459,0f5be1e,28/10/2019,28/02/2019,10000.0,15,5,174,0,1,1,4,2,2019-10-28,5200.0,6.39,17.9,0,0,2,17,1,71,7,1,1297,22
460,0f60886,23/10/2019,25/05/2017,20000.0,80,4,1,95,1,1,1,1,2019-10-23,4800.0,6.39,19.8,0,0,2,21,3,6,15,1,1369,405
461,0f6755d,05/09/2019,23/01/2018,16200.0,1,3,47,803,1,1,3,2,2019-09-05,15200.0,4.29,22.6,0,0,2,10,1,92,8,1,1193,330
462,0f6b003,08/10/2019,30/01/2019,12000.0,1,3,301,0,1,2,5,1,2019-10-08,4100.0,6.39,11.8,1,1,4,10,3,92,19,1,1297,443
463,0f888f4,30/10/2019,09/01/2018,40000.0,1,3,86,1,1,1,4,2,2019-10-30,13800.0,1.89,5.2,0,0,2,10,1,92,7,1,1295,326
464,0fa84b7,25/09/2019,01/11/2018,30000.0,5,9,67,768,1,1,2,1,2019-09-25,16500.0,4.29,22.3,1,0,2,24,3,113,14,1,1213,325
465,0fb8f0c,07/10/2019,06/02/2019,50000.0,3,1,45,2029,1,1,1,1,2019-10-07,27900.0,3.59,15.2,0,1,2,14,3,87,15,1,1539,406
466,0fb925f,20/09/2019,23/10/2018,26000.0,7,7,10,1,1,1,11,3,2019-09-20,29200.0,2.89,24.1,0,0,2,20,5,101,21,1,1295,395
467,0fbf51c,09/09/2019,17/05/2018,8000.0,38,26,10,889,1,1,11,3,2019-09-09,8400.0,4.99,24.2,0,0,2,7,5,84,21,1,451,395
468,0fc43eb,16/10/2019,29/11/2017,40000.0,15,5,21,1,1,1,5,1,2019-10-16,2000.0,5.69,19.7,0,0,2,17,3,71,19,1,1295,361
469,0fc96e8,11/10/2019,08/10/2018,45000.0,11,8,2,302,1,1,2,1,2019-10-11,32300.0,2.89,17.6,0,0,2,4,3,72,14,1,134,385
470,0fd5750,31/10/2019,21/07/2017,20000.0,22,15,1,56,1,1,1,1,2019-10-31,13800.0,4.99,27.1,0,0,2,23,3,110,15,1,1309,405
471,0fd6bcf,31/10/2019,05/01/2019,40000.0,1,3,215,0,1,1,4,2,2019-10-31,5500.0,3.59,3.5,0,0,2,10,1,92,7,1,1297,41
472,0fe5c15,09/10/2019,06/02/2019,30000.0,70,22,1,3,1,1,1,1,2019-10-09,22100.0,3.59,10.9,0,0,2,8,3,122,15,1,1279,405
473,0fe9f5a,07/10/2019,31/01/2019,10000.0,11,8,49,339,1,1,19,4,2019-10-07,4700.0,6.39,13.6,0,1,2,4,4,72,11,1,1355,392
474,0ff1059,26/09/2019,08/08/2018,51000.0,3,1,77,1123,1,1,4,2,2019-09-26,6900.0,2.89,3.3,0,0,2,14,1,87,7,1,538,362
475,0ff32d1,26/09/2019,27/03/2018,11200.0,1,3,94,243,1,1,3,2,2019-09-26,15100.0,4.99,18.1,0,0,2,10,1,92,8,1,100,453
476,0ff60e2,31/10/2019,11/04/2019,15000.0,1,3,149,1192,1,1,3,2,2019-10-31,5800.0,6.39,21.4,0,0,2,10,1,92,8,1,571,400
477,0ff9501,24/10/2019,30/03/2019,15000.0,5,9,45,772,1,1,1,1,2019-10-24,500.0,6.39,13.5,0,0,2,24,3,113,15,1,383,406
478,0ff9dc5,26/09/2019,10/10/2018,390000.0,25,18,1,800,1,1,1,1,2019-09-26,69000.0,1.89,3.6,0,0,2,16,3,102,15,1,1425,405
479,0ffd328,09/10/2019,03/09/2018,20000.0,50,5,1,494,1,1,1,1,2019-10-09,20700.0,2.19,20.9,0,0,2,17,3,132,15,1,246,405
480,1001a87,31/10/2019,18/04/2019,8000.0,5,9,176,1,1,1,6,2,2019-10-31,1100.0,6.39,18.6,0,0,2,24,1,113,16,1,1295,24
481,100c6fc,17/10/2019,21/03/2018,33000.0,4,4,72,1,1,1,6,2,2019-10-17,4900.0,5.69,17.8,0,0,2,21,1,108,16,1,1295,328
482,100ecd6,30/10/2019,05/02/2019,9000.0,27,19,3,26,1,1,3,2,2019-10-30,3800.0,6.39,15.8,0,0,2,5,1,83,8,1,3,366
483,101020c,15/10/2019,12/07/2017,20000.0,7,7,72,0,1,1,6,2,2019-10-15,40600.0,2.89,21.6,0,0,2,20,1,101,16,1,1297,328
484,1010bce,08/10/2019,13/12/2018,57500.0,2,2,5,524,1,2,5,1,2019-10-08,44000.0,2.89,19.3,0,0,4,13,3,98,19,1,265,420
485,1012f4a,08/10/2019,24/01/2019,5000.0,13,13,1,36,1,1,1,1,2019-10-08,9700.0,6.39,13.5,1,1,2,19,3,89,15,1,1285,405
486,101a08d,15/10/2019,24/08/2017,20000.0,1,3,26,1265,1,1,5,1,2019-10-15,4100.0,6.39,17.3,0,0,2,10,3,92,19,1,599,429
487,101a326,20/09/2019,18/12/2018,50000.0,17,20,168,1,1,1,2,1,2019-09-20,16600.0,3.59,21.9,0,0,2,12,3,97,14,1,1295,294
488,101bb1f,20/09/2019,08/01/2018,40000.0,35,16,29,1,1,1,5,1,2019-09-20,13900.0,4.99,29.4,0,0,2,11,3,73,19,1,1295,342
489,101dfd6,23/09/2019,12/12/2018,8000.0,16,14,419,393,1,1,4,2,2019-09-23,5000.0,6.39,17.7,0,0,2,15,1,88,7,1,1445,143
490,102e879,21/10/2019,05/09/2017,20000.0,32,5,4,19,1,1,7,4,2019-10-21,3400.0,5.69,19.1,0,0,2,17,4,74,10,1,1317,372
491,1035db4,30/09/2019,25/01/2019,15100.0,15,5,5,580,1,2,5,1,2019-09-30,6900.0,6.39,19.6,0,0,4,17,3,71,19,1,291,420
492,103b314,30/10/2019,15/09/2018,5000.0,4,4,1,1605,1,1,1,1,2019-10-30,1400.0,5.69,16.0,1,1,2,21,3,108,15,1,1644,405
493,103fa58,28/10/2019,14/11/2018,5000.0,1,3,47,1,1,1,3,2,2019-10-28,4100.0,6.39,18.9,0,0,2,10,1,92,8,1,1295,330
494,10446bf,09/10/2019,09/07/2018,20000.0,30,8,91,582,1,1,6,2,2019-10-09,10400.0,4.99,13.4,0,0,2,4,1,86,16,1,293,334
495,1048f85,28/10/2019,02/03/2018,27000.0,36,22,7,1742,1,1,9,3,2019-10-28,20700.0,3.59,21.8,0,0,2,8,5,68,24,1,771,449
496,1057ae4,25/10/2019,30/08/2018,40000.0,20,23,72,0,1,1,6,2,2019-10-25,8300.0,5.69,17.2,0,0,2,25,1,120,16,1,1297,328
497,1058371,28/10/2019,22/11/2018,6000.0,1,3,38,1147,1,1,1,1,2019-10-28,2600.0,6.39,27.1,0,1,2,10,3,92,15,1,1519,404
498,105bd53,30/09/2019,30/08/2017,20000.0,1,3,7,215,1,1,9,3,2019-09-30,9100.0,4.99,27.7,1,1,2,10,5,92,24,1,1333,449
499,105d3de,12/09/2019,13/08/2017,4000.0,102,6,112,0,1,3,2,1,2019-09-12,15200.0,4.29,26.0,0,0,1,18,3,16,14,1,1297,6
500,1063318,30/10/2019,05/05/2016,20000.0,18,21,829,0,1,1,5,1,2019-10-30,27600.0,2.89,13.6,0,0,2,22,3,109,19,1,1297,276
501,1064387,21/10/2019,07/02/2019,20000.0,13,13,2,73,1,1,2,1,2019-10-21,3900.0,6.39,13.2,0,0,2,19,3,89,14,1,1323,385
502,1069050,07/10/2019,18/05/2017,20000.0,87,6,35,1,1,1,4,2,2019-10-07,6900.0,4.99,20.6,0,0,2,18,1,80,7,1,1295,337
503,106b2d6,17/09/2019,04/10/2018,12000.0,15,5,250,0,1,1,2,1,2019-09-17,15200.0,3.59,18.1,0,0,2,17,3,71,14,1,1297,467
504,107905d,15/10/2019,03/08/2017,20000.0,13,13,25,2900,1,1,1,1,2019-10-15,7300.0,5.69,18.0,0,0,2,19,3,89,15,1,1060,341
505,108de94,07/10/2019,30/08/2018,20000.0,8,10,9,365,1,1,6,2,2019-10-07,18100.0,3.59,17.8,0,0,2,3,1,76,16,1,165,355
506,1092230,30/10/2019,02/04/2019,60000.0,9,11,3,1,1,1,3,2,2019-10-30,11700.0,6.39,22.5,0,0,2,6,1,77,8,1,1295,366
507,1094258,06/09/2019,01/11/2017,85000.0,12,1,1,54,1,1,1,1,2019-09-06,59300.0,1.89,19.5,0,0,2,14,3,139,15,1,8,405
508,109688a,31/10/2019,20/10/2018,20000.0,29,6,1,586,1,1,1,1,2019-10-31,14700.0,4.29,18.2,0,0,2,18,3,117,15,1,294,405
509,10a9ec3,08/10/2019,22/02/2019,11500.0,3,1,13,1464,1,1,1,1,2019-10-08,6900.0,6.39,15.2,0,0,2,14,3,87,15,1,682,435
510,10add7a,07/10/2019,17/04/2018,45000.0,7,7,108,1537,1,1,1,1,2019-10-07,29700.0,3.59,14.2,1,0,2,20,3,101,15,1,1236,301
511,10b4236,31/10/2019,07/06/2018,10000.0,21,24,7,1014,1,1,9,3,2019-10-31,4600.0,6.39,23.7,0,0,2,9,5,90,24,1,503,449
512,10be75d,20/09/2019,27/06/2017,130000.0,5,9,121,1,1,1,1,1,2019-09-20,4600.0,6.39,5.4,0,0,2,24,3,113,15,1,1295,541
513,10c0c50,28/10/2019,14/03/2018,6000.0,9,11,113,499,1,1,1,1,2019-10-28,2800.0,6.39,29.7,0,0,2,6,3,77,15,1,248,356
514,10c69bf,31/10/2019,23/03/2016,20000.0,4,4,29,135,1,1,5,1,2019-10-31,28900.0,3.59,14.5,0,0,2,21,3,108,19,1,1304,342
515,10c7985,21/10/2019,20/03/2019,20000.0,54,14,32,262,1,1,16,3,2019-10-21,3900.0,6.39,17.4,1,1,2,15,5,123,20,1,1439,377
516,10cc9e2,31/10/2019,07/01/2019,15000.0,18,21,14,2129,1,1,3,2,2019-10-31,5200.0,6.39,13.8,0,0,2,22,1,109,8,1,869,371
517,10ce5cb,16/10/2019,01/03/2019,6000.0,2,2,23,123,1,1,13,3,2019-10-16,6000.0,6.39,17.4,0,0,2,13,5,98,3,1,39,344
518,10d0a62,20/09/2019,19/12/2018,10000.0,7,7,32,1362,1,1,16,3,2019-09-20,3200.0,6.39,16.3,0,0,2,20,5,101,20,1,637,377
519,10d4e10,02/10/2019,26/04/2017,20000.0,1,3,2,3201,1,1,2,1,2019-10-02,69000.0,1.89,8.0,0,0,2,10,3,92,14,1,1143,385
520,10dbb4b,07/10/2019,25/01/2019,90000.0,3,1,107,1305,1,1,6,2,2019-10-07,50900.0,3.59,13.5,0,0,2,14,1,87,16,1,618,379
521,10de8d0,07/10/2019,26/07/2018,40000.0,18,21,169,1579,1,1,1,1,2019-10-07,54500.0,1.89,20.3,0,0,2,22,3,109,15,1,730,466
522,10e034c,03/09/2019,13/12/2017,15000.0,15,5,37,0,1,1,2,1,2019-09-03,5000.0,6.39,22.7,1,1,2,17,3,71,14,1,1297,457
523,10e1b84,30/09/2019,06/09/2017,30000.0,4,4,1,2385,1,1,1,1,2019-09-30,9600.0,4.99,22.8,0,0,2,21,3,108,15,1,936,405
524,10e50f3,28/10/2019,16/08/2018,70000.0,5,9,201,22,1,4,2,1,2019-10-28,13800.0,4.99,22.5,0,0,3,24,3,113,14,1,1344,384
525,10e7f68,28/10/2019,13/03/2019,15000.0,1,3,2,28,1,1,2,1,2019-10-28,6200.0,6.39,21.1,0,0,2,10,3,92,14,1,1158,385
526,10f01d4,09/10/2019,30/01/2019,22000.0,2,2,344,0,1,1,9,3,2019-10-09,6900.0,6.39,10.9,0,0,2,13,5,98,24,1,1297,403
527,10f351b,08/10/2019,14/02/2019,15000.0,65,19,1,0,1,1,1,1,2019-10-08,16500.0,6.39,13.9,0,0,2,5,3,52,15,1,1297,405
528,10ffc23,20/09/2019,09/05/2018,60000.0,15,5,7,2816,1,1,9,3,2019-09-20,55200.0,1.89,14.1,0,0,2,17,5,71,24,1,1041,449
529,11232af,30/09/2019,06/12/2016,5000.0,32,5,354,0,1,1,2,1,2019-09-30,5100.0,6.39,26.1,0,0,2,17,3,74,14,1,1297,112
530,1131116,28/10/2019,04/04/2019,15000.0,18,21,266,0,1,2,5,1,2019-10-28,900.0,6.39,20.5,0,0,4,22,3,109,19,1,1297,70
531,1135bf5,31/10/2019,19/09/2018,20000.0,9,11,135,1,1,1,3,2,2019-10-31,3400.0,6.39,10.0,0,0,2,6,1,77,8,1,1295,14
532,1136eb7,25/09/2019,06/12/2018,30000.0,20,23,101,1757,1,1,1,1,2019-09-25,20700.0,3.59,21.5,0,1,2,25,3,120,15,1,1535,424
533,114be67,01/10/2019,04/04/2018,5000.0,16,14,86,477,1,1,4,2,2019-10-01,2400.0,6.39,27.7,0,0,2,15,1,88,7,1,234,326
534,1153aff,25/09/2019,06/07/2017,20000.0,2,2,31,1056,1,1,2,1,2019-09-25,8300.0,4.99,18.4,0,0,2,13,3,98,14,1,515,391
535,115777d,25/09/2019,18/04/2018,9000.0,10,12,4,19,1,1,7,4,2019-09-25,10500.0,4.99,21.3,0,0,2,2,4,75,10,1,1317,372
536,11583ef,16/10/2019,16/05/2018,23000.0,4,4,92,1,1,1,8,3,2019-10-16,11300.0,5.69,20.5,0,0,2,21,5,108,9,1,1295,490
537,11600b7,07/10/2019,07/12/2018,20000.0,134,6,4,2,1,1,7,4,2019-10-07,3500.0,6.39,27.8,0,0,2,18,4,28,10,1,1281,372
538,11634dc,01/10/2019,12/12/2018,10000.0,33,5,198,1,1,1,6,2,2019-10-01,4100.0,6.39,12.8,0,0,2,17,1,124,16,1,1295,498
539,116926c,28/10/2019,06/12/2018,26000.0,29,6,83,2083,1,1,10,4,2019-10-28,17100.0,4.99,23.8,0,0,2,18,4,117,17,1,852,324
540,1174426,21/10/2019,20/12/2018,150000.0,35,16,1,81,1,1,1,1,2019-10-21,22100.0,3.59,21.7,0,0,2,11,3,73,15,1,17,405
541,117ab5c,25/09/2019,06/11/2018,10000.0,1,3,494,1,1,4,1,1,2019-09-25,16600.0,3.59,24.9,0,0,3,10,3,92,15,1,1295,178
542,117b5fb,16/10/2019,23/10/2017,20000.0,1,3,9,30,1,1,6,2,2019-10-16,1400.0,5.69,7.6,0,0,2,10,1,92,16,1,1300,355
543,1181184,25/09/2019,03/09/2016,20000.0,9,11,43,1,1,1,2,1,2019-09-25,40000.0,2.89,22.7,0,0,2,6,3,77,14,1,1295,475
544,11836db,28/10/2019,05/04/2018,50000.0,6,1,5,461,1,2,5,1,2019-10-28,48300.0,3.59,20.2,0,0,4,14,3,78,19,1,1337,420
545,118d6b0,05/09/2019,02/10/2018,100000.0,2,2,2,96,1,1,2,1,2019-09-05,69000.0,1.89,16.3,1,1,2,13,3,98,14,1,1492,385
546,1199218,20/09/2019,17/05/2018,3750.0,74,10,261,1452,1,1,1,1,2019-09-20,3000.0,6.39,28.9,0,0,2,3,3,115,15,1,678,66
547,119d277,24/10/2019,03/04/2018,20000.0,4,4,10,561,1,1,11,3,2019-10-24,16000.0,4.29,12.3,0,0,2,21,5,108,21,1,1394,395
548,11a8380,11/10/2019,24/12/2018,20000.0,17,20,282,0,1,1,1,1,2019-10-11,9700.0,4.99,33.3,0,1,2,12,3,97,15,1,1297,502
549,11ac6a9,15/10/2019,29/11/2018,20000.0,6,1,8,300,1,1,10,4,2019-10-15,30700.0,2.89,20.2,0,0,2,14,4,78,17,1,1384,428
550,11d8254,28/10/2019,13/04/2019,20000.0,1,3,4,74,1,1,7,4,2019-10-28,1200.0,6.39,21.6,0,0,2,10,4,92,10,1,1341,372
551,11e5de1,21/10/2019,21/11/2018,15000.0,4,4,14,464,1,1,3,2,2019-10-21,13300.0,6.39,12.4,1,1,2,21,1,108,8,1,1338,371
552,11ea9c8,10/10/2019,18/11/2017,16500.0,65,19,5,1301,1,2,5,1,2019-10-10,10400.0,4.99,16.1,0,0,4,5,3,52,19,1,1473,420
553,11ef274,08/10/2019,21/11/2017,10000.0,38,26,22,1674,1,3,1,1,2019-10-08,6100.0,4.99,16.0,0,0,1,7,3,84,15,1,751,436
554,11effd9,07/10/2019,31/01/2019,15500.0,7,7,759,0,1,1,12,1,2019-10-07,8300.0,6.39,14.1,0,0,2,20,3,101,13,1,1297,253
555,11f504e,28/10/2019,08/06/2018,80000.0,12,1,8,245,1,1,10,4,2019-10-28,69000.0,1.89,13.4,0,0,2,14,4,139,17,1,101,428
556,11f5628,25/09/2019,30/09/2016,20000.0,22,15,207,1,2,5,3,2,2019-09-25,22400.0,2.89,13.6,0,0,5,23,1,110,8,3,1295,36
557,11f6154,31/10/2019,15/04/2019,6300.0,4,4,3,1,1,1,3,2,2019-10-31,2600.0,6.39,17.9,0,0,2,21,1,108,8,1,1295,366
558,11fe0af,11/10/2019,11/08/2018,5000.0,8,10,623,0,1,3,5,1,2019-10-11,2100.0,6.39,24.7,0,0,1,3,3,76,19,1,1297,215
559,11ff860,25/09/2019,17/10/2018,15000.0,19,17,61,3165,1,1,1,1,2019-09-25,12800.0,4.99,28.7,0,0,2,1,3,82,15,1,1132,282
560,1200c62,08/10/2019,17/08/2017,8000.0,1,3,36,865,1,1,3,2,2019-10-08,10400.0,4.99,20.7,0,0,2,10,1,92,8,1,436,358
561,1202cfe,08/10/2019,09/09/2017,20000.0,4,4,10,611,1,1,11,3,2019-10-08,17200.0,4.29,12.4,0,0,2,21,5,108,21,1,1421,395
562,12112d2,07/10/2019,19/01/2019,21000.0,27,19,77,1,1,1,4,2,2019-10-07,13300.0,6.39,13.3,0,0,2,5,1,83,7,1,1295,362
563,121b3bd,26/09/2019,27/09/2018,16000.0,3,1,3,259,1,1,3,2,2019-09-26,34300.0,2.89,21.1,0,0,2,14,1,87,8,1,110,366
564,12231c1,23/09/2019,01/09/2017,30000.0,26,18,1,1455,1,1,1,1,2019-09-23,8000.0,4.99,11.6,0,0,2,16,3,99,15,1,680,405
565,1234c70,18/09/2019,28/11/2018,90000.0,1,3,145,0,1,1,1,1,2019-09-18,69000.0,1.89,17.1,1,0,2,10,3,92,15,1,1297,289
566,12412a9,23/09/2019,30/01/2017,20000.0,38,26,13,43,1,1,1,1,2019-09-23,2200.0,6.39,27.3,0,1,2,7,3,84,15,1,1482,435
567,1242432,21/10/2019,27/11/2018,11000.0,11,8,42,189,1,1,15,3,2019-10-21,4100.0,6.39,23.4,0,1,2,4,5,72,4,1,1331,367
568,1243428,24/10/2019,01/03/2019,25000.0,3,1,49,15,1,1,19,4,2019-10-24,4700.0,6.39,22.3,0,1,2,14,4,87,11,1,1408,392
569,1259053,25/09/2019,12/09/2018,5000.0,4,4,264,0,1,1,3,2,2019-09-25,4800.0,6.39,19.3,0,0,2,21,1,108,8,1,1297,68
570,1261223,08/10/2019,05/11/2018,15000.0,86,13,124,2601,1,1,9,3,2019-10-08,14500.0,4.99,24.1,0,0,2,19,5,148,24,1,981,338
571,1269548,30/09/2019,06/12/2018,26000.0,138,18,83,178,1,1,10,4,2019-09-30,17800.0,3.59,20.8,0,0,2,16,4,31,17,1,1375,324
572,126a49c,11/09/2019,08/04/2017,20000.0,2,2,15,816,1,1,4,2,2019-09-11,12400.0,2.89,8.6,0,0,2,13,1,98,7,1,408,323
573,126f371,25/09/2019,08/01/2016,20000.0,73,7,63,1,1,1,2,1,2019-09-25,24800.0,2.89,16.7,0,0,2,20,3,106,14,1,1295,351
574,12711c3,25/09/2019,07/03/2018,20000.0,3,1,10,598,1,1,11,3,2019-09-25,48300.0,2.89,20.0,0,0,2,14,5,87,21,1,297,395
575,128303c,16/10/2019,29/07/2017,20000.0,54,14,9,365,1,1,6,2,2019-10-16,9700.0,4.99,15.4,0,0,2,15,1,123,16,1,165,355
576,12851cd,03/09/2019,19/03/2018,25000.0,2,2,4,1530,1,1,7,4,2019-09-03,13800.0,4.29,27.1,0,0,2,13,4,98,10,1,708,372
577,1292ea7,26/09/2019,18/04/2018,25000.0,3,1,1,179,1,1,1,1,2019-09-26,38100.0,2.89,21.3,0,0,2,14,3,87,15,1,68,405
578,1295c74,05/09/2019,12/11/2018,15000.0,12,1,115,1861,1,1,6,2,2019-09-05,4100.0,6.39,28.5,1,0,2,14,1,139,16,1,1244,477
579,129f4e3,26/09/2019,21/02/2018,20000.0,3,1,14,342,1,1,3,2,2019-09-26,28800.0,2.89,21.1,0,0,2,14,1,87,8,1,152,371
580,12ac771,31/10/2019,09/11/2018,30000.0,2,2,186,0,1,1,3,2,2019-10-31,6500.0,6.39,15.6,0,0,2,13,1,98,8,1,1297,374
581,12ae19a,31/10/2019,14/12/2018,18000.0,27,19,4,104,1,1,7,4,2019-10-31,16600.0,4.99,34.3,1,1,2,5,4,83,10,1,1327,372
582,12ae2da,11/09/2019,29/09/2018,120000.0,1,3,119,1,1,1,1,1,2019-09-11,25300.0,2.89,22.7,0,0,2,10,3,92,15,1,1295,364
583,12b2630,21/10/2019,10/03/2019,11000.0,16,14,32,602,1,1,16,3,2019-10-21,3100.0,6.39,16.1,0,0,2,15,5,88,20,1,301,377
584,12b8405,25/09/2019,30/11/2018,30000.0,22,15,3,164,1,1,3,2,2019-09-25,24800.0,2.89,19.3,0,0,2,23,1,110,8,1,58,366
585,12b8bf7,07/10/2019,14/02/2019,100000.0,35,16,1,463,1,1,1,1,2019-10-07,55200.0,2.49,9.4,0,0,2,11,3,73,15,1,224,405
586,12c54dc,23/10/2019,07/03/2019,10000.0,4,4,19,356,1,1,1,1,2019-10-23,4800.0,6.39,22.5,0,1,2,21,3,108,15,1,1416,345
587,12c7b0b,10/09/2019,10/09/2018,50000.0,5,9,90,1,1,1,6,2,2019-09-10,46800.0,2.89,20.0,1,1,2,24,1,113,16,1,1295,329
588,12ce31f,31/10/2019,11/12/2018,8000.0,7,7,1,1224,1,1,1,1,2019-10-31,4800.0,6.39,30.9,1,1,2,20,3,101,15,1,1623,405
589,13038f6,01/10/2019,08/01/2018,180000.0,6,1,7,847,1,1,9,3,2019-10-01,12100.0,4.99,16.4,0,0,2,14,5,78,24,1,424,449
590,130a494,16/09/2019,18/08/2017,60000.0,3,1,382,1243,1,1,11,3,2019-09-16,27100.0,2.89,15.5,0,0,2,14,5,87,21,1,589,125
591,131c6e5,30/09/2019,23/11/2017,20000.0,47,6,30,1207,1,1,2,1,2019-09-30,43600.0,2.89,23.4,1,0,2,18,3,112,14,1,1226,343
592,13313f8,08/10/2019,22/05/2018,20000.0,2,2,1,1790,1,1,1,1,2019-10-08,1800.0,6.39,16.0,0,0,2,13,3,98,15,1,781,405
593,1342ea3,05/09/2019,23/10/2018,67900.0,1,3,2,28,1,1,2,1,2019-09-05,56000.0,1.89,23.2,0,0,2,10,3,92,14,1,1158,385
594,13460a4,28/10/2019,15/02/2019,2000.0,1,3,49,2333,1,1,19,4,2019-10-28,1400.0,6.39,9.8,0,1,2,10,4,92,11,1,1550,392
595,134fb8c,31/10/2019,22/03/2019,30000.0,12,1,13,129,1,1,1,1,2019-10-31,2500.0,6.39,12.7,0,0,2,14,3,139,15,1,1411,435
