,client_id,data_de_desembolso_,limite_,juros_am_,retencao_,default_60d,default_mar
1694,213c142,2019-09-12,4100.0,6.39,33.5,0,0
1696,213d5ab,2019-09-18,69000.0,1.89,10.4,0,0
1697,2143213,2019-10-07,8300.0,4.99,28.5,0,0
1698,21481f2,2019-09-23,10900.0,4.99,15.8,0,0
1700,21554b6,2019-10-30,17800.0,4.29,22.9,0,0
1703,2160cd9,2019-10-25,2300.0,6.39,13.7,0,0
1704,21675c3,2019-10-08,10400.0,4.99,22.2,0,0
1705,216cb72,2019-10-21,18200.0,3.59,17.3,0,0
1706,216db03,2019-09-26,7300.0,6.39,16.9,0,0
1710,2174cb7,2019-09-20,6900.0,4.99,24.3,0,0
1715,218f5ac,2019-10-28,9900.0,5.69,15.1,0,0
1717,219217c,2019-09-25,40800.0,2.89,19.6,0,0
1721,219ee62,2019-10-17,69000.0,1.89,13.1,0,0
1723,21b025f,2019-10-28,3900.0,6.39,21.5,1,1
1724,21b227e,2019-10-08,7100.0,6.39,25.2,0,1
1726,21b88a0,2019-10-07,11600.0,4.99,24.7,0,0
1727,21be0e1,2019-09-06,22100.0,2.89,24.3,0,0
1730,21c1f89,2019-09-20,62100.0,1.89,15.9,0,0
1731,21c218b,2019-10-08,41400.0,1.89,22.5,1,0
1733,21d08c1,2019-10-07,6300.0,6.39,20.8,0,1
1735,21d1e78,2019-09-30,5200.0,6.39,8.7,0,0
1737,21d2495,2019-10-31,20600.0,4.99,22.2,1,0
1738,21d35ac,2019-10-07,1800.0,6.39,4.4,0,0
1739,21e50a6,2019-09-20,13800.0,3.59,19.2,0,0
1742,21ec9f4,2019-10-30,12400.0,6.39,14.7,0,0
1743,21eec7b,2019-09-05,10200.0,4.99,26.1,0,1
1744,21f59a2,2019-10-07,2800.0,6.39,16.4,0,0
1745,21f9149,2019-10-07,41300.0,2.89,21.4,0,0
1751,22015aa,2019-10-28,2200.0,6.39,19.8,1,1
1752,2207d01,2019-10-28,24700.0,3.59,20.0,0,0
1755,220f673,2019-09-10,11200.0,4.99,28.0,0,0
1757,221d771,2019-10-23,29000.0,2.89,24.2,0,0
1758,2226eb8,2019-10-24,4200.0,5.69,11.0,1,1
1762,2236ba8,2019-10-28,21100.0,4.99,28.3,0,0
1768,225c451,2019-10-31,3800.0,6.39,16.8,1,0
1771,2263fbb,2019-10-07,12000.0,4.99,14.0,0,0
1772,22673d4,2019-10-21,13800.0,4.29,34.4,0,1
1774,2275a03,2019-09-25,69000.0,1.89,15.9,1,1
1775,227da93,2019-10-16,2400.0,6.39,15.0,0,1
1776,22832de,2019-10-28,2100.0,6.39,17.4,0,0
1777,228789d,2019-10-28,8300.0,6.39,21.1,0,0
1778,2288e4c,2019-09-20,27300.0,2.89,20.3,1,1
1781,229d976,2019-10-07,29000.0,2.89,16.5,0,0
1782,22a5a91,2019-09-20,30400.0,2.89,20.3,0,1
1783,22ab4c1,2019-09-10,5500.0,4.99,23.1,0,0
1784,22b8ecb,2019-10-08,8900.0,6.39,16.4,0,0
1785,22bddd0,2019-10-07,4700.0,6.39,12.5,0,0
1786,22c38cd,2019-10-08,23400.0,3.59,13.8,0,0
1787,22c7e22,2019-09-02,8300.0,4.99,19.1,0,0
1789,22cb88c,2019-10-28,13800.0,5.69,23.5,0,0
1794,22eb259,2019-09-04,16600.0,3.59,30.3,0,0
1795,22efbde,2019-10-17,1000.0,6.39,34.1,0,0
1796,22f3ea5,2019-10-03,9700.0,6.39,19.0,1,1
1799,2301fdc,2019-09-25,69000.0,1.89,12.3,0,0
1800,230934e,2019-09-25,8300.0,4.99,18.2,0,0
1801,230d2bc,2019-09-20,3300.0,6.39,17.8,1,0
1802,2326755,2019-09-23,7600.0,4.99,32.2,1,0
1804,232f0a3,2019-09-02,6000.0,4.99,23.8,0,0
1805,232f6d2,2019-10-31,3400.0,6.39,26.9,0,0
1807,2339cd1,2019-09-25,27600.0,2.89,16.2,0,0
1808,233a481,2019-10-24,42100.0,2.89,19.8,0,0
1810,233f2c1,2019-09-02,11500.0,4.29,38.3,0,0
1812,234e4a6,2019-10-28,61400.0,1.89,20.3,0,0
1813,235069d,2019-10-16,4100.0,5.69,14.3,1,0
1814,2357744,2019-10-31,3700.0,6.39,11.8,0,0
1815,23609ae,2019-09-25,26800.0,2.89,20.9,0,0
1818,2364dfb,2019-09-11,5800.0,4.99,36.7,0,0
1819,236f06c,2019-10-31,30200.0,3.59,27.8,0,0
1820,237575a,2019-09-18,13800.0,3.59,17.4,0,0
1823,237e13f,2019-10-15,41400.0,1.89,10.4,0,0
1824,2381866,2019-09-26,5500.0,3.59,5.8,0,0
1826,238dc8f,2019-09-25,9700.0,4.99,16.1,0,1
1827,239497d,2019-10-24,9800.0,6.39,16.8,1,0
1830,23b18a3,2019-10-08,41400.0,2.89,23.7,0,0
1832,23b452c,2019-10-21,10400.0,6.39,21.8,0,0
1836,23cdf56,2019-10-28,25800.0,3.59,12.7,0,0
1837,23d4fa9,2019-09-06,69000.0,2.19,24.2,1,1
1838,23d5ec4,2019-10-29,11000.0,6.39,16.7,1,1
1840,23de522,2019-10-17,27600.0,3.59,18.2,0,0
1842,23f5c01,2019-09-30,56600.0,1.89,14.0,0,0
1843,23fdbdb,2019-10-07,13000.0,4.29,24.7,0,1
1844,23ff095,2019-10-03,18800.0,3.59,25.2,0,0
1845,24069b8,2019-10-07,5600.0,6.39,18.5,1,1
1846,240e2d3,2019-10-07,6900.0,4.99,8.2,1,1
1850,2417231,2019-10-08,4900.0,6.39,15.3,0,0
1851,241e5b6,2019-10-07,11000.0,4.99,12.0,0,0
1852,241f1fe,2019-10-21,18200.0,3.59,13.4,0,0
1854,24228de,2019-10-21,13000.0,6.39,19.4,0,1
1858,243dc8d,2019-09-19,52400.0,1.89,22.1,0,0
1859,24402ae,2019-10-28,6000.0,6.39,21.3,0,0
1862,2450979,2019-10-28,3000.0,6.39,21.6,0,0
1863,2459b66,2019-10-29,8000.0,6.39,18.6,0,0
1864,245c0bc,2019-10-28,13700.0,6.39,19.0,0,0
1866,24621cf,2019-10-31,6900.0,6.39,20.8,1,1
1867,246294d,2019-09-05,16600.0,3.59,19.2,1,1
1868,246a324,2019-09-23,9700.0,4.99,14.9,0,0
1869,246bc44,2019-10-21,15100.0,6.39,15.7,0,0
1870,247a84c,2019-10-01,69000.0,1.89,11.2,0,0
1871,247a858,2019-09-19,12800.0,4.29,25.8,1,1
1872,247b386,2019-09-25,10100.0,4.99,26.8,0,0
1873,247df56,2019-09-23,15300.0,4.99,22.7,0,0
1878,249495e,2019-10-28,1900.0,6.39,10.5,0,0
1879,2495673,2019-10-09,5600.0,6.39,21.5,0,0
1880,249f736,2019-10-08,19300.0,3.59,15.2,0,0
1881,24a240d,2019-10-28,8800.0,6.39,21.3,0,0
1886,24b38d1,2019-09-25,11600.0,4.99,33.1,0,0
1887,24b4d00,2019-10-10,7100.0,4.99,25.5,0,0
1889,24c732f,2019-10-31,13300.0,4.99,22.8,0,0
1890,24c74f5,2019-10-16,10500.0,6.39,13.7,0,0
1891,24cbf55,2019-09-18,47500.0,2.89,21.5,0,0
1892,24d4ddd,2019-10-21,9900.0,6.39,14.6,0,0
1893,24d68ad,2019-10-23,19300.0,3.59,22.6,1,1
1896,24e0e81,2019-10-28,34500.0,3.59,20.0,0,0
1898,24e1cd7,2019-09-25,27600.0,2.89,24.6,0,0
1899,24e3e72,2019-09-26,13800.0,3.59,15.3,0,0
1900,24e5e5d,2019-10-24,6200.0,4.99,16.0,0,0
1901,24ebba9,2019-10-16,6200.0,5.69,13.4,0,0
1902,24efb01,2019-10-25,9600.0,6.39,10.0,0,0
1903,24f1ce5,2019-10-16,69000.0,1.89,9.5,1,1
1905,24f48e4,2019-10-07,3700.0,6.39,15.6,0,0
1907,24fbeea,2019-10-16,1300.0,5.69,13.7,0,1
1909,2508ad2,2019-10-17,10100.0,6.39,23.3,0,1
1910,2509897,2019-10-30,1000.0,6.39,20.6,0,0
1911,2511564,2019-09-20,24600.0,2.89,34.0,0,0
1912,251582a,2019-10-25,15500.0,6.39,24.7,0,0
1913,251b346,2019-10-07,3200.0,6.39,29.3,0,0
1918,252b352,2019-10-30,13800.0,2.89,6.1,0,0
1919,252bfd4,2019-10-28,15200.0,6.39,21.2,1,1
1920,253b542,2019-10-28,9200.0,6.39,17.5,1,1
1921,253c5d7,2019-10-08,7700.0,4.99,25.5,0,0
1922,25403db,2019-10-21,50200.0,2.89,13.4,0,0
1924,25505db,2019-10-16,11000.0,5.69,17.2,0,0
1926,2555b96,2019-09-23,13800.0,4.99,13.9,0,0
1928,255c9b5,2019-10-08,6400.0,4.99,23.3,0,0
1929,25654b4,2019-10-15,6900.0,6.39,8.0,0,0
1930,256a0fb,2019-10-07,9500.0,6.39,15.4,0,0
1932,25730f1,2019-10-07,6900.0,6.39,16.7,0,0
1934,257c6b3,2019-10-16,4700.0,5.69,18.1,0,0
1935,2581f7c,2019-10-24,8300.0,5.69,20.1,0,1
1936,2583110,2019-09-05,27300.0,2.89,23.0,0,0
1937,258750f,2019-10-17,5600.0,6.39,10.3,0,0
1939,2595844,2019-10-11,31300.0,2.89,19.1,0,0
1940,2596596,2019-09-30,35200.0,2.89,23.7,0,0
1941,25986fb,2019-10-09,11600.0,4.99,22.2,0,0
1942,259ba1c,2019-10-28,2000.0,6.39,35.5,0,0
1945,25a4453,2019-10-09,17900.0,2.89,11.1,0,0
1946,25abbd2,2019-10-28,4700.0,6.39,20.8,0,0
1947,25ac4ea,2019-10-09,3100.0,6.39,16.8,0,0
1949,25b8e75,2019-10-25,2100.0,6.39,17.4,0,0
1951,25c4781,2019-09-26,55200.0,2.49,7.2,0,0
1955,25d0903,2019-09-25,69000.0,1.89,19.1,0,0
1956,25d59b4,2019-10-08,2100.0,6.39,9.2,0,0
1959,25dcd6b,2019-10-23,12400.0,6.39,14.0,0,0
1961,25e6273,2019-09-13,17200.0,3.59,21.0,0,0
1962,25ee183,2019-10-16,7700.0,6.39,14.8,1,1
1964,25f021a,2019-09-18,34200.0,2.89,13.3,1,0
1968,260b870,2019-10-07,41400.0,2.89,19.0,0,0
1969,2612f0e,2019-09-02,16600.0,3.59,27.3,0,0
1970,2613b0a,2019-10-08,55200.0,2.49,11.8,0,0
1971,2616c0a,2019-09-25,31000.0,2.89,29.1,1,1
1972,2626adc,2019-10-28,8600.0,6.39,23.6,0,0
1977,263b2dc,2019-10-16,1400.0,6.39,16.1,0,0
1978,26422bc,2019-09-25,55200.0,1.89,6.0,1,1
1979,264bd62,2019-10-28,5000.0,6.39,18.8,1,1
1981,26605c2,2019-10-07,6300.0,4.99,23.5,0,0
1982,2662d95,2019-10-21,6300.0,6.39,19.9,0,0
1983,26637a3,2019-09-30,11000.0,4.99,21.8,1,0
1987,2667e5f,2019-10-28,1400.0,6.39,21.7,0,0
1988,266a4b8,2019-09-20,25300.0,2.89,17.1,0,0
1990,266e489,2019-10-16,6900.0,2.89,2.2,0,0
1992,267c7f6,2019-10-08,4400.0,4.99,13.8,0,0
1994,268bdb4,2019-10-21,23200.0,3.59,16.3,0,0
1995,2691042,2019-10-07,12400.0,3.59,16.3,0,0
1996,269c4f7,2019-10-17,200.0,6.39,0.7,0,0
1997,269e8ec,2019-10-23,24300.0,2.89,23.1,0,0
2000,26a23cc,2019-10-16,9100.0,5.69,28.4,0,0
2002,26aea1d,2019-10-28,1300.0,6.39,14.4,1,1
2003,26bc7e1,2019-09-09,14600.0,4.29,25.3,0,0
2005,26c4de2,2019-10-08,55200.0,1.89,22.6,0,0
2006,26c58b6,2019-10-07,1400.0,6.39,13.8,0,0
2011,26cd1ea,2019-09-20,6200.0,4.99,9.4,0,0
2012,26cd9a5,2019-10-07,9600.0,4.99,22.2,1,1
2013,26db1fa,2019-09-26,6900.0,4.99,10.4,0,0
2015,26e2639,2019-10-01,16600.0,3.59,23.0,0,0
2016,26e4683,2019-10-17,22100.0,2.89,16.6,0,0
2017,26e5b3b,2019-09-12,12900.0,4.29,25.0,0,0
2018,27004f6,2019-10-28,4200.0,6.39,25.1,0,0
2020,2706a26,2019-10-24,37400.0,3.59,17.8,0,0
2022,2717b57,2019-09-05,8000.0,4.99,31.8,0,0
2024,271e480,2019-09-10,69000.0,1.89,20.5,0,0
2025,2721f41,2019-10-07,24800.0,2.89,19.4,0,0
2029,27413a6,2019-09-23,22600.0,2.89,17.4,1,0
2030,274d523,2019-10-24,2400.0,6.39,21.4,0,0
2031,274d801,2019-10-07,14400.0,4.99,21.6,1,1
2034,27586fb,2019-10-28,9100.0,6.39,28.2,0,0
2035,2758d08,2019-10-07,13100.0,4.99,22.2,1,0
2036,2758d1f,2019-10-07,13000.0,4.29,28.9,1,1
2037,275a006,2019-10-07,4100.0,6.39,34.3,0,0
2038,275b8be,2019-10-10,31700.0,2.89,19.6,0,0
2039,2765b67,2019-10-16,42200.0,2.89,16.8,0,0
2043,276dda7,2019-09-11,5200.0,4.99,18.5,0,0
2044,2780149,2019-10-31,46900.0,2.89,27.0,1,1
2045,2788752,2019-10-16,17600.0,4.99,20.3,0,0
2047,278fc72,2019-09-26,11000.0,4.99,18.5,0,0
2049,279dd6f,2019-10-08,26000.0,2.89,20.2,0,0
2053,27b9e4e,2019-10-28,138000.0,1.89,12.5,0,0
2057,27c3c90,2019-10-21,19300.0,3.59,26.3,0,0
2059,27cabc6,2019-09-30,12000.0,6.39,16.1,0,0
2062,27db657,2019-10-08,11000.0,6.39,13.7,0,0
2063,27e021b,2019-10-08,20000.0,3.59,22.5,0,0
2065,27f9cad,2019-10-02,14100.0,6.39,18.6,0,0
2066,27fa963,2019-10-11,8700.0,4.99,23.3,0,0
2067,2800f12,2019-10-31,7300.0,6.39,21.1,1,0
2070,280711c,2019-10-25,33500.0,2.89,34.6,0,0
2071,281454b,2019-10-31,2800.0,6.39,4.7,0,0
2072,281bc73,2019-10-28,12000.0,4.99,23.9,0,0
2074,2828cd7,2019-10-23,9500.0,6.39,95.6,0,0
2075,2832871,2019-09-09,9000.0,4.99,29.0,0,1
2076,283c621,2019-10-24,2200.0,6.39,22.1,0,0
2077,284623d,2019-09-02,29800.0,2.89,22.6,0,0
2079,284ecc6,2019-10-30,13500.0,5.69,25.2,1,1
2080,2851fb0,2019-10-21,14700.0,4.29,20.2,0,0
2081,285c41f,2019-10-21,35100.0,2.89,21.8,0,0
2084,2878899,2019-10-16,7700.0,6.39,16.2,0,0
2085,288c899,2019-10-16,4700.0,6.39,23.0,0,1
2086,2890f74,2019-10-08,11100.0,6.39,14.2,0,0
2087,28998f2,2019-10-16,1500.0,6.39,15.5,1,1
2090,289fac8,2019-09-19,69000.0,1.89,16.6,0,0
2091,28a092a,2019-09-18,4100.0,4.99,24.7,0,0
2092,28a569f,2019-10-09,5500.0,4.99,15.5,0,0
2093,28a8aa6,2019-10-21,3400.0,6.39,14.5,0,0
2094,28aa7c1,2019-10-07,9700.0,4.99,21.2,0,0
2095,28ab54a,2019-10-28,48300.0,3.59,23.1,1,1
2096,28ac8f9,2019-10-07,27600.0,2.89,17.0,1,0
2097,28aea9e,2019-09-26,20700.0,2.89,13.3,0,0
2098,28b025a,2019-10-28,6900.0,4.99,18.4,0,0
2099,28bad81,2019-10-07,52000.0,2.89,17.3,0,0
2100,28bc3dc,2019-09-02,24300.0,2.89,21.8,0,0
2101,28c6889,2019-10-28,8600.0,6.39,20.4,0,1
2102,28ce52c,2019-10-21,3600.0,6.39,14.9,0,0
2106,28e5213,2019-10-02,11500.0,6.39,12.8,0,0
2108,28f45a6,2019-10-31,7300.0,6.39,22.4,0,1
2110,290564a,2019-10-28,1500.0,6.39,23.9,0,0
2112,290d139,2019-10-10,8100.0,4.99,24.6,0,0
2113,291517f,2019-09-20,6900.0,4.99,20.0,0,0
2115,292a3e6,2019-10-31,9700.0,4.99,20.0,0,0
2116,292a682,2019-09-11,26900.0,2.89,18.8,0,0
2117,292b422,2019-10-15,17900.0,3.59,21.3,0,0
2118,292be35,2019-09-20,6600.0,4.99,16.1,0,0
2119,292c134,2019-09-26,24800.0,2.89,15.4,0,0
2121,2935ca4,2019-09-20,13800.0,2.19,6.7,0,0
2123,293c592,2019-09-25,8300.0,3.59,9.5,0,0
2124,293dbd2,2019-10-17,5500.0,4.99,10.7,0,0
2127,2943557,2019-10-25,4200.0,6.39,19.9,0,0
2128,29497f6,2019-10-31,7100.0,6.39,21.4,0,0
2129,2949ea1,2019-10-21,16600.0,4.29,15.6,0,0
2130,29597a5,2019-10-22,27500.0,2.89,9.9,0,0
2132,2969671,2019-10-24,7000.0,6.39,23.0,0,0
2134,296afc5,2019-09-05,5500.0,4.29,15.4,0,0
2135,2970675,2019-10-02,8300.0,6.39,16.6,0,0
2136,2974187,2019-09-02,12400.0,4.29,31.2,1,0
2137,297a2c9,2019-09-05,13200.0,4.29,24.8,0,0
2138,298a294,2019-09-26,69000.0,1.89,9.3,0,0
2139,298bfcd,2019-10-30,1700.0,6.39,19.9,0,0
2140,298ea30,2019-10-16,5300.0,5.69,19.9,1,1
2141,298f478,2019-10-07,1800.0,6.39,13.5,1,0
2142,2990d2f,2019-09-05,22800.0,2.89,24.4,0,0
2145,299f154,2019-09-10,69000.0,1.89,9.3,0,0
2146,299f501,2019-09-05,12300.0,4.29,23.4,0,0
2147,29a02a7,2019-10-07,24500.0,2.89,20.7,0,0
2150,29aacf9,2019-09-20,3600.0,6.39,13.6,0,1
2153,29c1fe9,2019-10-28,69000.0,1.89,10.3,0,0
2160,29e1b55,2019-09-25,15100.0,4.99,13.3,0,0
2161,29e41cd,2019-09-26,20700.0,2.89,17.3,0,0
2162,29ec387,2019-10-07,5700.0,3.59,5.5,0,0
2168,2a07373,2019-10-07,5900.0,4.99,38.0,0,0
2169,2a081c2,2019-10-02,15000.0,6.39,17.6,0,0
2170,2a08308,2019-10-28,1400.0,6.39,12.5,0,1
2171,2a099b3,2019-10-08,26900.0,2.89,17.0,0,0
2173,2a14dd1,2019-09-25,17900.0,2.89,19.7,0,0
2176,2a2a74a,2019-10-30,4800.0,6.39,12.9,0,0
2177,2a3eef7,2019-09-25,14500.0,4.99,30.8,1,1
2178,2a421e5,2019-09-25,16700.0,3.59,26.3,0,0
2179,2a44c5c,2019-10-07,37900.0,3.59,11.3,1,1
2186,2a5ddcb,2019-10-07,39900.0,2.89,22.7,0,0
2187,2a5f2f7,2019-10-21,3500.0,6.39,16.0,0,0
2189,2a6c85c,2019-10-16,8700.0,5.69,15.5,0,0
2190,2a72158,2019-09-25,20600.0,3.59,20.3,0,0
2192,2a7eb13,2019-09-02,69000.0,2.19,17.2,0,0
2195,2a8ee5a,2019-09-25,34500.0,2.89,18.9,1,0
2197,2a92aca,2019-10-11,13800.0,3.59,12.9,0,0
2199,2aaba6c,2019-09-18,19000.0,3.59,27.2,0,0
2200,2aac561,2019-10-07,13600.0,4.99,23.8,0,0
2201,2ab2456,2019-09-02,8300.0,4.99,28.5,0,0
2203,2ab51e4,2019-09-16,69000.0,1.89,7.0,0,0
2205,2ab7ee0,2019-10-22,5000.0,6.39,19.2,0,1
2206,2ac2393,2019-10-16,2900.0,6.39,15.7,0,0
2207,2ac8651,2019-10-24,13600.0,4.29,22.6,1,0
2209,2ad47e3,2019-10-21,12000.0,5.69,25.0,0,0
2210,2ad4e9f,2019-10-09,8300.0,4.99,26.5,0,0
2212,2aec588,2019-09-02,4100.0,4.99,10.6,0,0
2213,2af181b,2019-09-20,4800.0,6.39,26.6,1,1
2216,2afbec2,2019-10-21,22100.0,2.89,22.6,1,0
2220,2b0955f,2019-10-16,5100.0,6.39,37.3,0,0
2222,2b16e11,2019-09-12,16600.0,3.59,20.2,0,0
2223,2b1e047,2019-09-20,4800.0,4.99,7.3,0,0
2226,2b279eb,2019-09-11,13800.0,4.29,29.2,0,0
2227,2b30453,2019-09-30,4100.0,4.99,4.1,0,0
2229,2b346e9,2019-10-23,6200.0,4.99,15.7,0,0
2230,2b348c4,2019-10-16,10700.0,5.69,17.3,0,1
2231,2b34e0c,2019-10-30,29000.0,3.59,14.8,0,0
2232,2b35134,2019-09-30,15400.0,6.39,15.8,0,0
2233,2b4b99a,2019-10-02,63700.0,1.89,17.5,0,0
2235,2b5ec88,2019-10-31,27600.0,4.29,19.5,1,0
2239,2b758ea,2019-10-30,2600.0,6.39,6.8,0,0
2240,2b78a69,2019-09-17,2800.0,6.39,35.7,1,0
2241,2b7b6b4,2019-09-25,6900.0,4.99,18.0,0,0
2242,2b7efd9,2019-09-02,27600.0,2.89,29.9,1,1
2246,2b8b6be,2019-10-07,10100.0,6.39,13.5,0,1
2247,2b95893,2019-10-16,15600.0,6.39,18.7,0,1
2250,2b9c599,2019-10-17,8300.0,4.99,15.2,0,0
2252,2ba3c55,2019-09-25,41400.0,1.89,7.3,0,0
2253,2ba5615,2019-10-21,35900.0,2.89,35.9,0,0
2254,2ba9ae3,2019-10-07,10400.0,4.99,15.5,1,0
2255,2baf9f2,2019-09-20,10400.0,4.99,27.4,0,0
2257,2bb2f7e,2019-09-16,5500.0,4.99,20.7,0,0
2258,2bb98c2,2019-10-25,20300.0,4.29,19.7,0,0
2261,2bd1e7a,2019-10-31,5600.0,6.39,17.0,0,0
2262,2be73e7,2019-10-07,15900.0,6.39,26.1,1,1
2263,2beb39b,2019-09-04,7900.0,4.99,36.8,0,0
2265,2bf305b,2019-10-07,7300.0,6.39,15.5,0,1
2266,2bf57fb,2019-10-16,12000.0,5.69,16.7,0,0
2271,2c1eee5,2019-10-28,4700.0,4.99,8.8,0,0
2272,2c379f2,2019-10-31,2800.0,6.39,26.2,0,0
2273,2c38bf5,2019-10-08,19300.0,3.59,34.1,0,0
2275,2c45cc1,2019-09-25,17900.0,3.59,19.0,1,1
2279,2c68ed0,2019-10-07,5500.0,6.39,13.8,0,0
2282,2c7e1fa,2019-10-07,19900.0,3.59,26.3,0,0
2283,2c8172b,2019-10-28,5100.0,6.39,17.9,0,1
2284,2c8882a,2019-10-23,16400.0,4.99,21.4,1,1
2285,2c89f1b,2019-10-31,35000.0,3.59,28.8,0,0
2287,2c8f8e7,2019-10-07,27500.0,2.89,13.8,1,1
2292,2ca19d5,2019-10-11,35500.0,2.89,25.1,0,0
2293,2ca33aa,2019-10-23,17200.0,4.99,19.3,0,0
2294,2ca4407,2019-10-01,4100.0,2.89,2.9,0,0
2297,2cb1d58,2019-10-08,3900.0,6.39,14.6,0,0
2300,2cc92ad,2019-10-28,18800.0,4.99,16.5,0,0
2301,2cd2b8b,2019-10-29,13800.0,4.99,22.4,0,0
2303,2ce5d83,2019-10-24,4100.0,6.39,18.6,0,1
2305,2cebb00,2019-10-01,13500.0,4.99,33.1,0,0
2306,2cefa3f,2019-10-30,13800.0,4.99,26.1,0,0
2307,2cf5f59,2019-10-08,6900.0,3.59,9.1,0,0
2309,2d14b1e,2019-10-11,17200.0,3.59,21.7,0,0
2310,2d1814d,2019-10-16,17700.0,4.29,16.8,0,0
2311,2d1903a,2019-10-22,5800.0,4.99,24.9,0,0
2312,2d20388,2019-09-30,8300.0,6.39,13.7,0,0
2313,2d2b31b,2019-09-19,6900.0,2.89,3.1,0,0
2315,2d2da28,2019-10-28,1400.0,6.39,22.4,0,1
2317,2d33730,2019-09-23,4400.0,6.39,23.1,1,1
2318,2d342e4,2019-10-21,2200.0,6.39,18.0,0,1
2319,2d3491b,2019-10-07,29200.0,2.89,21.0,1,1
2320,2d34afb,2019-10-28,52400.0,2.89,21.2,0,0
2323,2d3a1f9,2019-10-02,20700.0,3.59,25.8,1,0
2324,2d4335d,2019-10-16,32400.0,3.59,20.1,0,0
2325,2d46178,2019-10-16,4800.0,6.39,20.9,0,0
2326,2d47c92,2019-10-28,6900.0,6.39,21.7,0,0
2327,2d59948,2019-10-23,9900.0,6.39,16.7,0,0
2328,2d5b9c6,2019-10-28,7800.0,6.39,27.4,0,0
2329,2d63119,2019-10-07,6200.0,4.99,13.5,0,0
2330,2d63c8d,2019-09-20,41400.0,1.89,13.7,0,0
2331,2d678b8,2019-09-26,12400.0,4.99,29.8,0,0
2332,2d70bb7,2019-09-25,18900.0,3.59,16.3,0,0
2333,2d7356b,2019-09-26,9200.0,4.99,29.6,1,1
2334,2d74c49,2019-10-16,1800.0,5.69,18.9,0,0
2337,2d855de,2019-10-28,4100.0,6.39,23.8,0,0
2338,2d85e56,2019-10-28,6900.0,6.39,21.2,0,0
2339,2d8c3fb,2019-10-21,34500.0,2.89,19.9,0,0
2340,2d93c53,2019-09-18,24700.0,2.89,27.7,0,0
2342,2d9fa39,2019-09-20,9000.0,4.99,22.8,1,1
2344,2da429f,2019-10-24,34500.0,3.59,14.5,0,0
2345,2db1895,2019-10-28,34500.0,3.59,16.0,0,0
2346,2db18ac,2019-09-26,13100.0,4.29,24.2,0,0
2351,2dc38c5,2019-10-25,12000.0,5.69,19.8,0,0
2353,2dc57a0,2019-10-28,5800.0,6.39,10.4,0,0
2354,2dcd5f3,2019-10-21,4100.0,6.39,9.5,0,0
2356,2dd7b07,2019-09-02,34500.0,2.19,12.4,0,0
2357,2dd8bab,2019-09-04,22200.0,2.89,21.3,1,1
2358,2dda46e,2019-10-16,8300.0,6.39,17.5,0,0
2359,2ddbcef,2019-10-28,7300.0,6.39,27.3,0,0
2360,2ddcb0a,2019-09-25,10100.0,4.99,11.0,0,0
2361,2de190d,2019-10-07,10400.0,6.39,18.5,0,0
2362,2df19f4,2019-10-07,7600.0,6.39,19.0,0,0
2363,2df60d8,2019-10-16,8300.0,3.59,8.8,0,0
2365,2e06915,2019-10-15,14800.0,4.99,21.8,1,0
2368,2e10db1,2019-09-20,3400.0,6.39,29.4,1,0
2370,2e12479,2019-10-07,20400.0,4.29,12.8,0,0
2373,2e302b2,2019-10-16,6900.0,6.39,18.0,0,0
2375,2e38907,2019-10-10,11800.0,6.39,16.4,0,0
2378,2e4688d,2019-10-07,1200.0,6.39,12.4,0,0
2381,2e5ca51,2019-10-16,11300.0,5.69,23.9,1,1
2383,2e5ed73,2019-10-29,2500.0,6.39,32.3,0,0
2384,2e5efce,2019-10-28,2300.0,6.39,11.8,0,0
2386,2e60b77,2019-10-28,10200.0,6.39,18.0,0,0
2387,2e66fda,2019-09-25,8100.0,4.99,25.5,0,0
2389,2e67f7c,2019-10-07,13500.0,4.99,18.3,1,0
2390,2e69662,2019-10-30,27200.0,3.59,23.4,0,0
2393,2e7824b,2019-10-31,40200.0,4.29,16.8,0,0
2394,2e7d153,2019-10-28,3300.0,6.39,15.4,1,1
2396,2e903d5,2019-09-02,13800.0,4.29,24.1,0,0
2399,2e9b87d,2019-09-12,15700.0,4.99,22.5,0,0
2400,2e9c9d6,2019-09-26,12200.0,4.99,20.2,0,0
2407,2ec721f,2019-09-30,3300.0,6.39,14.3,0,0
2408,2ecfa28,2019-10-28,9400.0,6.39,27.0,0,0
2409,2ed4859,2019-10-24,13800.0,6.39,18.3,1,1
2411,2edb521,2019-10-23,13800.0,4.99,26.3,0,0
2413,2ee64db,2019-09-23,33100.0,2.89,21.8,1,1
2414,2ee8391,2019-09-02,4100.0,6.39,25.0,1,0
2418,2ef3949,2019-10-21,8000.0,6.39,16.1,0,0
2419,2ef4d14,2019-10-11,30900.0,2.89,18.8,0,0
2420,2ef7700,2019-10-16,19800.0,3.59,21.4,0,0
2421,2ef8545,2019-10-15,9400.0,6.39,33.7,1,1
2423,2f08921,2019-10-28,4800.0,6.39,17.8,0,0
2424,2f0fb0a,2019-10-11,3900.0,6.39,3.2,0,0
2425,2f1080d,2019-10-28,8300.0,6.39,23.2,0,0
2427,2f116f3,2019-10-25,40300.0,2.89,21.8,0,0
2429,2f1d707,2019-10-28,700.0,6.39,3.1,0,0
2431,2f21f68,2019-09-26,45600.0,2.89,18.0,0,0
