client_id;data_de_desembolso;data_cadastro;tpv_prometido;mcc_;segmento_;cidade_;bairro_;canal_de_vendas_;subcanal_de_vendas_;uf_;regiao_;;;;
246bc44;21/10/2019;24/11/2017;;mcc_3;segmento_1;cidade_39;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
6d9396e;30/10/2019;26/04/2018;19000.0;mcc_32;segmento_5;cidade_1;bairro_748;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
00a14c1;30/10/2019;19/12/2018;15000.0;mcc_16;segmento_14;cidade_66;bairro_412;canal_de_vendas_1;subcanal_de_vendas_1;uf_20;regiao_4;;;;
6be438f;16/09/2019;26/04/2018;;mcc_3;segmento_1;cidade_99;bairro_1611;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
55299c3;07/10/2019;01/12/2018;15000.0;mcc_2;segmento_2;cidade_493;bairro_1136;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
51bac5f;25/09/2019;29/11/2018;50000.0;mcc_7;segmento_7;cidade_261;bairro_2069;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
13a9e21;28/10/2019;08/04/2019;6000.0;mcc_3;segmento_1;cidade_180;bairro_138;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
62713df;07/10/2019;08/02/2019;223000.0;mcc_22;segmento_15;cidade_1;bairro_6;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
7c26745;25/09/2019;18/04/2018;15000.0;mcc_4;segmento_4;cidade_89;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
092ac7c;28/10/2019;04/04/2019;10000.0;mcc_5;segmento_9;cidade_12;bairro_1536;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
75069cb;11/09/2019;31/10/2018;26000.0;mcc_7;segmento_7;cidade_17;bairro_23;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
512f9c0;28/10/2019;20/06/2018;7000.0;mcc_23;segmento_25;cidade_70;bairro_788;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
347f709;07/10/2019;18/05/2018;90000.0;mcc_1;segmento_3;cidade_2;bairro_9;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
390974c;25/09/2019;13/12/2017;15000.0;mcc_2;segmento_2;cidade_3;bairro_265;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
7994dc7;28/10/2019;16/02/2018;;mcc_19;segmento_17;cidade_5;bairro_281;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
22c38cd;08/10/2019;01/02/2019;30000.0;mcc_54;segmento_14;cidade_33;bairro_3;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
45b2d1b;06/09/2019;17/01/2018;160000.0;mcc_1;segmento_3;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
7c35364;30/10/2019;15/03/2019;10000.0;mcc_55;segmento_5;cidade_100;bairro_20;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2fa88b5;30/09/2019;20/05/2016;70000.0;mcc_47;segmento_6;cidade_10;bairro_840;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
71838f0;21/10/2019;24/04/2018;8000.0;mcc_28;segmento_8;cidade_38;bairro_2093;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
7d05edc;02/09/2019;26/11/2018;25000.0;mcc_6;segmento_1;cidade_1;bairro_387;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6ad601d;10/10/2019;21/09/2017;25000.0;mcc_42;segmento_1;cidade_45;bairro_3000;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2459b66;29/10/2019;08/02/2019;16000.0;mcc_2;segmento_2;cidade_1;bairro_1522;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4f69889;25/09/2019;28/08/2018;8000.0;mcc_13;segmento_13;cidade_115;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
792215e;26/09/2019;27/11/2018;25000.0;mcc_34;segmento_15;cidade_97;bairro_590;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1;;;;
3ab48e5;21/10/2019;08/03/2017;;mcc_4;segmento_4;cidade_128;bairro_2702;canal_de_vendas_1;subcanal_de_vendas_1;uf_21;regiao_5;;;;
64af240;25/09/2019;02/05/2018;67000.0;mcc_3;segmento_1;cidade_142;bairro_924;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
76715d2;21/10/2019;06/04/2018;;mcc_24;segmento_16;cidade_99;bairro_1294;canal_de_vendas_3;subcanal_de_vendas_5;uf_1;regiao_1;;;;
20dc019;07/10/2019;02/08/2018;40000.0;mcc_12;segmento_1;cidade_5;bairro_1882;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
0ea5bf0;31/10/2019;19/10/2017;45000.0;mcc_35;segmento_16;cidade_38;bairro_507;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
73d2a49;07/10/2019;10/03/2018;50000.0;mcc_1;segmento_3;cidade_8;bairro_201;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
3489324;16/10/2019;13/10/2018;120000.0;mcc_4;segmento_4;cidade_201;bairro_107;canal_de_vendas_1;subcanal_de_vendas_4;uf_2;regiao_1;;;;
095a07e;28/10/2019;28/03/2019;45000.0;mcc_23;segmento_25;cidade_41;bairro_493;canal_de_vendas_1;subcanal_de_vendas_1;uf_17;regiao_5;;;;
4d30f4b;28/10/2019;06/07/2018;2000.0;mcc_3;segmento_1;cidade_3;bairro_277;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6179a37;10/09/2019;07/02/2018;40000.0;mcc_2;segmento_2;cidade_3;bairro_26;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
203224d;31/10/2019;12/04/2017;16000.0;mcc_2;segmento_2;cidade_97;bairro_745;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1;;;;
2115865;16/10/2019;28/11/2017;92000.0;mcc_16;segmento_14;cidade_1;bairro_89;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6f5bb50;30/10/2019;30/10/2018;5000.0;mcc_4;segmento_4;cidade_268;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
1b82a85;30/10/2019;19/12/2018;10500.0;mcc_178;segmento_5;cidade_232;bairro_1515;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
1b6ebe5;28/10/2019;09/04/2019;40000.0;mcc_19;segmento_17;cidade_45;bairro_2340;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
17f48b9;28/10/2019;23/08/2018;9000.0;mcc_18;segmento_21;cidade_255;bairro_1;canal_de_vendas_1;subcanal_de_vendas_4;uf_1;regiao_1;;;;
54308c9;17/10/2019;23/01/2018;20000.0;mcc_26;segmento_18;cidade_47;bairro_251;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
9296461;07/10/2019;25/02/2019;55000.0;mcc_11;segmento_8;cidade_49;bairro_1330;canal_de_vendas_1;subcanal_de_vendas_1;uf_19;regiao_4;;;;
1c4fb0e;25/09/2019;28/10/2016;30000.0;mcc_4;segmento_4;cidade_77;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
65be291;08/10/2019;11/05/2018;40000.0;mcc_137;segmento_23;cidade_4;bairro_19;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4;;;;
480bc94;07/10/2019;30/07/2018;40000.0;mcc_11;segmento_8;cidade_556;;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
085d806;22/10/2019;04/07/2017;10000.0;mcc_1;segmento_3;cidade_1;bairro_92;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6db3d7c;07/10/2019;05/05/2018;18000.0;mcc_12;segmento_1;cidade_44;bairro_311;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3;;;;
56441f6;11/10/2019;17/01/2019;80000.0;mcc_8;segmento_10;cidade_104;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
47d0126;01/10/2019;31/01/2018;30000.0;mcc_4;segmento_4;cidade_92;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
04a11de;16/10/2019;10/07/2018;10000.0;mcc_2;segmento_2;cidade_211;bairro_1077;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
82c6371;16/10/2019;05/09/2018;10000.0;mcc_4;segmento_4;cidade_156;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
448a8cd;02/09/2019;09/03/2018;10000.0;mcc_2;segmento_2;cidade_37;bairro_2379;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
5c3034c;08/10/2019;21/10/2018;40000.0;mcc_3;segmento_1;cidade_44;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3;;;;
7fbacb8;17/10/2019;05/01/2018;8800.0;mcc_4;segmento_4;cidade_154;;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
043d7e3;31/10/2019;09/06/2017;62805.0;mcc_3;segmento_1;cidade_3;bairro_7;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6fd899a;16/10/2019;27/03/2019;24000.0;mcc_31;segmento_4;cidade_10;bairro_786;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
167ee59;24/10/2019;08/03/2019;10000.0;mcc_46;segmento_16;cidade_11;bairro_172;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
2583110;05/09/2019;16/11/2018;25000.0;mcc_48;segmento_4;cidade_85;bairro_1874;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
15e5bf6;30/09/2019;17/01/2019;20000.0;mcc_1;segmento_3;cidade_320;bairro_2127;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
21675c3;08/10/2019;21/03/2018;10000.0;mcc_44;segmento_19;cidade_37;bairro_1260;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
82b89e5;07/10/2019;11/02/2019;140000.0;mcc_25;segmento_18;cidade_90;bairro_1159;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
178e533;05/09/2019;12/01/2018;;mcc_12;segmento_1;cidade_62;bairro_3110;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
126a49c;11/09/2019;08/04/2017;;mcc_2;segmento_2;cidade_15;bairro_816;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
45e806b;24/10/2019;28/02/2019;60000.0;mcc_1;segmento_3;cidade_12;bairro_2937;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4a6eb23;07/10/2019;26/04/2018;;mcc_56;segmento_6;cidade_111;bairro_2622;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1;;;;
2e903d5;02/09/2019;26/11/2018;25000.0;mcc_1;segmento_3;cidade_10;bairro_87;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
2b346e9;23/10/2019;24/01/2018;8000.0;mcc_13;segmento_13;cidade_64;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
45ed723;07/10/2019;01/02/2019;6000.0;mcc_7;segmento_7;cidade_146;bairro_3180;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2e7d153;28/10/2019;20/03/2019;15000.0;mcc_17;segmento_20;cidade_7;bairro_2563;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
3764d2d;07/10/2019;25/02/2019;;mcc_4;segmento_4;cidade_7;bairro_53;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
6102bc1;31/10/2019;20/10/2018;20000.0;mcc_1;segmento_3;cidade_78;;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
6e876ef;23/09/2019;23/05/2018;30000.0;mcc_48;segmento_4;cidade_4;bairro_4;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4;;;;
39acd0c;21/10/2019;07/03/2019;40000.0;mcc_27;segmento_19;cidade_1;bairro_358;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2b8b6be;07/10/2019;21/06/2018;15000.0;mcc_4;segmento_4;cidade_32;bairro_125;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3;;;;
8609522;10/10/2019;28/09/2017;150000.0;mcc_3;segmento_1;cidade_1;bairro_116;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
61bcf5c;26/09/2019;06/02/2019;30000.0;mcc_3;segmento_1;cidade_1;bairro_103;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
1b4e687;28/10/2019;03/04/2018;10000.0;mcc_15;segmento_5;cidade_166;bairro_276;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
70c9feb;01/10/2019;29/01/2019;8000.0;mcc_4;segmento_4;cidade_361;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
70b9909;16/10/2019;16/02/2018;;mcc_3;segmento_1;cidade_22;bairro_315;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1;;;;
639cc7e;01/10/2019;27/03/2018;30000.0;mcc_3;segmento_1;cidade_275;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4f58abd;15/10/2019;19/10/2018;;mcc_18;segmento_21;cidade_81;bairro_44;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1;;;;
13e005b;23/09/2019;26/12/2018;55000.0;mcc_44;segmento_19;cidade_32;bairro_516;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3;;;;
6275243;26/09/2019;18/12/2018;15000.0;mcc_1;segmento_3;cidade_90;bairro_902;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
340d328;07/10/2019;29/11/2018;10000.0;mcc_4;segmento_4;cidade_9;bairro_141;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
63880ea;31/10/2019;28/09/2017;8000.0;mcc_4;segmento_4;cidade_1;bairro_815;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6e0064b;29/10/2019;08/03/2019;10500.0;mcc_51;segmento_17;cidade_37;bairro_2465;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
6ba7014;07/10/2019;20/01/2018;5000.0;mcc_7;segmento_7;cidade_38;bairro_901;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
5696253;30/10/2019;09/01/2019;18500.0;mcc_14;segmento_2;cidade_153;bairro_1;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1;;;;
5ef1956;21/10/2019;19/12/2017;7000.0;mcc_5;segmento_9;cidade_265;;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1;;;;
481fd87;30/09/2019;21/11/2018;60000.0;mcc_2;segmento_2;cidade_32;bairro_605;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3;;;;
7941da7;20/09/2019;15/02/2018;70000.0;mcc_7;segmento_7;cidade_12;bairro_216;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
274d801;07/10/2019;06/11/2018;45000.0;mcc_5;segmento_9;cidade_2;bairro_73;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
65e76c9;30/09/2019;06/09/2018;31000.0;mcc_19;segmento_17;cidade_6;bairro_21;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
7ac4ade;10/09/2019;20/10/2018;25000.0;mcc_15;segmento_5;cidade_2;bairro_418;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
603c4c4;10/09/2019;23/05/2018;500000.0;mcc_3;segmento_1;cidade_76;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
0cb7985;03/09/2019;09/11/2018;25000.0;mcc_1;segmento_3;cidade_2;bairro_34;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
3c9caff;05/09/2019;18/10/2018;25500.0;mcc_14;segmento_2;cidade_6;bairro_268;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3;;;;
623b6e1;28/10/2019;26/06/2018;23000.0;mcc_1;segmento_3;cidade_1;bairro_3;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
0e21235;01/10/2019;21/06/2019;;mcc_70;segmento_22;cidade_37;bairro_449;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
3a69322;25/09/2019;27/06/2018;;mcc_17;segmento_20;cidade_9;bairro_307;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
209dd9c;23/09/2019;06/07/2018;8000.0;mcc_4;segmento_4;cidade_98;bairro_149;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3;;;;
1135bf5;31/10/2019;19/09/2018;;mcc_9;segmento_11;cidade_135;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
779f44b;16/10/2019;18/03/2019;80000.0;mcc_33;segmento_5;cidade_112;bairro_643;canal_de_vendas_1;subcanal_de_vendas_4;uf_2;regiao_1;;;;
1fc856c;23/09/2019;31/10/2018;21000.0;mcc_13;segmento_13;cidade_4;bairro_747;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4;;;;
26a23cc;16/10/2019;28/09/2018;26400.0;mcc_3;segmento_1;cidade_39;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
21d1e78;30/09/2019;26/09/2018;20000.0;mcc_4;segmento_4;cidade_107;bairro_2114;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
40c6ebe;23/10/2019;02/03/2019;16000.0;mcc_16;segmento_14;cidade_1;bairro_1455;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
6fd9ab6;31/10/2019;21/01/2019;20000.0;mcc_28;segmento_8;cidade_1;bairro_1137;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
11d8254;28/10/2019;13/04/2019;;mcc_1;segmento_3;cidade_4;bairro_74;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4;;;;
51585a8;07/10/2019;01/02/2019;25000.0;mcc_9;segmento_11;cidade_10;bairro_328;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3;;;;
07dd361;28/10/2019;05/12/2018;5000.0;mcc_10;segmento_12;cidade_16;bairro_2631;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
459212b;31/10/2019;01/02/2019;15000.0;mcc_37;segmento_6;cidade_102;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
24c74f5;16/10/2019;17/05/2016;;mcc_49;segmento_8;cidade_173;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
4eb0e35;18/09/2019;22/03/2018;;mcc_1;segmento_3;cidade_22;bairro_513;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1;;;;
3f7e8e5;16/10/2019;13/11/2018;20000.0;mcc_69;segmento_6;cidade_2;bairro_150;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
58ccee9;09/10/2019;07/11/2018;20000.0;mcc_3;segmento_1;cidade_54;;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
54159d4;25/09/2019;03/08/2018;30000.0;mcc_17;segmento_20;cidade_2;bairro_224;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
7901324;07/10/2019;19/07/2017;10000.0;mcc_72;segmento_5;cidade_40;bairro_180;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
595a524;11/10/2019;25/01/2017;;mcc_32;segmento_5;cidade_1;bairro_853;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2721f41;07/10/2019;13/06/2018;20000.0;mcc_4;segmento_4;cidade_1;bairro_64;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
60abe29;25/10/2019;28/09/2018;10000.0;mcc_4;segmento_4;cidade_38;bairro_303;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
1d3d601;07/10/2019;20/12/2018;20000.0;mcc_11;segmento_8;cidade_19;bairro_228;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
1c32bec;31/10/2019;05/10/2017;80000.0;mcc_48;segmento_4;cidade_2;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
24f1ce5;16/10/2019;01/02/2017;;mcc_4;segmento_4;cidade_1;bairro_114;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
16d0006;23/09/2019;22/11/2017;15000.0;mcc_20;segmento_23;cidade_642;;canal_de_vendas_1;subcanal_de_vendas_3;uf_5;regiao_1;;;;
74746a9;16/10/2019;16/07/2018;100000.0;mcc_65;segmento_19;cidade_62;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
39913a5;18/09/2019;11/10/2018;5000.0;mcc_10;segmento_12;cidade_193;bairro_458;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
2a8ee5a;25/09/2019;30/06/2018;30000.0;mcc_29;segmento_6;cidade_437;;canal_de_vendas_1;subcanal_de_vendas_4;uf_4;regiao_2;;;;
31bd07e;07/10/2019;22/12/2018;15000.0;mcc_57;segmento_12;cidade_162;bairro_806;canal_de_vendas_1;subcanal_de_vendas_4;uf_3;regiao_2;;;;
615aa33;07/10/2019;24/05/2018;27000.0;mcc_1;segmento_3;cidade_20;bairro_218;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3;;;;
03d79f0;25/09/2019;02/06/2017;40000.0;mcc_4;segmento_4;cidade_17;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
08f5a43;29/10/2019;20/12/2018;10000.0;mcc_29;segmento_6;cidade_50;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
070ee42;04/09/2019;16/07/2018;5000.0;mcc_3;segmento_1;cidade_545;;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
72a071a;25/09/2019;27/07/2018;30000.0;mcc_44;segmento_19;cidade_210;bairro_336;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
37ebe28;07/10/2019;08/08/2018;;mcc_12;segmento_1;cidade_193;bairro_1705;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
58c813f;18/09/2019;18/10/2017;100000.0;mcc_14;segmento_2;cidade_1;bairro_290;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
3d8581f;23/09/2019;24/09/2018;5060.0;mcc_62;segmento_6;cidade_426;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
0b11e69;25/10/2019;30/11/2016;;mcc_13;segmento_13;cidade_17;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
7154069;16/10/2019;01/12/2018;120000.0;mcc_14;segmento_2;cidade_1;bairro_75;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
7dfcc1c;10/09/2019;16/11/2018;30000.0;mcc_4;segmento_4;cidade_1;bairro_24;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4bbfcba;16/10/2019;21/03/2019;25000.0;mcc_16;segmento_14;cidade_1;bairro_3106;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
813f2ca;30/10/2019;07/04/2019;17000.0;mcc_14;segmento_2;cidade_81;bairro_1184;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1;;;;
9131090;30/10/2019;09/11/2018;35000.0;mcc_24;segmento_16;cidade_11;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2;;;;
43e6317;07/10/2019;20/02/2019;10000.0;mcc_44;segmento_19;cidade_240;;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2;;;;
397c673;08/10/2019;13/02/2019;22000.0;mcc_9;segmento_11;cidade_144;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
55e84f7;20/09/2019;17/08/2018;120000.0;mcc_4;segmento_4;cidade_2;bairro_46;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1;;;;
5c847fe;08/10/2019;27/02/2019;20000.0;mcc_18;segmento_21;cidade_21;bairro_157;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
669de4e;28/10/2019;19/09/2018;1000.0;mcc_3;segmento_1;cidade_1;bairro_153;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
4998951;26/09/2019;24/10/2018;50000.0;mcc_43;segmento_1;cidade_1;bairro_197;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
0b20722;25/09/2019;21/12/2018;150000.0;mcc_24;segmento_16;cidade_782;bairro_2480;canal_de_vendas_1;subcanal_de_vendas_3;uf_23;regiao_3;;;;
22832de;28/10/2019;27/03/2019;15000.0;mcc_7;segmento_7;cidade_87;bairro_447;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
2d3491b;07/10/2019;12/03/2018;40000.0;mcc_54;segmento_14;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
6177fbf;25/09/2019;25/10/2018;30000.0;mcc_4;segmento_4;cidade_259;;canal_de_vendas_1;subcanal_de_vendas_4;uf_5;regiao_1;;;;
5572619;07/10/2019;04/02/2019;5000.0;mcc_6;segmento_1;cidade_8;;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4;;;;
5a630a8;20/09/2019;01/12/2017;;mcc_21;segmento_24;cidade_1;bairro_75;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1;;;;
353508e;02/10/2019;05/06/2017;;mcc_39;segmento_17;cidade_436;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1;;;;
4f2e343;16/10/2019;20/03/2019;25000.0;mcc_8;segmento_10;cidade_18;bairro_614;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
0c63949;16/10/2019;19/12/2018;20900.0;mcc_34;segmento_15;cidade_4;bairro_126;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4;;;;
81454cc;08/10/2019;19/05/2018;6000.0;mcc_4;segmento_4;cidade_14;bairro_464;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2;;;;
