,client_id,mes,tpv_,margem_tpv_,data_de_desembolso_
22640,2851fb0,2019-02-28,18692.04,253.78,2019-10-21
22641,2851fb0,2019-03-31,23439.19,337.36,2019-10-21
22642,2851fb0,2019-04-30,12020.36,169.13,2019-10-21
22643,2851fb0,2019-05-31,10749.72,143.92,2019-10-21
22644,2851fb0,2019-06-30,15209.78,210.37,2019-10-21
22645,2851fb0,2019-07-31,32640.29,242.84,2019-10-21
22646,2851fb0,2019-08-31,12145.2,92.64,2019-10-21
22647,2851fb0,2019-09-30,20665.98,160.92,2019-10-21
22648,285c41f,2018-10-31,39626.46,313.31,2019-10-21
22649,285c41f,2018-11-30,40063.54,305.28,2019-10-21
22650,285c41f,2018-12-31,34872.44,258.47,2019-10-21
22651,285c41f,2019-01-31,27706.35,203.69,2019-10-21
22652,285c41f,2019-02-28,27148.11,190.31,2019-10-21
22653,285c41f,2019-03-31,36965.04,239.11,2019-10-21
22654,285c41f,2019-04-30,27959.43,204.08,2019-10-21
22655,285c41f,2019-05-31,25965.15,210.8,2019-10-21
22656,285c41f,2019-06-30,25579.19,204.05,2019-10-21
22657,285c41f,2019-07-31,25294.03,185.01,2019-10-21
22658,285c41f,2019-08-31,32085.21,289.15,2019-10-21
22659,285c41f,2019-09-30,43874.88,473.32,2019-10-21
22684,2878899,2019-03-31,6665.86,89.04,2019-10-16
22685,2878899,2019-04-30,14612.26,189.55,2019-10-16
22686,2878899,2019-05-31,15335.79,196.11,2019-10-16
22687,2878899,2019-06-30,20605.86,276.27,2019-10-16
22688,2878899,2019-07-31,22419.29,291.52,2019-10-16
22689,2878899,2019-08-31,25630.21,337.44,2019-10-16
22690,2878899,2019-09-30,29520.27,392.91,2019-10-16
22691,288c899,2019-03-31,4595.04,21.42,2019-10-16
22692,288c899,2019-04-30,8611.43,40.78,2019-10-16
22693,288c899,2019-05-31,9023.51,57.71,2019-10-16
22694,288c899,2019-06-30,9119.48,42.48,2019-10-16
22695,288c899,2019-07-31,6944.31,31.74,2019-10-16
22696,288c899,2019-08-31,6811.0,32.33,2019-10-16
22697,288c899,2019-09-30,10921.28,74.23,2019-10-16
22698,2890f74,2019-01-31,162.72,2.68,2019-10-08
22699,2890f74,2019-02-28,7526.71,107.17,2019-10-08
22700,2890f74,2019-03-31,10774.55,150.09,2019-10-08
22701,2890f74,2019-04-30,12916.16,168.4,2019-10-08
22702,2890f74,2019-05-31,18390.21,254.42,2019-10-08
22703,2890f74,2019-06-30,19205.18,286.43,2019-10-08
22704,2890f74,2019-07-31,21264.98,339.2,2019-10-08
22705,2890f74,2019-08-31,24496.3,330.08,2019-10-08
22706,2890f74,2019-09-30,21136.44,271.8,2019-10-08
22707,28998f2,2019-03-31,343.74,5.32,2019-10-16
22708,28998f2,2019-04-30,3144.74,45.65,2019-10-16
22709,28998f2,2019-05-31,3870.81,53.2,2019-10-16
22710,28998f2,2019-06-30,4587.03,67.19,2019-10-16
22711,28998f2,2019-07-31,4979.74,70.1,2019-10-16
22712,28998f2,2019-08-31,5078.62,71.9,2019-10-16
22713,28998f2,2019-09-30,2667.92,37.92,2019-10-16
22735,289fac8,2018-09-30,54392.07,482.31,2019-09-19
22736,289fac8,2018-10-31,51129.44,488.62,2019-09-19
22737,289fac8,2018-11-30,49417.87,416.77,2019-09-19
22738,289fac8,2018-12-31,72766.8,610.09,2019-09-19
22739,289fac8,2019-01-31,62453.44,604.92,2019-09-19
22740,289fac8,2019-02-28,59365.59,491.84,2019-09-19
22741,289fac8,2019-03-31,64016.22,538.91,2019-09-19
22742,289fac8,2019-04-30,65038.82,635.87,2019-09-19
22743,289fac8,2019-05-31,68971.41,620.0,2019-09-19
22744,289fac8,2019-06-30,64125.53,574.04,2019-09-19
22745,289fac8,2019-07-31,65781.45,651.43,2019-09-19
22746,289fac8,2019-08-31,68266.19,626.81,2019-09-19
22747,28a092a,2018-09-30,4145.78,50.36,2019-09-18
22748,28a092a,2018-10-31,5011.72,71.49,2019-09-18
22749,28a092a,2018-11-30,5343.1,78.26,2019-09-18
22750,28a092a,2018-12-31,4050.07,58.76,2019-09-18
22751,28a092a,2019-01-31,6034.32,88.33,2019-09-18
22752,28a092a,2019-02-28,5513.62,82.4,2019-09-18
22753,28a092a,2019-03-31,2901.19,40.59,2019-09-18
22754,28a092a,2019-04-30,4114.93,57.59,2019-09-18
22755,28a092a,2019-05-31,3684.06,42.86,2019-09-18
22756,28a092a,2019-06-30,2490.81,22.89,2019-09-18
22757,28a092a,2019-07-31,1847.1,16.9,2019-09-18
22758,28a092a,2019-08-31,1974.99,16.74,2019-09-18
22759,28a569f,2018-12-31,12192.95,118.4,2019-10-09
22760,28a569f,2019-01-31,1832.32,15.18,2019-10-09
22761,28a569f,2019-02-28,3541.73,33.85,2019-10-09
22762,28a569f,2019-03-31,2557.8,22.55,2019-10-09
22763,28a569f,2019-04-30,5091.76,47.07,2019-10-09
22764,28a569f,2019-05-31,5533.83,55.7,2019-10-09
22765,28a569f,2019-06-30,6912.02,61.59,2019-10-09
22766,28a569f,2019-07-31,6155.74,53.07,2019-10-09
22767,28a569f,2019-08-31,14574.82,107.64,2019-10-09
22768,28a569f,2019-09-30,7984.49,70.41,2019-10-09
22769,28a8aa6,2019-03-31,5286.9,55.16,2019-10-21
22770,28a8aa6,2019-04-30,2405.55,23.56,2019-10-21
22771,28a8aa6,2019-05-31,8257.82,83.08,2019-10-21
22772,28a8aa6,2019-06-30,11780.63,116.98,2019-10-21
22773,28a8aa6,2019-07-31,10714.69,105.99,2019-10-21
22774,28a8aa6,2019-08-31,12745.2,129.63,2019-10-21
22775,28a8aa6,2019-09-30,12963.74,141.07,2019-10-21
22776,28aa7c1,2018-10-31,5791.41,103.79,2019-10-07
22777,28aa7c1,2018-11-30,7125.47,130.7,2019-10-07
22778,28aa7c1,2018-12-31,15567.52,270.43,2019-10-07
22779,28aa7c1,2019-01-31,11424.75,208.39,2019-10-07
22780,28aa7c1,2019-02-28,11322.7,202.04,2019-10-07
22781,28aa7c1,2019-03-31,9294.04,162.7,2019-10-07
22782,28aa7c1,2019-04-30,7051.78,123.28,2019-10-07
22783,28aa7c1,2019-05-31,9814.91,177.84,2019-10-07
22784,28aa7c1,2019-06-30,7889.42,132.78,2019-10-07
22785,28aa7c1,2019-07-31,9754.32,165.2,2019-10-07
22786,28aa7c1,2019-08-31,9207.21,110.52,2019-10-07
22787,28aa7c1,2019-09-30,9766.53,86.29,2019-10-07
22788,28ab54a,2018-11-30,34501.38,416.75,2019-10-28
22789,28ab54a,2018-12-31,64520.19,735.4,2019-10-28
22790,28ab54a,2019-01-31,18867.88,209.96,2019-10-28
22791,28ab54a,2019-02-28,28807.55,309.3,2019-10-28
22792,28ab54a,2019-03-31,23949.15,256.05,2019-10-28
22793,28ab54a,2019-04-30,17104.77,174.48,2019-10-28
22794,28ab54a,2019-05-31,32275.55,330.96,2019-10-28
22795,28ab54a,2019-06-30,65096.04,667.23,2019-10-28
22796,28ab54a,2019-07-31,36334.25,375.94,2019-10-28
22797,28ab54a,2019-08-31,47361.49,500.13,2019-10-28
22798,28ab54a,2019-09-30,39046.77,422.87,2019-10-28
22799,28ac8f9,2018-11-30,16813.53,200.93,2019-10-07
22800,28ac8f9,2018-12-31,15410.22,183.98,2019-10-07
22801,28ac8f9,2019-01-31,23915.34,289.41,2019-10-07
22802,28ac8f9,2019-02-28,26955.21,253.16,2019-10-07
22803,28ac8f9,2019-03-31,36018.7,164.17,2019-10-07
22804,28ac8f9,2019-04-30,22127.32,108.83,2019-10-07
22805,28ac8f9,2019-05-31,19439.63,82.99,2019-10-07
22806,28ac8f9,2019-06-30,26169.6,131.19,2019-10-07
22807,28ac8f9,2019-07-31,38183.14,89.81,2019-10-07
22808,28ac8f9,2019-08-31,29680.75,88.57,2019-10-07
22809,28ac8f9,2019-09-30,41494.15,136.95,2019-10-07
22810,28aea9e,2018-09-30,24074.63,525.47,2019-09-26
22811,28aea9e,2018-10-31,22948.27,497.92,2019-09-26
22812,28aea9e,2018-11-30,22345.39,479.09,2019-09-26
22813,28aea9e,2018-12-31,33224.58,725.53,2019-09-26
22814,28aea9e,2019-01-31,25479.72,549.82,2019-09-26
22815,28aea9e,2019-02-28,19753.92,420.1,2019-09-26
22816,28aea9e,2019-03-31,25493.42,555.85,2019-09-26
22817,28aea9e,2019-04-30,22020.34,457.08,2019-09-26
22818,28aea9e,2019-05-31,25692.79,455.15,2019-09-26
22819,28aea9e,2019-06-30,26713.28,463.99,2019-09-26
22820,28aea9e,2019-07-31,24428.92,410.77,2019-09-26
22821,28aea9e,2019-08-31,24870.26,420.67,2019-09-26
22822,28b025a,2018-10-31,9146.14,264.78,2019-10-28
22823,28b025a,2018-11-30,7185.81,185.05,2019-10-28
22824,28b025a,2018-12-31,8627.09,265.38,2019-10-28
22825,28b025a,2019-01-31,13817.95,449.92,2019-10-28
22826,28b025a,2019-02-28,8972.14,255.02,2019-10-28
22827,28b025a,2019-03-31,9764.36,292.83,2019-10-28
22828,28b025a,2019-04-30,8671.64,251.35,2019-10-28
22829,28b025a,2019-05-31,8643.41,171.04,2019-10-28
22830,28b025a,2019-06-30,6473.84,127.59,2019-10-28
22831,28b025a,2019-07-31,8724.53,182.79,2019-10-28
22832,28b025a,2019-08-31,14430.21,403.24,2019-10-28
22833,28b025a,2019-09-30,12751.72,350.49,2019-10-28
22834,28bad81,2018-10-31,45652.01,712.19,2019-10-07
22835,28bad81,2018-11-30,38286.0,596.66,2019-10-07
22836,28bad81,2018-12-31,28667.37,418.19,2019-10-07
22837,28bad81,2019-01-31,51399.82,785.09,2019-10-07
22838,28bad81,2019-02-28,42873.83,667.99,2019-10-07
22839,28bad81,2019-03-31,65781.65,1052.63,2019-10-07
22840,28bad81,2019-04-30,69250.9,818.38,2019-10-07
22841,28bad81,2019-05-31,63060.37,763.29,2019-10-07
22842,28bad81,2019-06-30,47296.33,561.22,2019-10-07
22843,28bad81,2019-07-31,80163.51,986.81,2019-10-07
22844,28bad81,2019-08-31,61186.69,726.42,2019-10-07
22845,28bad81,2019-09-30,77055.53,909.99,2019-10-07
22846,28bc3dc,2018-10-31,3165.77,15.21,2019-09-02
22847,28bc3dc,2018-11-30,14538.13,110.33,2019-09-02
22848,28bc3dc,2018-12-31,23983.43,160.17,2019-09-02
22849,28bc3dc,2019-01-31,18635.97,116.72,2019-09-02
22850,28bc3dc,2019-02-28,19057.91,113.63,2019-09-02
22851,28bc3dc,2019-03-31,19025.06,107.56,2019-09-02
22852,28bc3dc,2019-04-30,17246.59,103.84,2019-09-02
22853,28bc3dc,2019-05-31,18170.92,137.69,2019-09-02
22854,28bc3dc,2019-06-30,21497.89,157.38,2019-09-02
22855,28bc3dc,2019-07-31,20115.86,155.99,2019-09-02
22856,28bc3dc,2019-08-31,19360.37,140.69,2019-09-02
22857,28c6889,2019-03-31,6031.71,56.57,2019-10-28
22858,28c6889,2019-04-30,16265.52,97.28,2019-10-28
22859,28c6889,2019-05-31,18560.58,115.54,2019-10-28
22860,28c6889,2019-06-30,15520.8,86.85,2019-10-28
22861,28c6889,2019-07-31,18619.74,105.04,2019-10-28
22862,28c6889,2019-08-31,17315.61,105.97,2019-10-28
22863,28c6889,2019-09-30,17847.18,128.99,2019-10-28
22864,28ce52c,2019-03-31,753.35,5.34,2019-10-21
22865,28ce52c,2019-04-30,6736.83,40.69,2019-10-21
22866,28ce52c,2019-05-31,9409.89,58.93,2019-10-21
22867,28ce52c,2019-06-30,9999.16,66.81,2019-10-21
22868,28ce52c,2019-07-31,13411.68,75.24,2019-10-21
22869,28ce52c,2019-08-31,12595.78,75.54,2019-10-21
22870,28ce52c,2019-09-30,12253.58,67.7,2019-10-21
22905,28e5213,2019-02-28,4731.93,30.22,2019-10-02
22906,28e5213,2019-03-31,11709.81,82.47,2019-10-02
22907,28e5213,2019-04-30,13168.32,66.35,2019-10-02
22908,28e5213,2019-05-31,18492.72,95.01,2019-10-02
22909,28e5213,2019-06-30,21585.57,119.58,2019-10-02
22910,28e5213,2019-07-31,27706.02,186.73,2019-10-02
22911,28e5213,2019-08-31,18024.66,129.76,2019-10-02
22912,28e5213,2019-09-30,20118.75,136.49,2019-10-02
22925,28f45a6,2019-03-31,933.25,10.74,2019-10-31
22926,28f45a6,2019-04-30,17652.03,198.09,2019-10-31
22927,28f45a6,2019-05-31,15877.67,186.93,2019-10-31
22928,28f45a6,2019-06-30,11452.1,150.47,2019-10-31
22929,28f45a6,2019-07-31,14020.35,167.06,2019-10-31
22930,28f45a6,2019-08-31,11840.7,137.68,2019-10-31
22931,28f45a6,2019-09-30,11028.35,134.75,2019-10-31
22942,290564a,2019-04-30,3866.45,45.74,2019-10-28
22943,290564a,2019-05-31,1322.28,18.55,2019-10-28
22944,290564a,2019-06-30,2569.61,35.17,2019-10-28
22945,290564a,2019-07-31,1164.29,10.15,2019-10-28
22946,290564a,2019-08-31,3590.19,23.42,2019-10-28
22947,290564a,2019-09-30,5898.77,22.34,2019-10-28
22960,290d139,2018-11-30,2857.95,34.27,2019-10-10
22961,290d139,2018-12-31,10718.49,114.78,2019-10-10
22962,290d139,2019-01-31,5913.39,55.31,2019-10-10
22963,290d139,2019-02-28,7471.56,77.44,2019-10-10
22964,290d139,2019-03-31,7496.79,72.39,2019-10-10
22965,290d139,2019-04-30,4959.87,49.52,2019-10-10
22966,290d139,2019-05-31,6963.92,73.3,2019-10-10
22967,290d139,2019-06-30,5919.48,61.42,2019-10-10
22968,290d139,2019-07-31,5721.12,55.93,2019-10-10
22969,290d139,2019-08-31,8622.57,84.38,2019-10-10
22970,290d139,2019-09-30,5245.23,38.95,2019-10-10
22971,291517f,2018-09-30,8607.78,137.21,2019-09-20
22972,291517f,2018-10-31,9419.49,151.67,2019-09-20
22973,291517f,2018-11-30,3807.12,63.59,2019-09-20
22974,291517f,2018-12-31,7938.75,119.42,2019-09-20
22975,291517f,2019-01-31,9253.32,141.73,2019-09-20
22976,291517f,2019-02-28,6230.07,95.72,2019-09-20
22977,291517f,2019-03-31,7862.62,124.6,2019-09-20
22978,291517f,2019-04-30,6100.44,100.96,2019-09-20
22979,291517f,2019-05-31,7657.74,172.57,2019-09-20
22980,291517f,2019-06-30,5948.19,79.7,2019-09-20
22981,291517f,2019-07-31,22823.28,362.24,2019-09-20
22982,291517f,2019-08-31,16259.86,257.69,2019-09-20
22992,292a3e6,2018-12-31,10921.46,120.78,2019-10-31
22993,292a3e6,2019-01-31,7371.64,88.32,2019-10-31
22994,292a3e6,2019-02-28,5751.35,69.96,2019-10-31
22995,292a3e6,2019-03-31,7758.01,93.11,2019-10-31
22996,292a3e6,2019-04-30,8253.29,99.65,2019-10-31
22997,292a3e6,2019-05-31,7622.74,89.73,2019-10-31
22998,292a3e6,2019-06-30,8334.82,106.36,2019-10-31
22999,292a3e6,2019-07-31,8437.21,94.07,2019-10-31
23000,292a3e6,2019-08-31,15405.44,176.45,2019-10-31
23001,292a3e6,2019-09-30,10196.18,121.27,2019-10-31
23002,292a682,2018-09-30,25669.85,406.04,2019-09-11
23003,292a682,2018-10-31,28740.05,523.26,2019-09-11
23004,292a682,2018-11-30,27421.66,504.61,2019-09-11
23005,292a682,2018-12-31,25749.33,488.67,2019-09-11
23006,292a682,2019-01-31,24613.08,453.09,2019-09-11
23007,292a682,2019-02-28,20299.69,371.99,2019-09-11
23008,292a682,2019-03-31,21540.67,388.87,2019-09-11
23009,292a682,2019-04-30,20080.47,370.67,2019-09-11
23010,292a682,2019-05-31,21944.88,407.33,2019-09-11
23011,292a682,2019-06-30,24550.06,454.09,2019-09-11
23012,292a682,2019-07-31,23287.73,421.25,2019-09-11
23013,292a682,2019-08-31,23722.78,440.31,2019-09-11
23014,292b422,2018-10-31,5801.12,66.15,2019-10-15
23015,292b422,2018-11-30,8271.68,96.61,2019-10-15
23016,292b422,2018-12-31,17158.85,184.89,2019-10-15
23017,292b422,2019-01-31,19599.1,212.56,2019-10-15
23018,292b422,2019-02-28,17232.79,193.14,2019-10-15
23019,292b422,2019-03-31,15201.94,161.97,2019-10-15
23020,292b422,2019-04-30,15296.96,162.23,2019-10-15
23021,292b422,2019-05-31,12404.05,131.85,2019-10-15
23022,292b422,2019-06-30,17432.8,190.3,2019-10-15
23023,292b422,2019-07-31,17396.13,185.12,2019-10-15
23024,292b422,2019-08-31,16338.43,165.6,2019-10-15
23025,292b422,2019-09-30,16870.87,179.09,2019-10-15
23026,292be35,2018-09-30,1529.55,9.1,2019-09-20
23027,292be35,2018-10-31,2208.41,35.24,2019-09-20
23028,292be35,2018-11-30,2421.36,41.34,2019-09-20
23029,292be35,2018-12-31,4202.6,49.54,2019-09-20
23030,292be35,2019-01-31,1723.82,16.17,2019-09-20
23031,292be35,2019-02-28,9937.59,40.29,2019-09-20
23032,292be35,2019-03-31,7197.85,16.72,2019-09-20
23033,292be35,2019-04-30,7728.21,39.27,2019-09-20
23034,292be35,2019-05-31,8084.22,24.33,2019-09-20
23035,292be35,2019-06-30,9118.17,31.54,2019-09-20
23036,292be35,2019-07-31,12667.03,33.71,2019-09-20
23037,292be35,2019-08-31,18754.02,52.92,2019-09-20
23038,292c134,2018-10-31,668.07,1.83,2019-09-26
23039,292c134,2018-11-30,30697.11,186.56,2019-09-26
23040,292c134,2018-12-31,83417.29,519.01,2019-09-26
23041,292c134,2019-01-31,29405.86,197.63,2019-09-26
23042,292c134,2019-02-28,26216.35,167.16,2019-09-26
23043,292c134,2019-03-31,35994.73,222.86,2019-09-26
23044,292c134,2019-04-30,32947.19,171.73,2019-09-26
23045,292c134,2019-05-31,33159.3,144.26,2019-09-26
23046,292c134,2019-06-30,38333.97,207.97,2019-09-26
23047,292c134,2019-07-31,47741.53,387.08,2019-09-26
23048,292c134,2019-08-31,25334.81,152.6,2019-09-26
23059,2935ca4,2018-09-30,36504.76,350.01,2019-09-20
23060,2935ca4,2018-10-31,42394.04,450.22,2019-09-20
23061,2935ca4,2018-11-30,32201.21,334.16,2019-09-20
23062,2935ca4,2018-12-31,58545.21,551.68,2019-09-20
23063,2935ca4,2019-01-31,20872.59,185.56,2019-09-20
23064,2935ca4,2019-02-28,19424.77,182.02,2019-09-20
23065,2935ca4,2019-03-31,24229.63,235.39,2019-09-20
23066,2935ca4,2019-04-30,31169.64,293.11,2019-09-20
23067,2935ca4,2019-05-31,52459.96,498.95,2019-09-20
23068,2935ca4,2019-06-30,62593.02,617.47,2019-09-20
23069,2935ca4,2019-07-31,78148.52,747.25,2019-09-20
23070,2935ca4,2019-08-31,81440.02,791.37,2019-09-20
23083,293c592,2018-10-31,20899.68,265.85,2019-09-25
23084,293c592,2018-11-30,26313.17,336.28,2019-09-25
23085,293c592,2018-12-31,23039.93,281.83,2019-09-25
23086,293c592,2019-01-31,34867.2,426.73,2019-09-25
23087,293c592,2019-02-28,26909.6,333.1,2019-09-25
23088,293c592,2019-03-31,21412.32,254.59,2019-09-25
23089,293c592,2019-04-30,29627.87,353.21,2019-09-25
23090,293c592,2019-05-31,34908.23,428.22,2019-09-25
23091,293c592,2019-06-30,30075.27,358.3,2019-09-25
23092,293c592,2019-07-31,31481.58,366.66,2019-09-25
23093,293c592,2019-08-31,32778.12,397.53,2019-09-25
23094,293dbd2,2018-12-31,1023.9,20.95,2019-10-17
23095,293dbd2,2019-01-31,9755.66,190.6,2019-10-17
23096,293dbd2,2019-02-28,4082.48,76.74,2019-10-17
23097,293dbd2,2019-03-31,10604.08,226.49,2019-10-17
23098,293dbd2,2019-04-30,5977.99,104.75,2019-10-17
23099,293dbd2,2019-05-31,10343.06,202.18,2019-10-17
23100,293dbd2,2019-06-30,12907.58,286.4,2019-10-17
23101,293dbd2,2019-07-31,13801.2,269.76,2019-10-17
23102,293dbd2,2019-08-31,11902.17,225.71,2019-10-17
23103,293dbd2,2019-09-30,13955.5,258.41,2019-10-17
23127,2943557,2019-03-31,516.0,5.84,2019-10-25
23128,2943557,2019-04-30,4381.4,46.34,2019-10-25
23129,2943557,2019-05-31,9208.78,94.56,2019-10-25
23130,2943557,2019-06-30,6460.08,33.44,2019-10-25
23131,2943557,2019-07-31,8808.83,46.32,2019-10-25
23132,2943557,2019-08-31,11164.59,46.4,2019-10-25
23133,2943557,2019-09-30,6333.71,29.4,2019-10-25
23134,29497f6,2019-04-30,8904.68,80.25,2019-10-31
23135,29497f6,2019-05-31,15849.59,142.59,2019-10-31
23136,29497f6,2019-06-30,14958.49,142.73,2019-10-31
23137,29497f6,2019-07-31,7506.01,62.82,2019-10-31
23138,29497f6,2019-08-31,14391.53,123.67,2019-10-31
23139,29497f6,2019-09-30,11759.72,106.87,2019-10-31
23140,2949ea1,2019-02-28,16708.44,99.23,2019-10-21
23141,2949ea1,2019-03-31,29772.86,116.14,2019-10-21
23142,2949ea1,2019-04-30,20161.08,117.99,2019-10-21
23143,2949ea1,2019-05-31,20991.8,155.2,2019-10-21
23144,2949ea1,2019-06-30,17808.46,96.46,2019-10-21
23145,2949ea1,2019-07-31,21871.45,128.78,2019-10-21
23146,2949ea1,2019-08-31,26973.7,171.31,2019-10-21
23147,2949ea1,2019-09-30,17100.76,123.62,2019-10-21
23148,29597a5,2018-10-31,34562.93,343.15,2019-10-22
23149,29597a5,2018-11-30,46613.03,490.32,2019-10-22
23150,29597a5,2018-12-31,7140.24,75.96,2019-10-22
23151,29597a5,2019-01-31,14679.7,88.48,2019-10-22
23152,29597a5,2019-02-28,43220.99,257.86,2019-10-22
23153,29597a5,2019-03-31,42095.13,262.22,2019-10-22
23154,29597a5,2019-04-30,51753.69,311.54,2019-10-22
23155,29597a5,2019-05-31,48277.14,292.36,2019-10-22
23156,29597a5,2019-06-30,62614.54,361.97,2019-10-22
23157,29597a5,2019-07-31,70544.47,275.68,2019-10-22
23158,29597a5,2019-08-31,69360.99,56.67,2019-10-22
23159,29597a5,2019-09-30,59898.33,68.8,2019-10-22
23172,2969671,2019-03-31,7546.21,96.28,2019-10-24
23173,2969671,2019-04-30,12548.18,166.88,2019-10-24
23174,2969671,2019-05-31,12863.78,176.88,2019-10-24
23175,2969671,2019-06-30,11487.83,158.32,2019-10-24
23176,2969671,2019-07-31,11811.28,162.65,2019-10-24
23177,2969671,2019-08-31,10533.69,143.9,2019-10-24
23178,2969671,2019-09-30,9250.85,125.36,2019-10-24
23191,296afc5,2018-09-30,17068.1,189.15,2019-09-05
23192,296afc5,2018-10-31,4384.8,61.57,2019-09-05
23193,296afc5,2018-11-30,9343.8,120.09,2019-09-05
23194,296afc5,2018-12-31,4246.04,50.02,2019-09-05
23195,296afc5,2019-01-31,9307.26,121.64,2019-09-05
23196,296afc5,2019-02-28,13802.55,204.85,2019-09-05
23197,296afc5,2019-03-31,14316.72,202.97,2019-09-05
23198,296afc5,2019-04-30,8569.4,130.58,2019-09-05
23199,296afc5,2019-05-31,5995.17,73.17,2019-09-05
23200,296afc5,2019-06-30,8338.73,101.95,2019-09-05
23201,296afc5,2019-07-31,3636.61,48.44,2019-09-05
23202,296afc5,2019-08-31,17339.1,260.32,2019-09-05
23203,2970675,2019-01-31,2063.68,24.91,2019-10-02
23204,2970675,2019-02-28,20388.36,247.38,2019-10-02
23205,2970675,2019-03-31,22535.84,300.84,2019-10-02
23206,2970675,2019-04-30,18711.07,248.82,2019-10-02
23207,2970675,2019-05-31,19643.63,274.28,2019-10-02
23208,2970675,2019-06-30,17684.39,209.66,2019-10-02
23209,2970675,2019-07-31,20457.13,254.1,2019-10-02
23210,2970675,2019-08-31,22788.38,268.43,2019-10-02
23211,2970675,2019-09-30,22367.08,270.1,2019-10-02
23212,2974187,2018-09-30,6559.66,139.0,2019-09-02
23213,2974187,2018-10-31,11591.09,277.08,2019-09-02
23214,2974187,2018-11-30,11268.34,275.04,2019-09-02
23215,2974187,2018-12-31,8083.97,165.67,2019-09-02
23216,2974187,2019-01-31,15193.18,328.38,2019-09-02
23217,2974187,2019-02-28,12821.01,297.63,2019-09-02
23218,2974187,2019-03-31,11175.05,230.25,2019-09-02
23219,2974187,2019-04-30,10927.47,203.68,2019-09-02
23220,2974187,2019-05-31,9187.08,159.31,2019-09-02
23221,2974187,2019-06-30,6666.77,168.07,2019-09-02
23222,2974187,2019-07-31,8842.07,265.22,2019-09-02
23223,2974187,2019-08-31,5741.89,127.45,2019-09-02
23224,297a2c9,2018-11-30,1625.71,26.94,2019-09-05
23225,297a2c9,2018-12-31,8986.66,125.12,2019-09-05
23226,297a2c9,2019-01-31,9690.98,134.03,2019-09-05
23227,297a2c9,2019-02-28,11089.66,151.95,2019-09-05
23228,297a2c9,2019-03-31,10829.6,147.34,2019-09-05
23229,297a2c9,2019-04-30,11651.21,158.79,2019-09-05
23230,297a2c9,2019-05-31,10866.07,147.72,2019-09-05
23231,297a2c9,2019-06-30,8951.35,124.27,2019-09-05
23232,297a2c9,2019-07-31,9228.53,127.24,2019-09-05
23233,297a2c9,2019-08-31,8704.33,122.95,2019-09-05
23234,298a294,2018-09-30,119040.88,1317.52,2019-09-26
23235,298a294,2018-10-31,111805.07,1202.49,2019-09-26
23236,298a294,2018-11-30,106795.54,703.5,2019-09-26
23237,298a294,2018-12-31,119642.35,806.11,2019-09-26
23238,298a294,2019-01-31,116638.36,751.52,2019-09-26
23239,298a294,2019-02-28,102994.74,639.09,2019-09-26
23240,298a294,2019-03-31,112385.26,714.73,2019-09-26
23241,298a294,2019-04-30,103687.3,634.41,2019-09-26
23242,298a294,2019-05-31,108692.31,795.84,2019-09-26
23243,298a294,2019-06-30,118665.62,887.36,2019-09-26
23244,298a294,2019-07-31,115748.46,788.51,2019-09-26
23245,298a294,2019-08-31,120759.36,866.16,2019-09-26
23246,298bfcd,2019-02-28,1101.42,25.24,2019-10-30
23247,298bfcd,2019-03-31,1716.86,35.32,2019-10-30
23248,298bfcd,2019-04-30,3763.62,68.24,2019-10-30
23249,298bfcd,2019-05-31,2630.88,54.27,2019-10-30
23250,298bfcd,2019-06-30,2264.61,42.55,2019-10-30
23251,298bfcd,2019-07-31,4028.97,77.72,2019-10-30
23252,298bfcd,2019-08-31,1566.0,27.67,2019-10-30
23253,298bfcd,2019-09-30,2420.95,48.94,2019-10-30
23254,298ea30,2018-10-31,22930.39,391.16,2019-10-16
23255,298ea30,2018-11-30,5005.11,84.27,2019-10-16
23256,298ea30,2018-12-31,6798.18,103.2,2019-10-16
23257,298ea30,2019-01-31,7618.66,136.45,2019-10-16
23258,298ea30,2019-02-28,7510.71,124.18,2019-10-16
23259,298ea30,2019-03-31,6144.38,89.13,2019-10-16
23260,298ea30,2019-04-30,6239.64,107.71,2019-10-16
23261,298ea30,2019-05-31,4369.14,78.37,2019-10-16
23262,298ea30,2019-06-30,4765.86,66.98,2019-10-16
23263,298ea30,2019-07-31,10649.67,143.08,2019-10-16
23264,298ea30,2019-08-31,7342.8,78.4,2019-10-16
23265,298ea30,2019-09-30,6277.05,71.64,2019-10-16
23266,298f478,2019-01-31,478.5,11.86,2019-10-07
23267,298f478,2019-02-28,7577.7,179.08,2019-10-07
23268,298f478,2019-03-31,2027.1,44.82,2019-10-07
23269,298f478,2019-04-30,2436.0,55.54,2019-10-07
23270,298f478,2019-05-31,2575.2,48.24,2019-10-07
23271,298f478,2019-06-30,2523.0,46.76,2019-10-07
23272,298f478,2019-07-31,5628.03,129.94,2019-10-07
23273,298f478,2019-08-31,6249.21,134.82,2019-10-07
23274,298f478,2019-09-30,1635.6,31.03,2019-10-07
23275,2990d2f,2018-09-30,12124.58,211.93,2019-09-05
23276,2990d2f,2018-10-31,15628.02,277.15,2019-09-05
23277,2990d2f,2018-11-30,10777.52,197.24,2019-09-05
23278,2990d2f,2018-12-31,12533.32,241.87,2019-09-05
23279,2990d2f,2019-01-31,14956.59,237.38,2019-09-05
