,client_id,mes,total_rav_,margem_rav_,duration_rav_,tipo_rav_,data_de_desembolso_
8614,10446bf,2019-08-31,8839.52,757.11,49.75,1,2019-10-09
8615,10446bf,2019-09-30,6552.9,519.37,48.31,1,2019-10-09
8616,1048f85,2018-10-31,7845.66,233.85,17.42,2,2019-10-28
8617,1048f85,2018-11-30,12853.96,401.73,18.27,2,2019-10-28
8618,1048f85,2018-12-31,10672.42,315.65,17.29,2,2019-10-28
8619,1048f85,2019-01-31,37039.38,1148.24,18.12,2,2019-10-28
8620,1048f85,2019-02-28,20741.32,526.75,14.84,2,2019-10-28
8621,1048f85,2019-03-31,30129.89,714.68,14.45,2,2019-10-28
8622,1048f85,2019-04-30,15803.22,413.54,17.9,2,2019-10-28
8623,1048f85,2019-05-31,10103.98,261.49,17.71,2,2019-10-28
8624,1048f85,2019-06-30,14587.23,326.41,15.31,2,2019-10-28
8625,1048f85,2019-07-31,12444.85,283.98,15.61,2,2019-10-28
8626,1048f85,2019-08-31,8148.24,200.79,16.86,2,2019-10-28
8627,1048f85,2019-09-30,11740.59,323.41,18.85,2,2019-10-28
8652,1057ae4,2019-09-30,674.14,30.71,54.83,2,2019-10-25
8653,1058371,2018-11-30,119.22,4.64,26.97,1,2019-10-28
8654,1058371,2018-12-31,349.34,12.56,24.94,1,2019-10-28
8655,1058371,2019-03-31,111.41,4.15,25.86,1,2019-10-28
8656,1058371,2019-04-30,418.5,14.74,24.42,1,2019-10-28
8657,1058371,2019-05-31,469.99,16.99,25.07,1,2019-10-28
8658,1058371,2019-06-30,1168.5,42.38,25.15,1,2019-10-28
8659,1058371,2019-07-31,2059.53,85.46,28.77,1,2019-10-28
8660,1058371,2019-08-31,1699.24,61.57,25.12,1,2019-10-28
8661,1058371,2019-09-30,1230.99,44.78,25.23,1,2019-10-28
8674,105bd53,2018-09-30,3117.63,121.95,22.23,1,2019-09-30
8675,105bd53,2018-10-31,3260.96,129.96,22.65,1,2019-09-30
8676,105bd53,2018-11-30,3050.36,119.05,22.18,1,2019-09-30
8677,105bd53,2018-12-31,3144.02,123.84,22.38,1,2019-09-30
8678,105bd53,2019-01-31,2595.35,103.14,22.58,1,2019-09-30
8679,105bd53,2019-02-28,3233.33,130.08,22.86,1,2019-09-30
8680,105bd53,2019-03-31,3159.2,122.45,22.03,1,2019-09-30
8681,105bd53,2019-04-30,3652.69,143.51,22.33,1,2019-09-30
8682,105bd53,2019-05-31,3053.41,120.71,22.46,1,2019-09-30
8683,105bd53,2019-06-30,2561.53,100.48,22.29,1,2019-09-30
8684,105bd53,2019-07-31,3169.75,125.58,22.51,1,2019-09-30
8685,105bd53,2019-08-31,2675.04,104.23,22.14,1,2019-09-30
8686,105d3de,2018-11-30,813.95,32.99,19.23,1,2019-09-12
8687,105d3de,2018-12-31,142.1,7.34,25.23,1,2019-09-12
8688,105d3de,2019-01-31,904.76,46.13,24.89,1,2019-09-12
8689,105d3de,2019-02-28,137.06,7.28,25.94,1,2019-09-12
8690,105d3de,2019-03-31,1207.82,68.82,27.82,1,2019-09-12
8691,105d3de,2019-04-30,1506.92,87.61,28.38,1,2019-09-12
8692,105d3de,2019-05-31,2219.13,123.48,27.17,1,2019-09-12
8693,105d3de,2019-06-30,1706.21,106.52,30.48,1,2019-09-12
8694,105d3de,2019-07-31,1037.67,63.87,30.05,1,2019-09-12
8695,105d3de,2019-08-31,2214.46,161.79,35.67,1,2019-09-12
8708,1063318,2018-10-31,15724.28,540.84,25.22,1,2019-10-30
8709,1063318,2018-11-30,17806.17,610.23,25.13,1,2019-10-30
8710,1063318,2018-12-31,14395.3,487.78,24.84,1,2019-10-30
8711,1063318,2019-01-31,18071.94,618.39,25.09,1,2019-10-30
8712,1063318,2019-02-28,8064.87,279.55,25.42,1,2019-10-30
8713,1063318,2019-03-31,13706.15,453.99,24.29,1,2019-10-30
8714,1063318,2019-04-30,19578.73,657.97,24.64,1,2019-10-30
8715,1063318,2019-05-31,16013.03,545.4,24.97,1,2019-10-30
8716,1063318,2019-06-30,36859.0,1258.04,25.03,1,2019-10-30
8717,1063318,2019-07-31,54994.19,1637.03,25.15,1,2019-10-30
8718,1063318,2019-08-31,25989.01,745.19,24.96,1,2019-10-30
8719,1063318,2019-09-30,18823.62,553.45,25.59,1,2019-10-30
8720,1064387,2019-02-28,33.93,0.84,25.23,1,2019-10-21
8721,1064387,2019-03-31,96.28,2.37,25.23,1,2019-10-21
8722,1064387,2019-04-30,117.95,2.84,24.59,1,2019-10-21
8723,1064387,2019-05-31,190.01,4.65,25.01,1,2019-10-21
8724,1064387,2019-06-30,97.55,2.45,25.68,1,2019-10-21
8725,1064387,2019-07-31,697.2,17.23,25.28,1,2019-10-21
8726,1064387,2019-08-31,312.16,7.49,24.55,1,2019-10-21
8727,1064387,2019-09-30,637.58,19.86,24.95,1,2019-10-21
8728,1069050,2018-10-31,6145.08,227.75,35.26,1,2019-10-07
8729,1069050,2018-11-30,4077.45,139.57,32.57,1,2019-10-07
8730,1069050,2018-12-31,4933.97,155.31,29.95,1,2019-10-07
8731,1069050,2019-01-31,2304.7,85.76,35.41,1,2019-10-07
8732,1069050,2019-02-28,2829.28,82.51,27.75,1,2019-10-07
8733,1069050,2019-03-31,2893.88,89.0,29.26,1,2019-10-07
8734,1069050,2019-04-30,5347.99,183.58,32.66,1,2019-10-07
8735,1069050,2019-05-31,4080.24,145.45,33.92,1,2019-10-07
8736,1069050,2019-06-30,2963.13,89.01,28.58,1,2019-10-07
8737,1069050,2019-07-31,5676.54,223.16,37.4,1,2019-10-07
8738,1069050,2019-08-31,2208.3,70.23,30.26,1,2019-10-07
8739,1069050,2019-09-30,2160.23,63.69,28.05,1,2019-10-07
8740,106b2d6,2018-12-31,5135.11,132.01,14.21,2,2019-09-17
8741,106b2d6,2019-03-31,5423.99,129.21,13.17,2,2019-09-17
8742,106b2d6,2019-04-30,5437.27,160.83,16.35,2,2019-09-17
8743,106b2d6,2019-05-31,4193.75,101.41,13.37,2,2019-09-17
8744,106b2d6,2019-06-30,5097.78,141.56,15.35,2,2019-09-17
8745,106b2d6,2019-07-31,3296.41,110.96,18.61,2,2019-09-17
8746,106b2d6,2019-08-31,3262.4,88.23,14.95,2,2019-09-17
8747,107905d,2018-10-31,4638.99,173.8,43.8,2,2019-10-15
8748,107905d,2018-11-30,3018.62,93.3,36.13,2,2019-10-15
8749,107905d,2018-12-31,1690.33,58.63,40.55,2,2019-10-15
8750,107905d,2019-01-31,6298.83,383.73,71.21,2,2019-10-15
8751,107905d,2019-02-28,4840.84,220.86,53.33,2,2019-10-15
8752,107905d,2019-03-31,2648.96,81.68,36.05,2,2019-10-15
8753,107905d,2019-04-30,4320.9,223.55,60.48,2,2019-10-15
8754,107905d,2019-05-31,1426.08,56.78,46.54,2,2019-10-15
8755,107905d,2019-06-30,3035.06,118.59,45.68,2,2019-10-15
8756,107905d,2019-07-31,3596.35,247.1,80.32,2,2019-10-15
8757,107905d,2019-08-31,448.07,15.01,39.15,2,2019-10-15
8758,107905d,2019-09-30,2225.0,138.06,72.54,2,2019-10-15
8783,108de94,2018-10-31,8393.13,366.34,34.34,1,2019-10-07
8784,108de94,2018-11-30,8148.94,358.72,34.64,1,2019-10-07
8785,108de94,2018-12-31,7597.14,348.47,36.09,1,2019-10-07
8786,108de94,2019-01-31,7690.7,313.03,32.02,1,2019-10-07
8787,108de94,2019-02-28,8597.04,460.26,42.12,1,2019-10-07
8788,108de94,2019-03-31,7555.52,325.69,33.92,1,2019-10-07
8789,108de94,2019-04-30,11181.58,543.49,38.24,1,2019-10-07
8790,108de94,2019-05-31,10010.17,437.17,34.36,1,2019-10-07
8791,108de94,2019-06-30,9830.03,424.35,33.97,1,2019-10-07
8792,108de94,2019-07-31,12435.71,594.83,37.63,1,2019-10-07
8793,108de94,2019-08-31,10404.55,466.86,35.3,1,2019-10-07
8794,108de94,2019-09-30,12003.58,554.32,36.33,1,2019-10-07
8795,1092230,2019-04-30,7750.17,415.78,60.97,1,2019-10-30
8796,1092230,2019-05-31,6707.05,350.46,59.38,1,2019-10-30
8797,1092230,2019-06-30,10858.9,522.32,54.67,1,2019-10-30
8798,1092230,2019-07-31,10533.73,402.9,43.47,1,2019-10-30
8799,1092230,2019-08-31,12095.53,485.85,45.65,1,2019-10-30
8800,1092230,2019-09-30,9594.75,457.4,54.18,1,2019-10-30
8801,1094258,2018-09-30,18658.38,572.83,25.22,1,2019-09-06
8802,1094258,2018-10-31,25161.76,772.56,25.22,1,2019-09-06
8803,1094258,2018-11-30,20408.27,625.53,25.18,1,2019-09-06
8804,1094258,2018-12-31,20572.71,627.75,25.07,1,2019-09-06
8805,1094258,2019-01-31,21954.43,672.27,25.16,1,2019-09-06
8806,1094258,2019-02-28,18180.35,564.85,25.53,1,2019-09-06
8807,1094258,2019-03-31,19676.23,601.47,25.11,1,2019-09-06
8808,1094258,2019-04-30,23480.18,717.08,25.09,1,2019-09-06
8809,1094258,2019-05-31,26553.38,814.38,25.2,1,2019-09-06
8810,1094258,2019-06-30,23494.72,719.2,25.15,1,2019-09-06
8811,1094258,2019-07-31,26231.04,803.12,25.15,1,2019-09-06
8812,1094258,2019-08-31,24176.74,742.13,25.22,1,2019-09-06
8813,109688a,2018-11-30,22754.28,872.77,32.69,2,2019-10-31
8814,109688a,2018-12-31,17197.09,628.27,31.14,2,2019-10-31
8815,109688a,2019-01-31,21059.48,758.59,30.7,2,2019-10-31
8816,109688a,2019-02-28,15564.67,650.99,35.65,2,2019-10-31
8817,109688a,2019-03-31,23398.14,1037.67,37.8,2,2019-10-31
8818,109688a,2019-04-30,14878.26,523.18,29.97,2,2019-10-31
8819,109688a,2019-05-31,18495.8,718.42,33.11,2,2019-10-31
8820,109688a,2019-06-30,7726.74,266.83,29.44,2,2019-10-31
8821,109688a,2019-08-31,16173.49,523.47,27.59,2,2019-10-31
8822,109688a,2019-09-30,23195.68,801.97,29.47,2,2019-10-31
8833,10a9ec3,2019-02-28,487.72,15.72,24.52,1,2019-10-08
8834,10a9ec3,2019-03-31,4380.8,144.43,25.07,1,2019-10-08
8835,10a9ec3,2019-04-30,3670.66,119.4,24.74,1,2019-10-08
8836,10a9ec3,2019-05-31,4511.86,148.93,25.1,1,2019-10-08
8837,10a9ec3,2019-06-30,3719.76,122.33,25.01,1,2019-10-08
8838,10a9ec3,2019-07-31,5070.88,166.21,24.93,1,2019-10-08
8839,10a9ec3,2019-08-31,3558.08,116.88,24.98,1,2019-10-08
8840,10a9ec3,2019-09-30,4479.83,146.7,24.9,1,2019-10-08
8853,10add7a,2018-10-31,24217.48,1424.62,40.25,1,2019-10-07
8854,10add7a,2018-11-30,31299.34,2016.21,44.07,1,2019-10-07
8855,10add7a,2018-12-31,23235.25,1519.59,44.74,1,2019-10-07
8856,10add7a,2019-01-31,36454.84,2447.01,45.92,1,2019-10-07
8857,10add7a,2019-02-28,37296.0,2424.11,44.47,1,2019-10-07
8858,10add7a,2019-03-31,28296.28,1762.84,42.62,1,2019-10-07
8859,10add7a,2019-04-30,26312.79,1814.2,47.17,1,2019-10-07
8860,10add7a,2019-05-31,22807.82,1760.03,52.8,1,2019-10-07
8861,10add7a,2019-06-30,23431.33,1447.63,42.27,1,2019-10-07
8862,10add7a,2019-07-31,24935.48,1570.61,43.09,1,2019-10-07
8863,10add7a,2019-08-31,28205.06,1881.48,45.64,1,2019-10-07
8864,10add7a,2019-09-30,21940.56,1308.29,45.75,1,2019-10-07
8865,10b4236,2018-10-31,724.4,58.35,47.08,1,2019-10-31
8866,10b4236,2018-11-30,1036.63,67.35,37.97,1,2019-10-31
8867,10b4236,2018-12-31,2418.44,192.25,46.46,1,2019-10-31
8868,10b4236,2019-01-31,167.65,6.99,24.36,1,2019-10-31
8869,10b4236,2019-05-31,2520.69,213.13,59.44,1,2019-10-31
8870,10b4236,2019-06-30,6723.12,522.69,54.65,1,2019-10-31
8871,10b4236,2019-07-31,3648.9,207.19,39.92,1,2019-10-31
8872,10b4236,2019-08-31,11570.3,1376.91,83.66,1,2019-10-31
8873,10b4236,2019-09-30,7100.6,450.73,44.62,1,2019-10-31
8874,10be75d,2018-09-30,46731.01,1180.19,27.51,1,2019-09-20
8875,10be75d,2018-10-31,55539.17,1091.63,25.94,1,2019-09-20
8876,10be75d,2018-11-30,21390.09,411.4,25.38,1,2019-09-20
8877,10be75d,2018-12-31,1932.57,41.05,28.03,1,2019-09-20
8878,10be75d,2019-01-31,488.77,9.02,24.36,1,2019-09-20
8879,10be75d,2019-02-28,1664.76,31.86,25.26,1,2019-09-20
8880,10be75d,2019-03-31,1501.2,33.13,29.12,1,2019-09-20
8881,10be75d,2019-04-30,44818.67,955.0,28.12,1,2019-09-20
8882,10be75d,2019-05-31,33368.26,656.93,25.98,1,2019-09-20
8883,10be75d,2019-06-30,34341.19,690.97,26.55,1,2019-09-20
8884,10be75d,2019-07-31,25483.22,535.69,27.74,1,2019-09-20
8885,10be75d,2019-08-31,7866.28,193.08,32.39,1,2019-09-20
8886,10c0c50,2018-10-31,79.92,3.16,26.97,1,2019-10-28
8887,10c0c50,2018-11-30,380.29,18.49,33.15,1,2019-10-28
8888,10c0c50,2018-12-31,300.71,10.96,24.85,1,2019-10-28
8889,10c0c50,2019-01-31,781.55,35.03,30.56,1,2019-10-28
8890,10c0c50,2019-02-28,654.65,24.55,25.57,1,2019-10-28
8891,10c0c50,2019-03-31,173.31,5.93,23.33,1,2019-10-28
8892,10c0c50,2019-04-30,1038.99,37.7,24.74,1,2019-10-28
8893,10c0c50,2019-05-31,188.68,6.74,24.36,1,2019-10-28
8894,10c0c50,2019-06-30,316.33,11.54,24.88,1,2019-10-28
8895,10c0c50,2019-08-31,483.47,20.33,28.67,1,2019-10-28
8896,10c0c50,2019-09-30,900.18,32.64,24.73,1,2019-10-28
8897,10c69bf,2018-10-31,24342.88,951.45,53.3,1,2019-10-31
8898,10c69bf,2018-11-30,20723.99,784.17,51.6,1,2019-10-31
8899,10c69bf,2018-12-31,44735.08,1719.7,52.43,1,2019-10-31
8900,10c69bf,2019-01-31,16313.37,581.1,48.58,1,2019-10-31
8901,10c69bf,2019-02-28,15238.7,605.85,54.22,1,2019-10-31
8902,10c69bf,2019-03-31,15045.89,594.51,53.89,1,2019-10-31
8903,10c69bf,2019-04-30,21795.2,857.77,53.67,1,2019-10-31
8904,10c69bf,2019-05-31,17490.31,681.42,53.13,1,2019-10-31
8905,10c69bf,2019-06-30,21821.55,819.87,51.24,1,2019-10-31
8906,10c69bf,2019-07-31,21715.17,820.49,51.53,1,2019-10-31
8907,10c69bf,2019-08-31,18077.43,687.59,51.87,1,2019-10-31
8908,10c69bf,2019-09-30,19830.43,738.46,50.79,1,2019-10-31
8909,10c7985,2019-03-31,1365.69,29.59,27.7,1,2019-10-21
8910,10c7985,2019-04-30,6419.21,231.66,46.14,1,2019-10-21
8911,10c7985,2019-05-31,8798.48,757.38,110.06,1,2019-10-21
8912,10c7985,2019-06-30,822.77,19.27,29.94,1,2019-10-21
8913,10c7985,2019-07-31,10693.45,632.42,75.61,1,2019-10-21
8914,10c7985,2019-08-31,8783.66,524.91,76.41,1,2019-10-21
8915,10c7985,2019-09-30,3166.08,144.71,58.44,1,2019-10-21
8916,10cc9e2,2019-01-31,1807.25,59.1,24.87,1,2019-10-31
8917,10cc9e2,2019-02-28,1854.17,61.8,25.35,1,2019-10-31
8918,10cc9e2,2019-03-31,1140.78,37.61,25.07,1,2019-10-31
8919,10cc9e2,2019-04-30,2802.81,91.86,24.92,1,2019-10-31
8920,10cc9e2,2019-05-31,3845.92,127.0,25.11,1,2019-10-31
8921,10cc9e2,2019-06-30,3124.07,103.37,25.16,1,2019-10-31
8922,10cc9e2,2019-07-31,2156.63,70.93,25.01,1,2019-10-31
8923,10cc9e2,2019-08-31,3524.25,125.87,27.16,1,2019-10-31
8924,10cc9e2,2019-09-30,5169.5,153.87,24.81,1,2019-10-31
8925,10ce5cb,2019-03-31,2414.47,104.66,25.34,1,2019-10-16
8926,10ce5cb,2019-04-30,3366.66,148.75,28.36,1,2019-10-16
8927,10ce5cb,2019-05-31,8263.32,294.82,25.17,1,2019-10-16
8928,10ce5cb,2019-06-30,8825.45,313.98,25.1,1,2019-10-16
8929,10ce5cb,2019-07-31,17691.62,725.12,28.91,1,2019-10-16
8930,10ce5cb,2019-08-31,10459.93,374.19,25.23,1,2019-10-16
8931,10ce5cb,2019-09-30,10895.42,403.36,26.11,1,2019-10-16
8932,10d0a62,2018-12-31,857.58,54.63,48.45,1,2019-09-20
8933,10d0a62,2019-01-31,2862.56,186.76,49.62,1,2019-09-20
8934,10d0a62,2019-02-28,4832.0,329.82,51.91,1,2019-09-20
8935,10d0a62,2019-03-31,1818.29,126.07,52.73,1,2019-09-20
8936,10d0a62,2019-04-30,2222.05,152.87,52.32,1,2019-09-20
8937,10d0a62,2019-05-31,1779.31,110.53,47.24,1,2019-09-20
8938,10d0a62,2019-06-30,822.22,58.11,53.75,1,2019-09-20
8939,10d0a62,2019-07-31,1994.06,115.18,43.93,1,2019-09-20
8940,10d0a62,2019-08-31,3351.07,211.18,47.92,1,2019-09-20
8953,10d4e10,2018-10-31,102803.16,2699.99,24.99,1,2019-10-02
8954,10d4e10,2018-11-30,90731.28,2325.01,25.15,1,2019-10-02
8955,10d4e10,2018-12-31,109513.05,2016.48,25.11,1,2019-10-02
8956,10d4e10,2019-01-31,122312.61,2255.58,25.15,1,2019-10-02
8957,10d4e10,2019-02-28,100155.84,1864.79,25.39,1,2019-10-02
8958,10d4e10,2019-03-31,103246.01,1890.53,24.97,1,2019-10-02
8959,10d4e10,2019-04-30,103996.09,1908.68,25.03,1,2019-10-02
8960,10d4e10,2019-05-31,76853.67,1419.12,25.18,1,2019-10-02
8961,10d4e10,2019-06-30,79834.73,1474.65,25.19,1,2019-10-02
8962,10d4e10,2019-07-31,97787.79,1802.92,25.14,1,2019-10-02
8963,10d4e10,2019-08-31,78626.06,1446.94,25.1,1,2019-10-02
8964,10d4e10,2019-09-30,92496.0,1652.81,25.13,1,2019-10-02
8965,10dbb4b,2019-01-31,5441.21,132.03,24.94,1,2019-10-07
8966,10dbb4b,2019-02-28,20252.92,499.73,25.36,1,2019-10-07
8967,10dbb4b,2019-03-31,24540.09,597.77,25.04,1,2019-10-07
8968,10dbb4b,2019-04-30,29532.98,718.41,25.01,1,2019-10-07
8969,10dbb4b,2019-05-31,30363.98,743.4,25.17,1,2019-10-07
8970,10dbb4b,2019-06-30,33957.18,830.41,25.14,1,2019-10-07
8971,10dbb4b,2019-07-31,39936.65,975.26,25.1,1,2019-10-07
8972,10dbb4b,2019-08-31,35159.01,862.27,25.21,1,2019-10-07
8973,10dbb4b,2019-09-30,43816.51,1070.7,25.12,1,2019-10-07
8974,10de8d0,2019-09-30,7074.36,142.78,13.36,2,2019-10-07
8986,10e034c,2018-09-30,1925.0,84.64,27.34,1,2019-09-03
8987,10e034c,2018-10-31,2524.62,117.76,29.0,1,2019-09-03
8988,10e034c,2018-11-30,2433.09,117.55,30.04,1,2019-09-03
8989,10e034c,2018-12-31,2681.23,115.51,26.79,1,2019-09-03
8990,10e034c,2019-01-31,2628.36,112.41,26.59,1,2019-09-03
8991,10e034c,2019-02-28,2026.79,84.29,25.86,1,2019-09-03
8992,10e034c,2019-03-31,2498.89,117.31,29.19,1,2019-09-03
8993,10e034c,2019-04-30,2117.93,89.79,26.36,1,2019-09-03
8994,10e034c,2019-05-31,2774.26,118.08,26.46,1,2019-09-03
8995,10e034c,2019-06-30,1442.9,58.33,25.14,1,2019-09-03
8996,10e034c,2019-07-31,2039.79,81.92,24.97,1,2019-09-03
8997,10e034c,2019-08-31,1163.44,46.46,24.83,1,2019-09-03
8998,10e1b84,2018-09-30,5847.74,262.33,53.22,1,2019-09-30
8999,10e1b84,2018-10-31,5122.76,192.19,45.15,1,2019-09-30
9000,10e1b84,2018-11-30,15312.13,527.3,41.44,1,2019-09-30
9001,10e1b84,2018-12-31,40092.78,1530.81,45.95,1,2019-09-30
9002,10e1b84,2019-01-31,13813.86,553.51,48.22,1,2019-09-30
9003,10e1b84,2019-02-28,14487.05,532.96,44.27,1,2019-09-30
9004,10e1b84,2019-03-31,17551.16,676.96,46.41,1,2019-09-30
9005,10e1b84,2019-04-30,8000.49,248.77,37.42,1,2019-09-30
9006,10e1b84,2019-05-31,11098.6,484.92,52.58,1,2019-09-30
9007,10e1b84,2019-06-30,7528.42,242.16,38.71,1,2019-09-30
9008,10e1b84,2019-07-31,4785.69,144.97,36.45,1,2019-09-30
9009,10e1b84,2019-08-31,7231.08,234.03,38.95,1,2019-09-30
9010,10e50f3,2018-10-31,5071.48,191.1,24.87,1,2019-10-28
9011,10e50f3,2018-11-30,2993.86,112.3,24.75,1,2019-10-28
9012,10e50f3,2018-12-31,3244.24,122.27,24.87,1,2019-10-28
9013,10e50f3,2019-01-31,1803.59,68.69,25.13,1,2019-10-28
9014,10e50f3,2019-02-28,41.61,1.59,25.23,1,2019-10-28
9015,10e50f3,2019-04-30,7108.72,268.47,24.92,1,2019-10-28
9016,10e50f3,2019-05-31,7193.18,273.25,25.07,1,2019-10-28
9017,10e50f3,2019-06-30,4299.24,165.76,25.44,1,2019-10-28
9018,10e50f3,2019-07-31,5588.43,210.91,24.9,1,2019-10-28
9019,10e50f3,2019-08-31,6002.79,227.28,24.99,1,2019-10-28
9020,10e50f3,2019-09-30,6589.51,248.48,24.88,1,2019-10-28
9031,10e7f68,2019-03-31,1787.41,69.28,30.62,1,2019-10-28
9032,10e7f68,2019-04-30,4866.38,172.63,28.02,1,2019-10-28
9033,10e7f68,2019-05-31,4776.51,167.97,27.78,1,2019-10-28
9034,10e7f68,2019-06-30,7705.88,346.76,35.54,1,2019-10-28
9035,10e7f68,2019-07-31,6078.79,241.57,31.39,1,2019-10-28
9036,10e7f68,2019-08-31,6299.65,297.88,37.35,1,2019-10-28
9037,10e7f68,2019-09-30,5125.55,220.11,33.92,1,2019-10-28
9062,10f01d4,2019-02-28,4116.38,177.27,25.24,1,2019-10-09
9063,10f01d4,2019-03-31,12200.57,1089.19,52.33,1,2019-10-09
9064,10f01d4,2019-04-30,6105.8,299.67,28.77,1,2019-10-09
9065,10f01d4,2019-05-31,7215.69,278.64,25.08,1,2019-10-09
9066,10f01d4,2019-06-30,9544.12,405.88,28.06,1,2019-10-09
9067,10f01d4,2019-07-31,7409.77,281.55,25.07,1,2019-10-09
9068,10f01d4,2019-08-31,6476.57,206.89,25.13,1,2019-10-09
9069,10f01d4,2019-09-30,9739.82,355.45,28.71,1,2019-10-09
9070,10f351b,2019-03-31,11412.71,534.05,20.72,2,2019-10-08
9071,10f351b,2019-04-30,10446.49,553.3,24.46,1,2019-10-08
9072,10f351b,2019-05-31,5074.98,200.95,24.62,1,2019-10-08
9073,10f351b,2019-06-30,5535.64,235.09,25.08,1,2019-10-08
9074,10f351b,2019-07-31,8607.08,380.29,24.93,1,2019-10-08
9075,10f351b,2019-08-31,9559.38,376.67,24.5,1,2019-10-08
9076,10f351b,2019-09-30,6819.61,269.19,24.54,1,2019-10-08
9077,10ffc23,2018-09-30,27930.87,2292.5,76.28,1,2019-09-20
9078,10ffc23,2018-10-31,42534.58,3446.96,73.36,1,2019-09-20
9079,10ffc23,2018-11-30,40509.32,2868.17,63.83,1,2019-09-20
9080,10ffc23,2018-12-31,28789.34,2009.57,63.77,1,2019-09-20
9081,10ffc23,2019-01-31,26566.21,1640.82,55.31,1,2019-09-20
9082,10ffc23,2019-02-28,34187.97,2753.47,72.28,1,2019-09-20
9083,10ffc23,2019-03-31,29850.46,1782.7,54.2,1,2019-09-20
9084,10ffc23,2019-04-30,21303.64,1579.64,67.72,1,2019-09-20
9085,10ffc23,2019-05-31,33389.66,2125.88,59.47,1,2019-09-20
9086,10ffc23,2019-06-30,66639.07,5205.59,73.76,1,2019-09-20
9087,10ffc23,2019-07-31,46419.27,3277.61,65.81,1,2019-09-20
9088,10ffc23,2019-08-31,69068.54,6816.78,89.52,1,2019-09-20
9114,11232af,2018-09-30,1236.17,59.08,35.81,1,2019-09-30
9115,11232af,2018-10-31,1017.95,44.33,32.63,1,2019-09-30
9116,11232af,2018-11-30,1276.8,70.12,41.15,1,2019-09-30
9117,11232af,2018-12-31,2312.14,144.6,46.86,1,2019-09-30
9118,11232af,2019-01-31,2586.58,147.78,42.81,1,2019-09-30
9119,11232af,2019-02-28,3060.21,134.63,32.97,1,2019-09-30
9120,11232af,2019-03-31,1864.79,74.79,30.05,1,2019-09-30
9121,11232af,2019-04-30,1864.12,74.85,30.09,1,2019-09-30
9122,11232af,2019-05-31,2745.87,116.28,31.73,1,2019-09-30
9123,11232af,2019-06-30,1962.6,83.75,31.98,1,2019-09-30
9124,11232af,2019-07-31,2208.85,83.25,28.24,1,2019-09-30
9125,11232af,2019-08-31,1645.8,64.97,29.58,1,2019-09-30
9148,1131116,2019-04-30,685.0,26.2,25.24,1,2019-10-28
9149,1131116,2019-05-31,685.47,26.38,25.4,1,2019-10-28
9150,1131116,2019-06-30,453.4,17.34,25.24,1,2019-10-28
9151,1131116,2019-07-31,1164.81,44.15,25.01,1,2019-10-28
9152,1131116,2019-08-31,722.4,27.65,25.26,1,2019-10-28
9153,1131116,2019-09-30,389.94,14.77,25.0,1,2019-10-28
9154,1135bf5,2018-11-30,646.9,15.9,20.92,2,2019-10-31
9155,1135bf5,2018-12-31,4648.48,91.54,24.22,1,2019-10-31
9156,1135bf5,2019-01-31,4014.76,80.43,24.37,1,2019-10-31
9157,1135bf5,2019-02-28,4149.7,100.24,29.37,1,2019-10-31
9158,1135bf5,2019-03-31,3659.22,75.74,25.71,1,2019-10-31
9159,1135bf5,2019-04-30,3252.04,70.25,26.49,1,2019-10-31
9160,1135bf5,2019-05-31,4538.54,91.53,24.72,1,2019-10-31
9161,1135bf5,2019-06-30,5662.02,115.59,24.91,1,2019-10-31
9162,1135bf5,2019-07-31,6816.41,138.69,24.82,1,2019-10-31
9163,1135bf5,2019-08-31,5452.99,112.9,25.18,1,2019-10-31
9164,1135bf5,2019-09-30,10977.19,379.18,43.24,1,2019-10-31
9165,1136eb7,2018-12-31,12153.66,628.79,40.86,1,2019-09-25
9166,1136eb7,2019-01-31,4356.12,201.34,36.51,1,2019-09-25
9167,1136eb7,2019-02-28,5502.27,280.46,40.26,1,2019-09-25
9168,1136eb7,2019-03-31,5220.12,265.68,40.2,1,2019-09-25
9169,1136eb7,2019-04-30,5356.87,258.46,38.13,1,2019-09-25
9170,1136eb7,2019-05-31,15766.53,711.3,38.61,1,2019-09-25
9171,1136eb7,2019-06-30,6778.81,309.11,39.03,1,2019-09-25
9172,1136eb7,2019-07-31,6562.95,325.97,42.51,1,2019-09-25
9173,1136eb7,2019-08-31,3759.42,161.4,36.75,1,2019-09-25
9204,114be67,2018-10-31,906.84,46.23,33.75,2,2019-10-01
9205,114be67,2018-11-30,1097.73,46.87,27.34,2,2019-10-01
9206,114be67,2018-12-31,791.14,36.22,27.0,2,2019-10-01
9207,114be67,2019-01-31,771.85,51.69,38.85,2,2019-10-01
9208,114be67,2019-02-28,1421.99,64.0,28.79,2,2019-10-01
9209,114be67,2019-03-31,606.98,23.7,26.72,2,2019-10-01
9210,114be67,2019-04-30,1845.67,94.38,34.99,2,2019-10-01
9211,114be67,2019-05-31,646.96,29.84,31.56,2,2019-10-01
9212,114be67,2019-06-30,301.88,16.25,36.82,2,2019-10-01
9213,114be67,2019-07-31,629.24,43.13,46.9,2,2019-10-01
9214,114be67,2019-08-31,1978.85,155.21,53.66,2,2019-10-01
9215,114be67,2019-09-30,615.18,22.04,24.51,2,2019-10-01
9228,1153aff,2018-09-30,2669.48,113.0,21.65,2,2019-09-25
